Date,Result,Forward_ Gls_sum,Forward_ Gls_mean,Forward_Ast_sum,Forward_Ast_mean,Forward_ SoT_sum,Forward_ SoT_mean,Forward_Take-Ons Att_sum,Forward_Take-Ons Att_mean,Forward_Expected xG_sum,Forward_Expected xG_mean,Forward_xAG_sum,Forward_xAG_mean,Forward_Rebalanced_Score_sum,Forward_Rebalanced_Score_mean,Midfielder_Passes Cmp_sum,Midfielder_Passes Cmp_mean,Midfielder_KP_sum,Midfielder_KP_mean,Midfielder_ Tkl_sum,Midfielder_ Tkl_mean,Midfielder_Tackles Tkl_sum,Midfielder_Tackles Tkl_mean,Midfielder_Carries Carries_sum,Midfielder_Carries Carries_mean,Midfielder_ Touches_sum,Midfielder_ Touches_mean,Midfielder_Rebalanced_Score_sum,Midfielder_Rebalanced_Score_mean,Defender_Int_sum,Defender_Int_mean,Defender_ Blocks_sum,Defender_ Blocks_mean,Defender_Clr_sum,Defender_Clr_mean,Defender_ Tkl_sum,Defender_ Tkl_mean,Defender_Tackles Tkl_sum,Defender_Tackles Tkl_mean,Defender_Rebalanced_Score_sum,Defender_Rebalanced_Score_mean,Goalkeeper_Passes Cmp%_sum,Goalkeeper_Passes Cmp%_mean,Goalkeeper_Passes Cmp_sum,Goalkeeper_Passes Cmp_mean,Goalkeeper_Err_sum,Goalkeeper_Err_mean,Goalkeeper_Passes PrgP_sum,Goalkeeper_Passes PrgP_mean,Goalkeeper_Total Cmp_sum,Goalkeeper_Total Cmp_mean,Goalkeeper_Rebalanced_Score_sum,Goalkeeper_Rebalanced_Score_mean,Win
2018-05-12,W,3.0,0.5,3.0,0.5,8.0,1.3333333333333333,10.0,1.6666666666666667,0.9,0.15,0.4,0.06666666666666667,72.98611670020121,12.164352783366867,217.0,72.33333333333333,6.0,2.0,4.0,1.3333333333333333,4.0,1.3333333333333333,160.0,53.333333333333336,259.0,86.33333333333333,39.76,13.253333333333332,6.0,1.5,5.0,1.25,7.0,1.75,7.0,1.75,7.0,1.75,40.9,10.225,85.7,85.7,24.0,24.0,0.0,0.0,0.0,0.0,24.0,24.0,17.14,17.14,1
2018-05-26,W,1.0,0.3333333333333333,0.0,0.0,3.0,1.0,4.0,1.3333333333333333,0.9,0.3,0.2,0.06666666666666667,21.33636363636364,7.112121212121213,240.0,48.0,2.0,0.4,6.0,1.2,6.0,1.2,230.0,46.0,313.0,62.6,31.15,6.2299999999999995,7.0,1.4,6.0,1.2,12.0,2.4,5.0,1.0,5.0,1.0,52.233333333333334,10.446666666666667,60.9,60.9,14.0,14.0,0.0,0.0,0.0,0.0,14.0,14.0,12.18,12.18,1
2018-08-19,W,1.0,0.25,0.0,0.0,2.0,0.5,5.0,1.25,1.0,0.25,0.1,0.025,21.905263157894733,5.476315789473683,269.0,53.8,2.0,0.4,8.0,1.6,8.0,1.6,230.0,46.0,313.0,62.6,34.47244702665755,6.89448940533151,8.0,2.0,3.0,0.75,4.0,1.0,8.0,2.0,8.0,2.0,41.4,10.35,90.9,90.9,40.0,40.0,0.0,0.0,0.0,0.0,40.0,40.0,18.18,18.18,1
2018-08-26,W,3.0,0.75,1.0,0.25,3.0,0.75,11.0,2.75,2.3,0.575,1.7000000000000002,0.42500000000000004,45.17209302325582,11.293023255813955,248.0,62.0,3.0,0.75,6.0,1.5,6.0,1.5,231.0,57.75,302.0,75.5,37.09263157894737,9.273157894736842,4.0,0.8,4.0,0.8,13.0,2.6,5.0,1.0,5.0,1.0,42.501694915254234,8.500338983050847,89.5,89.5,34.0,34.0,0.0,0.0,0.0,0.0,34.0,34.0,17.9,17.9,1
2018-09-01,W,3.0,0.6,1.0,0.2,6.0,1.2,7.0,1.4,1.1,0.22000000000000003,0.6000000000000001,0.12000000000000002,47.05974025974026,9.411948051948052,265.0,66.25,3.0,0.75,4.0,1.0,4.0,1.0,232.0,58.0,317.0,79.25,33.14195590729226,8.285488976823064,4.0,1.0,0.0,0.0,4.0,1.0,9.0,2.25,9.0,2.25,24.4,6.1,100.0,100.0,23.0,23.0,0.0,0.0,0.0,0.0,23.0,23.0,20.0,20.0,1
2018-09-19,W,3.0,0.6,0.0,0.0,6.0,1.2,5.0,1.0,2.6,0.52,1.9000000000000001,0.38,70.77173544375353,14.154347088750706,223.0,55.75,10.0,2.5,6.0,1.5,6.0,1.5,202.0,50.5,271.0,67.75,45.54714285714286,11.386785714285715,2.0,0.5,3.0,0.75,9.0,2.25,8.0,2.0,8.0,2.0,29.9,7.475,83.3,83.3,15.0,15.0,0.0,0.0,0.0,0.0,15.0,15.0,16.66,16.66,1
2018-09-22,W,1.0,0.2,0.0,0.0,2.0,0.4,8.0,1.6,0.5,0.1,0.5,0.1,26.14305610797683,5.228611221595366,204.0,51.0,6.0,1.5,6.0,1.5,6.0,1.5,200.0,50.0,251.0,62.75,37.06770609318997,9.266926523297492,6.0,1.5,7.0,1.75,6.0,1.5,11.0,2.75,11.0,2.75,50.400000000000006,12.600000000000001,75.7,75.7,28.0,28.0,0.0,0.0,0.0,0.0,28.0,28.0,15.14,15.14,1
2018-09-26,L,0.0,0.0,0.0,0.0,2.0,0.5,3.0,0.75,1.3,0.325,0.5,0.125,21.570474137931036,5.392618534482759,236.0,39.333333333333336,11.0,1.8333333333333333,7.0,1.1666666666666667,7.0,1.1666666666666667,194.0,32.333333333333336,303.0,50.5,49.412317977915805,8.235386329652634,6.0,2.0,2.0,0.6666666666666666,11.0,3.6666666666666665,4.0,1.3333333333333333,4.0,1.3333333333333333,26.2472030651341,8.749067688378034,100.0,100.0,18.0,18.0,0.0,0.0,0.0,0.0,18.0,18.0,20.0,20.0,0
2018-10-02,L,0.0,0.0,0.0,0.0,1.0,0.25,10.0,2.5,0.8,0.2,0.5,0.125,16.800000000000004,4.200000000000001,283.0,70.75,8.0,2.0,6.0,1.5,6.0,1.5,261.0,65.25,339.0,84.75,39.85674641148325,9.964186602870813,7.0,1.4,6.0,1.2,3.0,0.6,7.0,1.4,7.0,1.4,43.93571428571428,8.787142857142857,92.9,92.9,26.0,26.0,0.0,0.0,0.0,0.0,26.0,26.0,18.58,18.58,0
2018-10-06,L,0.0,0.0,0.0,0.0,4.0,0.6666666666666666,8.0,1.3333333333333333,0.7,0.11666666666666665,0.30000000000000004,0.05000000000000001,20.94090838546971,3.4901513975782854,210.0,70.0,1.0,0.3333333333333333,4.0,1.3333333333333333,4.0,1.3333333333333333,171.0,57.0,253.0,84.33333333333333,22.158925318761383,7.386308439587128,6.0,1.5,2.0,0.5,13.0,3.25,7.0,1.75,7.0,1.75,32.9,8.225,88.6,88.6,31.0,31.0,0.0,0.0,0.0,0.0,31.0,31.0,17.72,17.72,0
2018-10-20,L,0.0,0.0,1.0,0.2,8.0,1.6,2.0,0.4,1.4,0.27999999999999997,0.9,0.18,46.56213778020776,9.312427556041552,214.0,53.5,11.0,2.75,14.0,3.5,14.0,3.5,174.0,43.5,290.0,72.5,50.42,12.605,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,28.849999999999998,7.2124999999999995,84.2,84.2,16.0,16.0,0.0,0.0,0.0,0.0,16.0,16.0,16.840000000000003,16.840000000000003,0
2018-10-23,W,1.0,0.2,1.0,0.2,6.0,1.2,8.0,1.6,1.6,0.32,0.8,0.16,41.67199620570474,8.334399241140947,302.0,75.5,6.0,1.5,3.0,0.75,3.0,0.75,244.0,61.0,355.0,88.75,29.89246246246246,7.473115615615615,8.0,2.0,5.0,1.25,3.0,0.75,9.0,2.25,9.0,2.25,44.9,11.225,95.5,95.5,21.0,21.0,0.0,0.0,0.0,0.0,21.0,21.0,19.1,19.1,1
2018-10-28,L,0.0,0.0,0.0,0.0,1.0,0.2,6.0,1.2,1.1,0.22000000000000003,0.7000000000000001,0.14,14.984812030075187,2.9969624060150375,136.0,45.333333333333336,1.0,0.3333333333333333,7.0,2.3333333333333335,7.0,2.3333333333333335,106.0,35.333333333333336,183.0,61.0,16.279999999999998,5.426666666666666,3.0,0.6,6.0,1.2,5.0,1.0,8.0,1.6,8.0,1.6,37.61222222222222,7.522444444444444,76.7,76.7,23.0,23.0,0.0,0.0,0.0,0.0,23.0,23.0,15.34,15.34,0
2018-11-03,W,1.0,0.2,0.0,0.0,4.0,0.8,12.0,2.4,0.6000000000000001,0.12000000000000002,0.2,0.04,28.085714285714285,5.617142857142857,207.0,51.75,8.0,2.0,13.0,3.25,13.0,3.25,202.0,50.5,277.0,69.25,47.08519480519481,11.771298701298702,7.0,1.75,7.0,1.75,13.0,3.25,2.0,0.5,2.0,0.5,42.900000000000006,10.725000000000001,73.7,73.7,14.0,14.0,0.0,0.0,0.0,0.0,14.0,14.0,14.74,14.74,1
2018-11-07,W,3.0,0.75,3.0,0.75,4.0,1.0,8.0,2.0,1.2,0.3,0.8,0.2,60.226229508196724,15.056557377049181,264.0,66.0,7.0,1.75,6.0,1.5,6.0,1.5,236.0,59.0,320.0,80.0,38.92,9.73,8.0,2.0,4.0,1.0,8.0,2.0,4.0,1.0,4.0,1.0,38.8472030651341,9.711800766283526,82.8,82.8,24.0,24.0,0.0,0.0,0.0,0.0,24.0,24.0,16.56,16.56,1
2018-11-11,W,1.0,0.25,0.0,0.0,3.0,0.75,12.0,3.0,1.4000000000000001,0.35000000000000003,0.5,0.125,23.322222222222223,5.830555555555556,165.0,41.25,2.0,0.5,3.0,0.75,3.0,0.75,155.0,38.75,202.0,50.5,29.240000000000002,7.3100000000000005,4.0,1.0,7.0,1.75,9.0,2.25,4.0,1.0,4.0,1.0,40.15458874458874,10.038647186147186,50.0,50.0,14.0,14.0,0.0,0.0,0.0,0.0,14.0,14.0,10.0,10.0,1
2018-11-24,L,0.0,0.0,0.0,0.0,1.0,0.25,6.0,1.5,0.9,0.225,0.9,0.225,10.94705882352941,2.7367647058823525,155.0,38.75,3.0,0.75,5.0,1.25,5.0,1.25,116.0,29.0,205.0,51.25,27.709124423963132,6.927281105990783,8.0,1.6,3.0,0.6,15.0,3.0,5.0,1.0,5.0,1.0,44.77353391126976,8.954706782253952,81.4,81.4,35.0,35.0,0.0,0.0,0.0,0.0,35.0,35.0,16.28,16.28,0
2018-11-27,W,2.0,0.4,1.0,0.2,4.0,0.8,8.0,1.6,1.4,0.27999999999999997,1.1,0.22000000000000003,42.132276474318324,8.426455294863665,184.0,46.0,3.0,0.75,4.0,1.0,4.0,1.0,130.0,32.5,228.0,57.0,30.666950517836593,7.666737629459148,6.0,1.5,7.0,1.75,14.0,3.5,5.0,1.25,5.0,1.25,43.4,10.85,76.1,76.1,35.0,35.0,0.0,0.0,0.0,0.0,35.0,35.0,15.22,15.22,1
2018-12-01,W,1.0,0.25,1.0,0.25,3.0,0.75,11.0,2.75,0.6000000000000001,0.15000000000000002,0.4,0.1,33.772350230414744,8.443087557603686,224.0,44.8,3.0,0.6,11.0,2.2,11.0,2.2,206.0,41.2,275.0,55.0,36.10552194640802,7.221104389281604,5.0,1.25,6.0,1.5,10.0,2.5,6.0,1.5,6.0,1.5,34.4,8.6,93.1,93.1,27.0,27.0,0.0,0.0,0.0,0.0,27.0,27.0,18.62,18.62,1
2018-12-09,W,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.1,0.1,161.0,20.125,2.0,0.25,7.0,0.875,7.0,0.875,183.0,22.875,271.0,33.875,29.201751932278246,3.6502189915347807,6.0,1.5,4.0,1.0,17.0,4.25,8.0,2.0,8.0,2.0,40.4,10.1,75.0,75.0,30.0,30.0,0.0,0.0,0.0,0.0,30.0,30.0,15.0,15.0,1
2018-12-12,L,0.0,0.0,0.0,0.0,4.0,1.0,19.0,4.75,0.9,0.225,0.7000000000000001,0.17500000000000002,15.299999999999999,3.8249999999999997,236.0,59.0,2.0,0.5,9.0,2.25,9.0,2.25,217.0,54.25,296.0,74.0,31.560095693779907,7.890023923444977,4.0,1.0,3.0,0.75,8.0,2.0,6.0,1.5,6.0,1.5,33.16301369863014,8.290753424657535,77.3,77.3,17.0,17.0,0.0,0.0,0.0,0.0,17.0,17.0,15.46,15.46,0
2018-12-15,W,1.0,0.2,1.0,0.2,3.0,0.6,9.0,1.8,1.0,0.2,0.5,0.1,33.92387612387612,6.784775224775224,226.0,56.5,3.0,0.75,10.0,2.5,10.0,2.5,181.0,45.25,269.0,67.25,31.485168539325844,7.871292134831461,5.0,1.25,4.0,1.0,6.0,1.5,1.0,0.25,1.0,0.25,24.4,6.1,73.5,73.5,25.0,25.0,0.0,0.0,0.0,0.0,25.0,25.0,14.7,14.7,1
2019-01-06,L,0.0,0.0,0.0,0.0,5.0,1.6666666666666667,13.0,4.333333333333333,1.2,0.39999999999999997,1.0,0.3333333333333333,17.016666666666666,5.672222222222222,213.0,42.6,9.0,1.8,7.0,1.4,7.0,1.4,160.0,32.0,283.0,56.6,36.976282310392506,7.3952564620785015,5.0,1.0,7.0,1.4,8.0,1.6,11.0,2.2,11.0,2.2,49.50526315789473,9.901052631578946,75.9,75.9,22.0,22.0,0.0,0.0,0.0,0.0,22.0,22.0,15.18,15.18,0
2019-01-13,W,1.0,0.25,0.0,0.0,4.0,1.0,6.0,1.5,0.30000000000000004,0.07500000000000001,0.30000000000000004,0.07500000000000001,27.267124183006537,6.816781045751634,67.0,22.333333333333332,3.0,1.0,8.0,2.6666666666666665,8.0,2.6666666666666665,66.0,22.0,124.0,41.333333333333336,17.51222222222222,5.837407407407407,6.0,1.2,1.0,0.2,27.0,5.4,9.0,1.8,9.0,1.8,36.56330289193303,7.312660578386605,47.6,47.6,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,9.52,9.52,1
2019-01-19,W,0.0,0.0,0.0,0.0,4.0,1.0,8.0,2.0,0.6,0.15,0.6000000000000001,0.15000000000000002,16.728571428571428,4.182142857142857,223.0,55.75,7.0,1.75,11.0,2.75,11.0,2.75,210.0,52.5,308.0,77.0,30.495172413793103,7.623793103448276,6.0,1.5,2.0,0.5,9.0,2.25,0.0,0.0,0.0,0.0,20.9,5.225,67.7,67.7,21.0,21.0,0.0,0.0,0.0,0.0,21.0,21.0,13.54,13.54,1
2019-01-27,W,3.0,0.75,1.0,0.25,5.0,1.25,18.0,4.5,1.5,0.375,1.1,0.275,51.44285714285714,12.860714285714286,206.0,68.66666666666667,6.0,2.0,7.0,2.3333333333333335,7.0,2.3333333333333335,128.0,42.666666666666664,254.0,84.66666666666667,34.82333333333333,11.607777777777777,5.0,0.8333333333333334,1.0,0.16666666666666666,3.0,0.5,5.0,0.8333333333333334,5.0,0.8333333333333334,30.395555555555553,5.065925925925925,60.0,60.0,21.0,21.0,0.0,0.0,0.0,0.0,21.0,21.0,12.0,12.0,1
2019-02-03,W,3.0,0.5,1.0,0.16666666666666666,7.0,1.1666666666666667,11.0,1.8333333333333333,1.6,0.26666666666666666,1.0,0.16666666666666666,75.81367354386859,12.635612257311431,247.0,82.33333333333333,9.0,3.0,9.0,3.0,9.0,3.0,234.0,78.0,314.0,104.66666666666667,31.939999999999998,10.646666666666667,4.0,1.0,3.0,0.75,8.0,2.0,8.0,2.0,8.0,2.0,35.4,8.85,80.0,80.0,20.0,20.0,0.0,0.0,0.0,0.0,20.0,20.0,16.0,16.0,1
2019-02-09,W,1.0,0.2,0.0,0.0,1.0,0.2,12.0,2.4,0.6,0.12,0.30000000000000004,0.06000000000000001,23.09879679144385,4.6197593582887695,192.0,48.0,2.0,0.5,8.0,2.0,8.0,2.0,164.0,41.0,249.0,62.25,27.23228915662651,6.808072289156628,4.0,1.0,2.0,0.5,10.0,2.5,4.0,1.0,4.0,1.0,25.4,6.35,69.7,69.7,23.0,23.0,0.0,0.0,0.0,0.0,23.0,23.0,13.94,13.94,1
2019-02-13,W,2.0,0.3333333333333333,1.0,0.16666666666666666,8.0,1.3333333333333333,9.0,1.5,1.4,0.2333333333333333,0.4,0.06666666666666667,63.4875,10.581249999999999,148.0,49.333333333333336,4.0,1.3333333333333333,5.0,1.6666666666666667,5.0,1.6666666666666667,102.0,34.0,193.0,64.33333333333333,19.380000000000003,6.460000000000001,14.0,3.5,4.0,1.0,14.0,3.5,8.0,2.0,8.0,2.0,49.4,12.35,63.4,63.4,26.0,26.0,0.0,0.0,0.0,0.0,26.0,26.0,12.68,12.68,1
2019-02-17,L,0.0,0.0,0.0,0.0,4.0,0.6666666666666666,5.0,0.8333333333333334,1.5,0.25,0.9,0.15,37.13701874664723,6.189503124441205,156.0,52.0,7.0,2.3333333333333335,5.0,1.6666666666666667,5.0,1.6666666666666667,119.0,39.666666666666664,213.0,71.0,21.52385083713851,7.174616945712837,1.0,0.25,2.0,0.5,10.0,2.5,6.0,1.5,6.0,1.5,21.43259675405743,5.358149188514357,82.9,82.9,29.0,29.0,0.0,0.0,0.0,0.0,29.0,29.0,16.580000000000002,16.580000000000002,0
2019-02-24,W,2.0,0.4,0.0,0.0,2.0,0.4,10.0,2.0,2.6,0.52,0.7000000000000001,0.14,46.26458402940194,9.252916805880387,169.0,42.25,7.0,1.75,7.0,1.75,7.0,1.75,125.0,31.25,206.0,51.5,32.69374331550802,8.173435828877006,4.0,1.0,6.0,1.5,21.0,5.25,2.0,0.5,2.0,0.5,33.070915032679736,8.267728758169934,65.6,65.6,21.0,21.0,0.0,0.0,0.0,0.0,21.0,21.0,13.119999999999996,13.119999999999996,1
2019-03-02,L,0.0,0.0,0.0,0.0,2.0,0.5,16.0,4.0,0.6,0.15,0.2,0.05,12.799999999999999,3.1999999999999997,162.0,32.4,4.0,0.8,8.0,1.6,8.0,1.6,149.0,29.8,237.0,47.4,43.38,8.676,4.0,1.0,4.0,1.0,11.0,2.75,7.0,1.75,7.0,1.75,28.9,7.225,75.8,75.8,25.0,25.0,0.0,0.0,0.0,0.0,25.0,25.0,15.16,15.16,0
2019-03-05,L,1.0,0.2,0.0,0.0,7.0,1.4,12.0,2.4,1.7999999999999998,0.36,1.1,0.22000000000000003,46.15900650582814,9.231801301165628,144.0,36.0,6.0,1.5,10.0,2.5,10.0,2.5,116.0,29.0,219.0,54.75,31.701860465116276,7.925465116279069,7.0,1.75,8.0,2.0,7.0,1.75,6.0,1.5,6.0,1.5,39.9494506866417,9.987362671660424,59.5,59.5,25.0,25.0,1.0,1.0,0.0,0.0,25.0,25.0,9.4,9.4,0
2019-03-10,W,2.0,0.6666666666666666,1.0,0.3333333333333333,2.0,0.6666666666666666,11.0,3.6666666666666665,1.7,0.5666666666666667,1.0,0.3333333333333333,30.8,10.266666666666667,188.0,47.0,5.0,1.25,3.0,0.75,3.0,0.75,174.0,43.5,243.0,60.75,30.660860122558933,7.665215030639733,2.0,0.3333333333333333,4.0,0.6666666666666666,18.0,3.0,9.0,1.5,9.0,1.5,39.24835423197492,6.54139237199582,51.7,51.7,15.0,15.0,0.0,0.0,0.0,0.0,15.0,15.0,10.34,10.34,1
2019-03-16,W,1.0,0.25,1.0,0.25,5.0,1.25,8.0,2.0,1.0,0.25,1.1,0.275,33.855555555555554,8.463888888888889,206.0,41.2,11.0,2.2,6.0,1.2,6.0,1.2,177.0,35.4,255.0,51.0,62.19049478535048,12.438098957070096,3.0,0.75,5.0,1.25,7.0,1.75,6.0,1.5,6.0,1.5,28.9,7.225,80.0,80.0,16.0,16.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,16.0,1
2019-03-31,W,1.0,0.25,2.0,0.5,5.0,1.25,11.0,2.75,2.3,0.575,2.0,0.5,48.800000000000004,12.200000000000001,195.0,39.0,3.0,0.6,8.0,1.6,8.0,1.6,153.0,30.6,253.0,50.6,32.56428274428274,6.512856548856549,3.0,0.75,5.0,1.25,7.0,1.75,3.0,0.75,3.0,0.75,26.9,6.725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2019-04-03,L,1.0,0.2,0.0,0.0,3.0,0.6,9.0,1.8,0.4,0.08,0.2,0.04,19.99264069264069,3.998528138528138,238.0,59.5,7.0,1.75,5.0,1.25,5.0,1.25,176.0,44.0,278.0,69.5,43.862857142857145,10.965714285714286,7.0,1.75,4.0,1.0,8.0,2.0,5.0,1.25,5.0,1.25,36.4,9.1,80.8,80.8,21.0,21.0,0.0,0.0,0.0,0.0,21.0,21.0,16.16,16.16,0
2019-04-06,W,2.0,0.5,1.0,0.25,5.0,1.25,11.0,2.75,1.5999999999999999,0.39999999999999997,1.4,0.35,35.0774269005848,8.7693567251462,162.0,32.4,5.0,1.0,7.0,1.4,7.0,1.4,155.0,31.0,212.0,42.4,39.33243624041376,7.866487248082753,7.0,1.75,1.0,0.25,22.0,5.5,10.0,2.5,10.0,2.5,37.9,9.475,78.4,78.4,29.0,29.0,0.0,0.0,0.0,0.0,29.0,29.0,15.68,15.68,1
2019-04-21,W,3.0,0.6,2.0,0.4,4.0,0.8,12.0,2.4,1.6,0.32,0.7000000000000001,0.14,58.7472049689441,11.74944099378882,176.0,44.0,4.0,1.0,4.0,1.0,4.0,1.0,148.0,37.0,228.0,57.0,33.97664596273292,8.49416149068323,6.0,1.5,3.0,0.75,17.0,4.25,9.0,2.25,9.0,2.25,36.4,9.1,71.0,71.0,22.0,22.0,0.0,0.0,0.0,0.0,22.0,22.0,14.2,14.2,1
2019-04-28,L,0.0,0.0,0.0,0.0,2.0,0.5,5.0,1.25,0.4,0.1,0.0,0.0,7.455555555555555,1.8638888888888887,147.0,29.4,6.0,1.2,10.0,2.0,10.0,2.0,138.0,27.6,209.0,41.8,27.798036529680367,5.5596073059360736,5.0,1.25,4.0,1.0,15.0,3.75,9.0,2.25,9.0,2.25,42.400000000000006,10.600000000000001,75.7,75.7,28.0,28.0,0.0,0.0,0.0,0.0,28.0,28.0,15.14,15.14,0
2019-05-05,W,2.0,0.4,0.0,0.0,7.0,1.4,14.0,2.8,1.6,0.32,0.1,0.02,41.73994134819883,8.347988269639767,191.0,47.75,10.0,2.5,9.0,2.25,9.0,2.25,150.0,37.5,256.0,64.0,40.36982475975127,10.092456189937817,4.0,1.0,3.0,0.75,9.0,2.25,9.0,2.25,9.0,2.25,31.9,7.975,91.4,91.4,32.0,32.0,0.0,0.0,0.0,0.0,32.0,32.0,18.28,18.28,1
2019-05-12,L,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,8.0,2.6666666666666665,0.4,0.13333333333333333,0.8,0.26666666666666666,24.276319444444443,8.092106481481482,163.0,27.166666666666668,0.0,0.0,8.0,1.3333333333333333,8.0,1.3333333333333333,131.0,21.833333333333332,238.0,39.666666666666664,19.620120990120988,3.270020165020165,7.0,1.75,5.0,1.25,8.0,2.0,6.0,1.5,6.0,1.5,43.44748538011696,10.86187134502924,81.8,81.8,27.0,27.0,0.0,0.0,0.0,0.0,27.0,27.0,16.36,16.36,0
2019-05-19,L,0.0,0.0,0.0,0.0,1.0,0.2,15.0,3.0,0.9,0.18,0.1,0.02,12.05483870967742,2.410967741935484,130.0,32.5,3.0,0.75,4.0,1.0,4.0,1.0,114.0,28.5,170.0,42.5,24.040802139037435,6.010200534759359,5.0,1.25,4.0,1.0,13.0,3.25,5.0,1.25,5.0,1.25,34.9,8.725,82.6,82.6,19.0,19.0,0.0,0.0,0.0,0.0,19.0,19.0,16.52,16.52,0
2019-08-17,W,1.0,0.25,2.0,0.5,4.0,1.0,5.0,1.25,1.2,0.3,1.2000000000000002,0.30000000000000004,49.01453453453453,12.253633633633633,162.0,32.4,6.0,1.2,4.0,0.8,4.0,0.8,128.0,25.6,214.0,42.8,33.3310606060606,6.666212121212121,5.0,1.25,1.0,0.25,12.0,3.0,5.0,1.25,5.0,1.25,25.4,6.35,60.0,60.0,15.0,15.0,0.0,0.0,0.0,0.0,15.0,15.0,12.0,12.0,1
2019-09-14,W,2.0,0.5,1.0,0.25,8.0,2.0,8.0,2.0,2.0,0.5,0.6,0.15,51.066466474342164,12.766616618585541,215.0,53.75,11.0,2.75,8.0,2.0,8.0,2.0,166.0,41.5,292.0,73.0,45.41131826741996,11.35282956685499,6.0,1.2,6.0,1.2,12.0,2.4,8.0,1.6,8.0,1.6,41.87949699289229,8.375899398578458,81.1,81.1,30.0,30.0,0.0,0.0,0.0,0.0,30.0,30.0,16.22,16.22,1
2019-09-18,L,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.5,0.5,0.125,0.1,0.025,10.184421086160217,2.5461052715400543,182.0,36.4,2.0,0.4,8.0,1.6,8.0,1.6,153.0,30.6,233.0,46.6,24.911221532091098,4.982244306418219,3.0,0.75,2.0,0.5,14.0,3.5,4.0,1.0,4.0,1.0,23.4,5.85,89.3,89.3,25.0,25.0,0.0,0.0,0.0,0.0,25.0,25.0,17.86,17.86,0
2019-09-22,W,1.0,0.25,0.0,0.0,3.0,0.75,7.0,1.75,0.9,0.225,0.3,0.075,20.82247191011236,5.20561797752809,126.0,31.5,2.0,0.5,11.0,2.75,11.0,2.75,104.0,26.0,193.0,48.25,24.54,6.135,4.0,1.0,3.0,0.75,25.0,6.25,9.0,2.25,9.0,2.25,40.9,10.225,63.3,63.3,19.0,19.0,0.0,0.0,0.0,0.0,19.0,19.0,12.66,12.66,1
2019-09-25,W,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.4,0.4,7.1,7.1,198.0,28.285714285714285,8.0,1.1428571428571428,9.0,1.2857142857142858,9.0,1.2857142857142858,204.0,29.142857142857142,344.0,49.142857142857146,55.58920634920635,7.941315192743764,4.0,1.0,2.0,0.5,18.0,4.5,6.0,1.5,6.0,1.5,31.4,7.85,86.8,86.8,33.0,33.0,0.0,0.0,0.0,0.0,33.0,33.0,17.36,17.36,1
2019-10-05,W,3.0,0.6,2.0,0.4,5.0,1.0,3.0,0.6,1.5,0.3,0.6,0.12,78.90695187165777,15.781390374331554,149.0,37.25,7.0,1.75,9.0,2.25,9.0,2.25,134.0,33.5,214.0,53.5,42.42708133971292,10.60677033492823,9.0,2.25,1.0,0.25,8.0,2.0,6.0,1.5,6.0,1.5,27.4,6.85,73.1,73.1,19.0,19.0,0.0,0.0,0.0,0.0,19.0,19.0,14.62,14.62,1
2019-10-19,L,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,17.0,2.8333333333333335,0.7,0.11666666666666665,0.0,0.0,8.140277777777778,1.3567129629629628,158.0,52.666666666666664,7.0,2.3333333333333335,11.0,3.6666666666666665,11.0,3.6666666666666665,137.0,45.666666666666664,216.0,72.0,25.74145299145299,8.58048433048433,5.0,1.25,6.0,1.5,8.0,2.0,9.0,2.25,9.0,2.25,41.011248097412484,10.252812024353121,95.8,95.8,23.0,23.0,0.0,0.0,0.0,0.0,23.0,23.0,19.16,19.16,0
2019-10-22,W,0.0,0.0,1.0,0.2,7.0,1.4,10.0,2.0,2.0,0.4,1.2,0.24,44.248717948717946,8.84974358974359,144.0,36.0,6.0,1.5,10.0,2.5,10.0,2.5,115.0,28.75,228.0,57.0,26.188461538461535,6.547115384615384,8.0,2.0,7.0,1.75,14.0,3.5,8.0,2.0,8.0,2.0,53.4,13.35,65.6,65.6,21.0,21.0,0.0,0.0,0.0,0.0,21.0,21.0,13.119999999999996,13.119999999999996,1
2019-10-30,W,3.0,0.75,2.0,0.5,4.0,1.0,13.0,3.25,2.8,0.7,1.7999999999999998,0.44999999999999996,69.71304347826087,17.428260869565218,198.0,39.6,4.0,0.8,16.0,3.2,16.0,3.2,139.0,27.8,258.0,51.6,44.393254090721584,8.878650818144317,5.0,1.25,3.0,0.75,9.0,2.25,1.0,0.25,1.0,0.25,25.9,6.475,93.1,93.1,27.0,27.0,0.0,0.0,0.0,0.0,27.0,27.0,18.62,18.62,1
