Date,Competition,Opponent,Player,#,Nation,Pos,Age,Min, Gls, Ast, PK, PKatt, Sh, SoT, CrdY, CrdR, Int,Match URL,Season, Touches, Tkl, Blocks,Expected xG,Expected npxG,Expected xAG,SCA,GCA,Passes Cmp,Passes Att,Passes Cmp%,Passes PrgP,Carries Carries,Carries PrgC,Take-Ons Att,Take-Ons Succ,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,xA,KP,3-Jan,PPA,CrsPA,PrgP,SCA SCA,SCA GCA, 1/3
9/19/15,La Liga,Granada,Lucas Vázquez,17,es ESP,AM,24-080,90,0,0,0,0,1,1,0,0,1,https://fbref.com/en/matches/60f8ff3e/Real-Madrid-Granada-September-19-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/19/15,La Liga,Granada,Isco,22,es ESP,AM,23-151,84,0,0,0,0,4,1,1,0,1,https://fbref.com/en/matches/60f8ff3e/Real-Madrid-Granada-September-19-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/19/15,La Liga,Granada,Casemiro,14,br BRA,MF,23-208,6,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/60f8ff3e/Real-Madrid-Granada-September-19-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/19/15,La Liga,Granada,Toni Kroos,8,de GER,DM,25-258,61,0,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/60f8ff3e/Real-Madrid-Granada-September-19-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/19/15,La Liga,Granada,Mateo Kovačić,16,hr CRO,MF,21-136,29,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/60f8ff3e/Real-Madrid-Granada-September-19-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/19/15,La Liga,Granada,Luka Modrić,19,hr CRO,DM,30-010,90,0,0,0,0,2,1,0,0,1,https://fbref.com/en/matches/60f8ff3e/Real-Madrid-Granada-September-19-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/19/15,La Liga,Granada,Marcelo,12,br BRA,LB,27-130,90,0,0,0,0,0,0,0,0,3,https://fbref.com/en/matches/60f8ff3e/Real-Madrid-Granada-September-19-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/19/15,La Liga,Granada,Raphaël Varane,5,fr FRA,CB,22-147,90,0,0,0,0,1,0,0,0,1,https://fbref.com/en/matches/60f8ff3e/Real-Madrid-Granada-September-19-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/19/15,La Liga,Granada,Pepe,3,pt POR,CB,32-205,90,0,0,0,0,1,1,0,0,2,https://fbref.com/en/matches/60f8ff3e/Real-Madrid-Granada-September-19-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/19/15,La Liga,Granada,Dani Carvajal,2,es ESP,RB,23-251,90,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/60f8ff3e/Real-Madrid-Granada-September-19-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/19/15,La Liga,Granada,Keylor Navas,1,cr CRC,GK,28-278,90,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/60f8ff3e/Real-Madrid-Granada-September-19-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/15,La Liga,Athletic Club,Karim Benzema,9,fr FRA,FW,27-278,79,2,0,0,0,9,2,0,0,0,https://fbref.com/en/matches/c5ad43ad/Athletic-Club-Real-Madrid-September-23-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/15,La Liga,Athletic Club,Casemiro,14,br BRA,MF,23-212,11,0,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/c5ad43ad/Athletic-Club-Real-Madrid-September-23-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/15,La Liga,Athletic Club,Cristiano Ronaldo,7,pt POR,AM,30-230,90,0,0,0,0,4,1,1,0,1,https://fbref.com/en/matches/c5ad43ad/Athletic-Club-Real-Madrid-September-23-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/15,La Liga,Athletic Club,Isco,22,es ESP,AM,23-155,71,0,1,0,0,1,1,0,0,0,https://fbref.com/en/matches/c5ad43ad/Athletic-Club-Real-Madrid-September-23-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/15,La Liga,Athletic Club,Jesé,20,es ESP,"FW,MF",22-209,19,0,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/c5ad43ad/Athletic-Club-Real-Madrid-September-23-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/15,La Liga,Athletic Club,Mateo Kovačić,16,hr CRO,AM,21-140,88,0,0,0,0,2,2,0,0,2,https://fbref.com/en/matches/c5ad43ad/Athletic-Club-Real-Madrid-September-23-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/15,La Liga,Athletic Club,Lucas Vázquez,17,es ESP,"DF,FW",24-084,2,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/c5ad43ad/Athletic-Club-Real-Madrid-September-23-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/15,La Liga,Athletic Club,Toni Kroos,8,de GER,DM,25-262,90,0,0,0,0,1,0,1,0,3,https://fbref.com/en/matches/c5ad43ad/Athletic-Club-Real-Madrid-September-23-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/15,La Liga,Athletic Club,Luka Modrić,19,hr CRO,DM,30-014,90,0,0,0,0,1,0,0,0,4,https://fbref.com/en/matches/c5ad43ad/Athletic-Club-Real-Madrid-September-23-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/15,La Liga,Athletic Club,Marcelo,12,br BRA,LB,27-134,90,0,0,0,0,0,0,0,0,4,https://fbref.com/en/matches/c5ad43ad/Athletic-Club-Real-Madrid-September-23-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/15,La Liga,Athletic Club,Raphaël Varane,5,fr FRA,CB,22-151,90,0,0,0,0,2,0,0,0,4,https://fbref.com/en/matches/c5ad43ad/Athletic-Club-Real-Madrid-September-23-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/15,La Liga,Athletic Club,Pepe,3,pt POR,CB,32-209,90,0,0,0,0,1,0,1,0,6,https://fbref.com/en/matches/c5ad43ad/Athletic-Club-Real-Madrid-September-23-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/15,La Liga,Athletic Club,Dani Carvajal,2,es ESP,RB,23-255,90,0,0,0,0,1,0,0,0,4,https://fbref.com/en/matches/c5ad43ad/Athletic-Club-Real-Madrid-September-23-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/15,La Liga,Athletic Club,Keylor Navas,1,cr CRC,GK,28-282,90,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/c5ad43ad/Athletic-Club-Real-Madrid-September-23-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/15,La Liga,Malaga,Karim Benzema,9,fr FRA,FW,27-281,90,0,0,0,0,4,3,0,0,0,https://fbref.com/en/matches/930cb651/Real-Madrid-Malaga-September-26-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/15,La Liga,Malaga,Cristiano Ronaldo,7,pt POR,FW,30-233,90,0,0,0,0,14,2,1,0,0,https://fbref.com/en/matches/930cb651/Real-Madrid-Malaga-September-26-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/15,La Liga,Malaga,Jesé,20,es ESP,FW,22-212,59,0,0,0,0,3,2,0,0,0,https://fbref.com/en/matches/930cb651/Real-Madrid-Malaga-September-26-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/15,La Liga,Malaga,Mateo Kovačić,16,hr CRO,MF,21-143,31,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/930cb651/Real-Madrid-Malaga-September-26-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/15,La Liga,Malaga,Isco,22,es ESP,CM,23-158,90,0,0,0,0,5,1,0,0,0,https://fbref.com/en/matches/930cb651/Real-Madrid-Malaga-September-26-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/15,La Liga,Malaga,Toni Kroos,8,de GER,CM,25-265,90,0,0,0,0,1,0,0,0,0,https://fbref.com/en/matches/930cb651/Real-Madrid-Malaga-September-26-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/15,La Liga,Malaga,Luka Modrić,19,hr CRO,CM,30-017,90,0,0,0,0,2,1,0,0,1,https://fbref.com/en/matches/930cb651/Real-Madrid-Malaga-September-26-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/15,La Liga,Malaga,Marcelo,12,br BRA,LB,27-137,90,0,0,0,0,0,0,0,0,2,https://fbref.com/en/matches/930cb651/Real-Madrid-Malaga-September-26-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/15,La Liga,Malaga,Nacho,6,es ESP,CB,25-251,90,0,0,0,0,1,0,1,0,3,https://fbref.com/en/matches/930cb651/Real-Madrid-Malaga-September-26-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/15,La Liga,Malaga,Raphaël Varane,5,fr FRA,CB,22-154,90,0,0,0,0,1,0,1,0,0,https://fbref.com/en/matches/930cb651/Real-Madrid-Malaga-September-26-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/15,La Liga,Malaga,Dani Carvajal,2,es ESP,RB,23-258,90,0,0,0,0,0,0,1,0,3,https://fbref.com/en/matches/930cb651/Real-Madrid-Malaga-September-26-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/15,La Liga,Malaga,Keylor Navas,1,cr CRC,GK,28-285,90,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/930cb651/Real-Madrid-Malaga-September-26-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/15,Champions League,Malmo,Karim Benzema,9,fr FRA,FW,27-285,68,0,0,0,0,1,0,0,0,0,https://fbref.com/en/matches/58ef1135/Malmo-Real-Madrid-September-30-2015-Champions-League,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/15,Champions League,Malmo,Luka Modrić,19,hr CRO,MF,30-021,22,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/58ef1135/Malmo-Real-Madrid-September-30-2015-Champions-League,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/15,Champions League,Malmo,Cristiano Ronaldo,7,pt POR,FW,30-237,90,2,0,0,0,12,7,0,0,0,https://fbref.com/en/matches/58ef1135/Malmo-Real-Madrid-September-30-2015-Champions-League,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/15,Champions League,Malmo,Isco,22,es ESP,CM,23-162,84,0,1,0,0,1,0,1,0,0,https://fbref.com/en/matches/58ef1135/Malmo-Real-Madrid-September-30-2015-Champions-League,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/15,Champions League,Malmo,Denis Cheryshev,21,ru RUS,"FW,MF",24-278,6,0,0,0,0,1,0,0,0,0,https://fbref.com/en/matches/58ef1135/Malmo-Real-Madrid-September-30-2015-Champions-League,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/15,Champions League,Malmo,Mateo Kovačić,16,hr CRO,FW,21-147,73,0,0,0,0,2,0,1,0,1,https://fbref.com/en/matches/58ef1135/Malmo-Real-Madrid-September-30-2015-Champions-League,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/15,Champions League,Malmo,Lucas Vázquez,17,es ESP,"DF,FW",24-091,17,0,1,0,0,0,0,0,0,0,https://fbref.com/en/matches/58ef1135/Malmo-Real-Madrid-September-30-2015-Champions-League,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/15,Champions League,Malmo,Toni Kroos,8,de GER,CM,25-269,90,0,0,0,0,1,0,0,0,1,https://fbref.com/en/matches/58ef1135/Malmo-Real-Madrid-September-30-2015-Champions-League,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/15,Champions League,Malmo,Casemiro,14,br BRA,CM,23-219,90,0,0,0,0,1,0,1,0,6,https://fbref.com/en/matches/58ef1135/Malmo-Real-Madrid-September-30-2015-Champions-League,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/15,Champions League,Malmo,Álvaro Arbeloa,17,es ESP,LB,32-256,90,0,0,0,0,0,0,0,0,2,https://fbref.com/en/matches/58ef1135/Malmo-Real-Madrid-September-30-2015-Champions-League,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/15,Champions League,Malmo,Nacho,6,es ESP,CB,25-255,90,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/58ef1135/Malmo-Real-Madrid-September-30-2015-Champions-League,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/15,Champions League,Malmo,Raphaël Varane,5,fr FRA,CB,22-158,90,0,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/58ef1135/Malmo-Real-Madrid-September-30-2015-Champions-League,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/15,Champions League,Malmo,Dani Carvajal,2,es ESP,RB,23-262,90,0,0,0,0,1,0,0,0,4,https://fbref.com/en/matches/58ef1135/Malmo-Real-Madrid-September-30-2015-Champions-League,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/15,Champions League,Malmo,Keylor Navas,1,cr CRC,GK,28-289,90,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/58ef1135/Malmo-Real-Madrid-September-30-2015-Champions-League,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/4/15,La Liga,Atletico Madrid,Karim Benzema,9,fr FRA,FW,27-289,76,1,0,0,0,1,1,0,0,1,https://fbref.com/en/matches/58656688/El-Derbi-Madrileno-Atletico-Madrid-Real-Madrid-October-4-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/4/15,La Liga,Atletico Madrid,Mateo Kovačić,16,hr CRO,MF,21-151,14,0,0,0,0,0,0,0,0,2,https://fbref.com/en/matches/58656688/El-Derbi-Madrileno-Atletico-Madrid-Real-Madrid-October-4-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/4/15,La Liga,Atletico Madrid,Cristiano Ronaldo,7,pt POR,FW,30-241,90,0,0,0,0,6,1,0,0,1,https://fbref.com/en/matches/58656688/El-Derbi-Madrileno-Atletico-Madrid-Real-Madrid-October-4-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/4/15,La Liga,Atletico Madrid,Isco,22,es ESP,FW,23-166,65,0,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/58656688/El-Derbi-Madrileno-Atletico-Madrid-Real-Madrid-October-4-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/4/15,La Liga,Atletico Madrid,Gareth Bale,11,wls WAL,"FW,MF",26-080,25,0,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/58656688/El-Derbi-Madrileno-Atletico-Madrid-Real-Madrid-October-4-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/4/15,La Liga,Atletico Madrid,Luka Modrić,19,hr CRO,CM,30-025,90,0,0,0,0,1,0,0,0,3,https://fbref.com/en/matches/58656688/El-Derbi-Madrileno-Atletico-Madrid-Real-Madrid-October-4-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/4/15,La Liga,Atletico Madrid,Casemiro,14,br BRA,CM,23-223,90,0,0,0,0,0,0,1,0,6,https://fbref.com/en/matches/58656688/El-Derbi-Madrileno-Atletico-Madrid-Real-Madrid-October-4-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/4/15,La Liga,Atletico Madrid,Toni Kroos,8,de GER,CM,25-273,90,0,0,0,0,1,0,0,0,2,https://fbref.com/en/matches/58656688/El-Derbi-Madrileno-Atletico-Madrid-Real-Madrid-October-4-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/4/15,La Liga,Atletico Madrid,Marcelo,12,br BRA,LB,27-145,90,0,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/58656688/El-Derbi-Madrileno-Atletico-Madrid-Real-Madrid-October-4-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/4/15,La Liga,Atletico Madrid,Sergio Ramos,4,es ESP,CB,29-188,90,0,0,0,0,0,0,1,0,4,https://fbref.com/en/matches/58656688/El-Derbi-Madrileno-Atletico-Madrid-Real-Madrid-October-4-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/4/15,La Liga,Atletico Madrid,Raphaël Varane,5,fr FRA,CB,22-162,90,0,0,0,0,0,0,1,0,1,https://fbref.com/en/matches/58656688/El-Derbi-Madrileno-Atletico-Madrid-Real-Madrid-October-4-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/4/15,La Liga,Atletico Madrid,Dani Carvajal,2,es ESP,RB,23-266,41,0,1,0,0,0,0,0,0,1,https://fbref.com/en/matches/58656688/El-Derbi-Madrileno-Atletico-Madrid-Real-Madrid-October-4-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/4/15,La Liga,Atletico Madrid,Álvaro Arbeloa,17,es ESP,DF,32-260,49,0,0,0,0,0,0,1,0,0,https://fbref.com/en/matches/58656688/El-Derbi-Madrileno-Atletico-Madrid-Real-Madrid-October-4-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/4/15,La Liga,Atletico Madrid,Keylor Navas,1,cr CRC,GK,28-293,90,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/58656688/El-Derbi-Madrileno-Atletico-Madrid-Real-Madrid-October-4-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/15,La Liga,Levante,Cristiano Ronaldo,7,pt POR,FW,30-254,90,1,1,0,0,6,2,0,0,0,https://fbref.com/en/matches/5d63a849/Real-Madrid-Levante-October-17-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/15,La Liga,Levante,Gareth Bale,11,wls WAL,FW,26-093,45,0,0,0,0,2,0,0,0,0,https://fbref.com/en/matches/5d63a849/Real-Madrid-Levante-October-17-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/15,La Liga,Levante,Lucas Vázquez,17,es ESP,"DF,FW",24-108,45,0,1,0,0,3,0,0,0,1,https://fbref.com/en/matches/5d63a849/Real-Madrid-Levante-October-17-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/15,La Liga,Levante,Isco,22,es ESP,FW,23-179,68,0,0,0,0,1,0,0,0,1,https://fbref.com/en/matches/5d63a849/Real-Madrid-Levante-October-17-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/15,La Liga,Levante,Jesé,20,es ESP,"FW,MF",22-233,22,1,0,0,0,1,1,0,0,0,https://fbref.com/en/matches/5d63a849/Real-Madrid-Levante-October-17-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/15,La Liga,Levante,Mateo Kovačić,16,hr CRO,CM,21-164,76,0,0,0,0,0,0,1,0,2,https://fbref.com/en/matches/5d63a849/Real-Madrid-Levante-October-17-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/15,La Liga,Levante,Marcos Llorente,28,es ESP,"DF,FW",20-260,14,0,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/5d63a849/Real-Madrid-Levante-October-17-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/15,La Liga,Levante,Casemiro,14,br BRA,CM,23-236,90,0,0,0,0,3,0,0,0,1,https://fbref.com/en/matches/5d63a849/Real-Madrid-Levante-October-17-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/15,La Liga,Levante,Toni Kroos,8,de GER,CM,25-286,90,0,1,0,0,1,1,0,0,1,https://fbref.com/en/matches/5d63a849/Real-Madrid-Levante-October-17-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/15,La Liga,Levante,Marcelo,12,br BRA,LB,27-158,90,1,0,0,0,2,1,0,0,2,https://fbref.com/en/matches/5d63a849/Real-Madrid-Levante-October-17-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/15,La Liga,Levante,Nacho,6,es ESP,CB,25-272,90,0,0,0,0,0,0,0,0,2,https://fbref.com/en/matches/5d63a849/Real-Madrid-Levante-October-17-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/15,La Liga,Levante,Raphaël Varane,5,fr FRA,CB,22-175,90,0,0,0,0,0,0,0,0,6,https://fbref.com/en/matches/5d63a849/Real-Madrid-Levante-October-17-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/15,La Liga,Levante,Danilo,23,br BRA,RB,24-094,90,0,0,0,0,1,1,0,0,5,https://fbref.com/en/matches/5d63a849/Real-Madrid-Levante-October-17-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/15,La Liga,Levante,Keylor Navas,1,cr CRC,GK,28-306,90,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/5d63a849/Real-Madrid-Levante-October-17-2015-La-Liga,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/15,Champions League,Paris Saint Germain,Cristiano Ronaldo,7,pt POR,FW,30-258,90,0,0,0,0,6,2,0,0,1,https://fbref.com/en/matches/18a6793f/Paris-Saint-Germain-Real-Madrid-October-21-2015-Champions-League,15_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
