Date,Competition,Opponent,Player,#,Nation,Pos,Age,Min, Gls, Ast, PK, PKatt, Sh, SoT, CrdY, CrdR, Int,Match URL,Season, Touches, Tkl, Blocks,Expected xG,Expected npxG,Expected xAG,Passes Cmp,Passes Att,Passes Cmp%,Passes PrgP,Carries Carries,Carries PrgC,Take-Ons Att,Take-Ons Succ,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Ast,xAG,xA,KP,PPA,CrsPA,PrgP,Position_Group,Rebalanced_Score,Week
2018-04-18,La Liga,Athletic Club,Raphaël Varane,5.0,fr FRA,CB,24-358,90.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,https://fbref.com/en/matches/b7a40a6c/Real-Madrid-Athletic-Club-April-18-2018-La-Liga,17_18,83.0,3.0,1.0,0.1,0.1,0.0,64.0,72.0,88.9,4.0,55.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,5.0,0.0,64.0,72.0,88.9,1381.0,338.0,14.0,17.0,82.4,38.0,40.0,95.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Defense,11.6,16
2018-04-18,La Liga,Athletic Club,Dani Carvajal,2.0,es ESP,RB,26-097,90.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,https://fbref.com/en/matches/b7a40a6c/Real-Madrid-Athletic-Club-April-18-2018-La-Liga,17_18,93.0,2.0,3.0,0.0,0.0,0.2,72.0,83.0,86.7,6.0,62.0,5.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,2.0,5.0,3.0,3.0,2.0,1.0,0.0,2.0,1.0,0.0,72.0,83.0,86.7,1262.0,428.0,36.0,44.0,81.8,26.0,29.0,89.7,8.0,8.0,0.0,0.2,0.2,3.0,4.0,2.0,6.0,Defense,8.6,16
2018-04-18,La Liga,Athletic Club,Keylor Navas,1.0,cr CRC,GK,31-124,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,https://fbref.com/en/matches/b7a40a6c/Real-Madrid-Athletic-Club-April-18-2018-La-Liga,17_18,34.0,0.0,0.0,0.0,0.0,0.0,24.0,32.0,75.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,24.0,32.0,75.0,620.0,447.0,4.0,4.0,100.0,13.0,13.0,100.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,15.0,16
2018-04-25,Champions League,Bayern Munich,Cristiano Ronaldo,7.0,pt POR,FW,33-079,90.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/f5ca2565/Bayern-Munich-Real-Madrid-April-25-2018-Champions-League,17_18,27.0,1.0,0.0,0.1,0.1,0.0,16.0,19.0,84.2,1.0,14.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,16.0,19.0,84.2,165.0,39.0,14.0,15.0,93.3,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Forward,1.6,17
2018-04-25,Champions League,Bayern Munich,Isco,22.0,es ESP,LM,26-004,45.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/f5ca2565/Bayern-Munich-Real-Madrid-April-25-2018-Champions-League,17_18,21.0,1.0,0.0,0.0,0.0,0.0,14.0,17.0,82.4,2.0,19.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,17.0,82.4,189.0,42.0,10.0,10.0,100.0,3.0,3.0,100.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Midfield,3.730000000000001,17
2018-04-25,Champions League,Bayern Munich,Marco Asensio,20.0,es ESP,LM,22-094,45.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,https://fbref.com/en/matches/f5ca2565/Bayern-Munich-Real-Madrid-April-25-2018-Champions-League,17_18,19.0,0.0,0.0,0.4,0.4,0.0,10.0,14.0,71.4,1.0,17.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,14.0,71.4,116.0,25.0,7.0,7.0,100.0,2.0,5.0,40.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Midfield,3.65,17
2018-04-25,Champions League,Bayern Munich,Toni Kroos,8.0,de GER,CM,28-111,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,https://fbref.com/en/matches/f5ca2565/Bayern-Munich-Real-Madrid-April-25-2018-Champions-League,17_18,53.0,0.0,2.0,0.0,0.0,0.0,41.0,51.0,80.4,1.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,41.0,51.0,80.4,751.0,175.0,21.0,22.0,95.5,12.0,15.0,80.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Midfield,0.4800000000000011,17
2018-04-25,Champions League,Bayern Munich,Luka Modrić,10.0,hr CRO,"CM,RM",32-228,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,https://fbref.com/en/matches/f5ca2565/Bayern-Munich-Real-Madrid-April-25-2018-Champions-League,17_18,49.0,2.0,1.0,0.0,0.0,0.0,35.0,41.0,85.4,7.0,30.0,1.0,3.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,4.0,3.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,35.0,41.0,85.4,593.0,234.0,22.0,23.0,95.7,4.0,5.0,80.0,8.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,Midfield,5.28,17
2018-04-25,Champions League,Bayern Munich,Lucas Vázquez,17.0,es ESP,"RM,RB",26-298,90.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,https://fbref.com/en/matches/f5ca2565/Bayern-Munich-Real-Madrid-April-25-2018-Champions-League,17_18,51.0,5.0,2.0,0.0,0.0,0.5,29.0,38.0,76.3,2.0,31.0,1.0,1.0,1.0,5.0,2.0,3.0,2.0,0.0,3.0,4.0,1.0,2.0,0.0,2.0,1.0,6.0,2.0,0.0,29.0,38.0,76.3,384.0,150.0,20.0,25.0,80.0,8.0,9.0,88.9,1.0,2.0,1.0,0.5,0.2,2.0,3.0,1.0,2.0,Midfield,12.7,17
2018-04-25,Champions League,Bayern Munich,Casemiro,14.0,br BRA,"DM,CM",26-061,82.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,https://fbref.com/en/matches/f5ca2565/Bayern-Munich-Real-Madrid-April-25-2018-Champions-League,17_18,44.0,2.0,2.0,0.0,0.0,0.0,31.0,35.0,88.6,1.0,25.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,4.0,3.0,2.0,0.0,2.0,3.0,5.0,2.0,0.0,31.0,35.0,88.6,436.0,105.0,21.0,22.0,95.5,7.0,7.0,100.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Midfield,4.335501355013549,17
2018-04-25,Champions League,Bayern Munich,Mateo Kovačić,23.0,hr CRO,CM,23-354,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/f5ca2565/Bayern-Munich-Real-Madrid-April-25-2018-Champions-League,17_18,7.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,2.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,50.0,9.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfield,3.008888888888889,17
2018-04-25,Champions League,Bayern Munich,Marcelo,12.0,br BRA,LB,29-348,90.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,https://fbref.com/en/matches/f5ca2565/Bayern-Munich-Real-Madrid-April-25-2018-Champions-League,17_18,70.0,2.0,1.0,0.0,0.0,0.0,46.0,58.0,79.3,5.0,35.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,5.0,0.0,46.0,58.0,79.3,721.0,342.0,29.0,33.0,87.9,12.0,14.0,85.7,5.0,8.0,0.0,0.0,0.1,0.0,2.0,0.0,5.0,Defense,7.6,17
2018-04-25,Champions League,Bayern Munich,Sergio Ramos,4.0,es ESP,CB,32-026,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,https://fbref.com/en/matches/f5ca2565/Bayern-Munich-Real-Madrid-April-25-2018-Champions-League,17_18,63.0,0.0,5.0,0.0,0.0,0.0,38.0,48.0,79.2,4.0,40.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,3.0,3.0,5.0,0.0,38.0,48.0,79.2,780.0,273.0,12.0,14.0,85.7,17.0,21.0,81.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Defense,14.6,17
2018-04-25,Champions League,Bayern Munich,Raphaël Varane,5.0,fr FRA,CB,25-000,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,https://fbref.com/en/matches/f5ca2565/Bayern-Munich-Real-Madrid-April-25-2018-Champions-League,17_18,51.0,4.0,4.0,0.0,0.0,0.0,27.0,35.0,77.1,0.0,29.0,0.0,0.0,0.0,4.0,3.0,3.0,1.0,0.0,2.0,2.0,0.0,4.0,3.0,1.0,1.0,5.0,6.0,0.0,27.0,35.0,77.1,513.0,191.0,8.0,9.0,88.9,18.0,20.0,90.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defense,17.1,17
2018-04-25,Champions League,Bayern Munich,Dani Carvajal,2.0,es ESP,RB,26-104,66.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,https://fbref.com/en/matches/f5ca2565/Bayern-Munich-Real-Madrid-April-25-2018-Champions-League,17_18,58.0,1.0,2.0,0.0,0.0,0.0,39.0,45.0,86.7,3.0,34.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,3.0,1.0,0.0,39.0,45.0,86.7,665.0,109.0,21.0,23.0,91.3,14.0,15.0,93.3,4.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,Defense,14.9369696969697,17
2018-04-25,Champions League,Bayern Munich,Karim Benzema,9.0,fr FRA,FW,30-127,24.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,https://fbref.com/en/matches/f5ca2565/Bayern-Munich-Real-Madrid-April-25-2018-Champions-League,17_18,8.0,0.0,0.0,0.1,0.1,0.0,4.0,7.0,57.1,0.0,7.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,57.1,25.0,0.0,4.0,5.0,80.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,7.526666666666666,17
2018-04-25,Champions League,Bayern Munich,Keylor Navas,1.0,cr CRC,GK,31-131,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/f5ca2565/Bayern-Munich-Real-Madrid-April-25-2018-Champions-League,17_18,28.0,0.0,0.0,0.0,0.0,0.0,13.0,26.0,50.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,26.0,50.0,397.0,217.0,3.0,3.0,100.0,5.0,5.0,100.0,5.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Goalkeeper,7.5,17
2018-04-28,La Liga,Leganes,Karim Benzema,9.0,fr FRA,FW,30-130,61.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,https://fbref.com/en/matches/cc4b64e0/Real-Madrid-Leganes-April-28-2018-La-Liga,17_18,36.0,2.0,0.0,0.1,0.1,0.0,23.0,29.0,79.3,2.0,32.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,23.0,29.0,79.3,282.0,52.0,10.0,13.0,76.9,6.0,8.0,75.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,Forward,1.5431876138433511,17
2018-04-28,La Liga,Leganes,Marco Asensio,20.0,es ESP,LW,22-097,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/cc4b64e0/Real-Madrid-Leganes-April-28-2018-La-Liga,17_18,10.0,0.0,0.0,0.0,0.0,0.1,7.0,8.0,87.5,0.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,87.5,99.0,4.0,2.0,2.0,100.0,4.0,5.0,80.0,0.0,0.0,0.0,0.1,0.0,1.0,0.0,0.0,0.0,Forward,0.0322222222222222,17
2018-04-28,La Liga,Leganes,Borja Mayoral,21.0,es ESP,FW,21-023,90.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,https://fbref.com/en/matches/cc4b64e0/Real-Madrid-Leganes-April-28-2018-La-Liga,17_18,38.0,1.0,1.0,0.7,0.7,0.0,23.0,30.0,76.7,0.0,27.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,23.0,30.0,76.7,248.0,21.0,15.0,20.0,75.0,4.0,5.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,15.6,17
2018-04-28,La Liga,Leganes,Dani Ceballos,24.0,es ESP,"LM,AM",21-264,90.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,https://fbref.com/en/matches/cc4b64e0/Real-Madrid-Leganes-April-28-2018-La-Liga,17_18,87.0,0.0,1.0,0.1,0.1,0.1,68.0,77.0,88.3,5.0,74.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,68.0,77.0,88.3,1031.0,244.0,36.0,40.0,90.0,17.0,19.0,89.5,8.0,9.0,0.0,0.1,0.0,1.0,0.0,0.0,5.0,Midfield,4.759999999999999,17
2018-04-28,La Liga,Leganes,Mateo Kovačić,23.0,hr CRO,CM,23-357,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/cc4b64e0/Real-Madrid-Leganes-April-28-2018-La-Liga,17_18,68.0,1.0,0.0,0.0,0.0,0.0,62.0,65.0,95.4,4.0,63.0,5.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,62.0,65.0,95.4,1046.0,281.0,31.0,31.0,100.0,25.0,26.0,96.2,4.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,Midfield,6.393679417122041,17
2018-04-28,La Liga,Leganes,Toni Kroos,8.0,de GER,DM,28-114,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/cc4b64e0/Real-Madrid-Leganes-April-28-2018-La-Liga,17_18,29.0,1.0,1.0,0.0,0.0,0.0,23.0,26.0,88.5,1.0,23.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,23.0,26.0,88.5,462.0,86.0,11.0,13.0,84.6,8.0,9.0,88.9,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Midfield,5.663256704980842,17
2018-04-28,La Liga,Leganes,Marcos Llorente,18.0,es ESP,"CM,DM",23-088,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/cc4b64e0/Real-Madrid-Leganes-April-28-2018-La-Liga,17_18,68.0,1.0,2.0,0.0,0.0,0.0,58.0,62.0,93.5,4.0,53.0,3.0,5.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,58.0,62.0,93.5,863.0,218.0,27.0,28.0,96.4,23.0,23.0,100.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Midfield,5.0,17
2018-04-28,La Liga,Leganes,Gareth Bale,11.0,wls WAL,"RM,RW",28-286,90.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,https://fbref.com/en/matches/cc4b64e0/Real-Madrid-Leganes-April-28-2018-La-Liga,17_18,61.0,2.0,2.0,0.9,0.9,0.1,35.0,47.0,74.5,4.0,44.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,35.0,47.0,74.5,588.0,145.0,15.0,22.0,68.2,13.0,15.0,86.7,4.0,6.0,0.0,0.1,0.1,2.0,1.0,0.0,4.0,Forward,18.6,17
2018-04-28,La Liga,Leganes,Theo Hernández,15.0,fr FRA,LB,20-204,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,https://fbref.com/en/matches/cc4b64e0/Real-Madrid-Leganes-April-28-2018-La-Liga,17_18,74.0,3.0,1.0,0.0,0.0,0.0,50.0,60.0,83.3,5.0,49.0,6.0,3.0,2.0,3.0,2.0,3.0,0.0,0.0,1.0,4.0,3.0,1.0,0.0,1.0,4.0,7.0,3.0,0.0,50.0,60.0,83.3,820.0,177.0,29.0,31.0,93.5,11.0,13.0,84.6,6.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,Defense,14.6,17
2018-04-28,La Liga,Leganes,Casemiro,14.0,br BRA,CB,26-064,90.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,https://fbref.com/en/matches/cc4b64e0/Real-Madrid-Leganes-April-28-2018-La-Liga,17_18,68.0,2.0,3.0,0.1,0.1,0.0,43.0,54.0,79.6,2.0,46.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,6.0,0.0,43.0,54.0,79.6,904.0,356.0,16.0,16.0,100.0,16.0,20.0,80.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Defense,13.1,17
2018-04-28,La Liga,Leganes,Jesús Vallejo,3.0,es ESP,CB,21-113,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,https://fbref.com/en/matches/cc4b64e0/Real-Madrid-Leganes-April-28-2018-La-Liga,17_18,77.0,1.0,1.0,0.0,0.0,0.0,61.0,68.0,89.7,6.0,57.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,3.0,6.0,0.0,61.0,68.0,89.7,1237.0,570.0,21.0,23.0,91.3,31.0,32.0,96.9,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,Defense,10.1,17
2018-04-28,La Liga,Leganes,Achraf Hakimi,19.0,ma MAR,RB,19-175,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,https://fbref.com/en/matches/cc4b64e0/Real-Madrid-Leganes-April-28-2018-La-Liga,17_18,71.0,2.0,0.0,0.0,0.0,0.2,48.0,61.0,78.7,3.0,56.0,9.0,8.0,6.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,48.0,61.0,78.7,652.0,227.0,27.0,29.0,93.1,15.0,19.0,78.9,3.0,8.0,0.0,0.2,0.3,2.0,2.0,2.0,3.0,Defense,7.1,17
2018-04-28,La Liga,Leganes,Kiko Casilla,13.0,es ESP,GK,31-208,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/cc4b64e0/Real-Madrid-Leganes-April-28-2018-La-Liga,17_18,44.0,0.0,0.0,0.0,0.0,0.0,31.0,43.0,72.1,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,43.0,72.1,959.0,624.0,1.0,1.0,100.0,15.0,16.0,93.8,15.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,14.42,17
2018-05-01,Champions League,Bayern Munich,Cristiano Ronaldo,7.0,pt POR,FW,33-085,90.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,https://fbref.com/en/matches/38beee5e/Real-Madrid-Bayern-Munich-May-1-2018-Champions-League,17_18,32.0,1.0,0.0,0.7,0.7,0.0,13.0,21.0,61.9,3.0,17.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,13.0,21.0,61.9,144.0,46.0,7.0,11.0,63.6,3.0,5.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,Forward,7.1,18
2018-05-01,Champions League,Bayern Munich,Karim Benzema,9.0,fr FRA,FW,30-133,71.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,https://fbref.com/en/matches/38beee5e/Real-Madrid-Bayern-Munich-May-1-2018-Champions-League,17_18,41.0,1.0,0.0,1.0,1.0,0.1,24.0,32.0,75.0,2.0,28.0,4.0,4.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,32.0,75.0,262.0,59.0,17.0,21.0,81.0,3.0,3.0,100.0,1.0,1.0,0.0,0.1,0.2,2.0,1.0,0.0,2.0,Forward,18.88170579029734,18
2018-05-01,Champions League,Bayern Munich,Gareth Bale,11.0,wls WAL,"FW,LM",28-289,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/38beee5e/Real-Madrid-Bayern-Munich-May-1-2018-Champions-League,17_18,11.0,0.0,2.0,0.0,0.0,0.0,5.0,7.0,71.4,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,7.0,71.4,64.0,28.0,2.0,2.0,100.0,2.0,2.0,100.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Forward,0.0211111111111111,18
2018-05-01,Champions League,Bayern Munich,Marco Asensio,20.0,es ESP,LM,22-100,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/38beee5e/Real-Madrid-Bayern-Munich-May-1-2018-Champions-League,17_18,45.0,0.0,1.0,0.0,0.0,0.0,32.0,36.0,88.9,1.0,35.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,32.0,36.0,88.9,456.0,98.0,22.0,24.0,91.7,8.0,8.0,100.0,2.0,3.0,0.0,0.0,0.1,1.0,0.0,0.0,1.0,Midfield,3.738735632183909,18
2018-05-01,Champions League,Bayern Munich,Nacho,6.0,es ESP,"RB,RM",28-103,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/38beee5e/Real-Madrid-Bayern-Munich-May-1-2018-Champions-League,17_18,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,50.0,6.0,6.0,1.0,1.0,100.0,0.0,0.0,92.51317073170732,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfield,0.0033333333333333,18
2018-05-01,Champions League,Bayern Munich,Toni Kroos,8.0,de GER,"CM,FW",28-117,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,https://fbref.com/en/matches/38beee5e/Real-Madrid-Bayern-Munich-May-1-2018-Champions-League,17_18,55.0,2.0,1.0,0.0,0.0,0.0,42.0,51.0,82.4,5.0,39.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,42.0,51.0,82.4,813.0,246.0,15.0,18.0,83.3,17.0,18.0,94.4,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Forward,0.1,18
2018-05-01,Champions League,Bayern Munich,Mateo Kovačić,23.0,hr CRO,CM,23-360,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,https://fbref.com/en/matches/38beee5e/Real-Madrid-Bayern-Munich-May-1-2018-Champions-League,17_18,43.0,1.0,0.0,0.0,0.0,0.0,37.0,41.0,90.2,4.0,37.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,37.0,41.0,90.2,666.0,111.0,20.0,22.0,90.9,12.0,13.0,92.3,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Midfield,4.870000000000001,18
2018-05-01,Champions League,Bayern Munich,Casemiro,14.0,br BRA,CM,26-067,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,https://fbref.com/en/matches/38beee5e/Real-Madrid-Bayern-Munich-May-1-2018-Champions-League,17_18,10.0,1.0,0.0,0.0,0.0,0.0,7.0,8.0,87.5,0.0,6.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,8.0,87.5,128.0,14.0,4.0,4.0,100.0,2.0,2.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfield,4.52,18
2018-05-01,Champions League,Bayern Munich,Luka Modrić,10.0,hr CRO,"RM,CM",32-234,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,https://fbref.com/en/matches/38beee5e/Real-Madrid-Bayern-Munich-May-1-2018-Champions-League,17_18,58.0,3.0,1.0,0.0,0.0,0.1,34.0,46.0,73.9,2.0,44.0,2.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,4.0,4.0,1.0,0.0,1.0,3.0,6.0,1.0,0.0,34.0,46.0,73.9,468.0,193.0,21.0,25.0,84.0,9.0,11.0,81.8,3.0,5.0,0.0,0.1,0.0,1.0,0.0,0.0,2.0,Midfield,5.199999999999999,18
