Date,Competition,Opponent,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Int,Match URL,Season,Touches,Tkl,Blocks,Expected xG,Expected npxG,Expected xAG,SCA,GCA,Passes Cmp,Passes Att,Passes Cmp%,Passes PrgP,Carries Carries,Carries PrgC,Take-Ons Att,Take-Ons Succ,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Tkl+Int,Clr,Err,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,xAG,xA,KP,3-Jan,PPA,CrsPA,PrgP,SCA SCA,SCA GCA,1/3,Gls_per90,Ast_per90,Sh_per90,SoT_per90,PosGroup,Def_Action_Rate,Creativity_Index,Composite_Score,Composite_Score_roll3
2019-09-14,La Liga,Levante,Thibaut Courtois,13.0,be BEL,GK,27-126,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/4b682efd/Real-Madrid-Levante-September-14-2019-La-Liga,2019.0,39.0,0.0,0.0,0.0,0.0,0.0,,,30.0,37.0,81.1,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,37.0,81.1,793.0,437.0,2.0,2.0,100.0,20.0,20.0,100.0,8.0,14.0,57.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,GK,1.0,0.0,0.0,0.0
2019-09-18,Champions League,Paris Saint Germain,Thibaut Courtois,13.0,be BEL,GK,27-130,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/29e6ad42/Paris-Saint-Germain-Real-Madrid-September-18-2019-Champions-League,2019.0,32.0,0.0,0.0,0.0,0.0,0.0,,,25.0,28.0,89.3,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,25.0,28.0,89.3,593.0,333.0,5.0,5.0,100.0,16.0,16.0,100.0,4.0,7.0,57.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,GK,3.0,0.0,0.0,0.0
2019-09-22,La Liga,Sevilla,Thibaut Courtois,13.0,be BEL,GK,27-134,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/26bec54c/Sevilla-Real-Madrid-September-22-2019-La-Liga,2019.0,30.0,0.0,0.0,0.0,0.0,0.0,,,19.0,30.0,63.3,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,30.0,63.3,591.0,391.0,3.0,3.0,100.0,10.0,10.0,100.0,6.0,17.0,35.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,GK,0.0,0.0,0.0,0.0
2019-09-28,La Liga,Atletico Madrid,Thibaut Courtois,13.0,be BEL,GK,27-140,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/8d5847be/El-Derbi-Madrileno-Atletico-Madrid-Real-Madrid-September-28-2019-La-Liga,2019.0,33.0,0.0,0.0,0.0,0.0,0.0,,,27.0,32.0,84.4,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,32.0,84.4,648.0,364.0,3.0,3.0,100.0,20.0,20.0,100.0,4.0,8.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,GK,1.0,0.0,0.0,0.0
2019-10-01,Champions League,Club Brugge,Thibaut Courtois,13.0,be BEL,GK,27-143,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/ab9819b4/Real-Madrid-Club-Brugge-October-1-2019-Champions-League,2019.0,15.0,0.0,0.0,0.0,0.0,0.0,,,13.0,14.0,92.9,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,92.9,278.0,147.0,3.0,3.0,100.0,8.0,9.0,88.9,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,GK,0.0,0.0,0.0,0.0
2019-10-19,La Liga,Mallorca,Thibaut Courtois,13.0,be BEL,GK,27-161,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/ac0d63c0/Mallorca-Real-Madrid-October-19-2019-La-Liga,2019.0,25.0,0.0,0.0,0.0,0.0,0.0,,,23.0,24.0,95.8,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,24.0,95.8,573.0,407.0,3.0,3.0,100.0,16.0,16.0,100.0,4.0,5.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,GK,1.0,0.0,0.0,0.0
2019-10-22,Champions League,Galatasaray,Thibaut Courtois,13.0,be BEL,GK,27-164,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,https://fbref.com/en/matches/4caaf45c/Galatasaray-Real-Madrid-October-22-2019-Champions-League,2019.0,34.0,0.0,0.0,0.0,0.0,0.0,,,21.0,32.0,65.6,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,32.0,65.6,628.0,452.0,3.0,3.0,100.0,12.0,13.0,92.3,6.0,16.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,GK,0.0,0.0,0.0,0.0
2019-10-30,La Liga,Leganes,Thibaut Courtois,13.0,be BEL,GK,27-172,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/c833dc1e/Real-Madrid-Leganes-October-30-2019-La-Liga,2019.0,30.0,0.0,0.0,0.0,0.0,0.0,,,27.0,29.0,93.1,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,29.0,93.1,587.0,343.0,4.0,4.0,100.0,20.0,20.0,100.0,3.0,4.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,GK,0.0,0.0,0.0,0.0
2019-11-02,La Liga,Real Betis,Thibaut Courtois,13.0,be BEL,GK,27-175,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/70756f7f/Real-Madrid-Real-Betis-November-2-2019-La-Liga,2019.0,34.0,0.0,0.0,0.0,0.0,0.0,,,24.0,29.0,82.8,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,29.0,82.8,553.0,347.0,2.0,2.0,100.0,16.0,16.0,100.0,6.0,11.0,54.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,GK,1.0,0.0,0.0,0.0
2019-11-06,Champions League,Galatasaray,Thibaut Courtois,13.0,be BEL,GK,27-179,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/e0f6dac6/Real-Madrid-Galatasaray-November-6-2019-Champions-League,2019.0,28.0,0.0,0.0,0.0,0.0,0.0,,,25.0,26.0,96.2,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,26.0,96.2,493.0,304.0,5.0,5.0,100.0,19.0,19.0,100.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,GK,0.0,0.0,0.0,0.0
2019-11-09,La Liga,Eibar,Thibaut Courtois,13.0,be BEL,GK,27-182,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/b0863c89/Eibar-Real-Madrid-November-9-2019-La-Liga,2019.0,48.0,0.0,0.0,0.0,0.0,0.0,,,32.0,47.0,68.1,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,47.0,68.1,756.0,474.0,8.0,8.0,100.0,18.0,18.0,100.0,6.0,21.0,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,GK,0.0,0.0,0.0,0.0
2019-11-23,La Liga,Real Sociedad,Thibaut Courtois,13.0,be BEL,GK,27-196,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/c2a17975/Real-Madrid-Real-Sociedad-November-23-2019-La-Liga,2019.0,31.0,0.0,0.0,0.0,0.0,0.0,,,21.0,28.0,75.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,28.0,75.0,568.0,323.0,2.0,2.0,100.0,14.0,14.0,100.0,5.0,12.0,41.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,GK,1.0,0.0,0.0,0.0
2019-11-26,Champions League,Paris Saint Germain,Thibaut Courtois,13.0,be BEL,GK,27-199,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,https://fbref.com/en/matches/3b7b3da3/Real-Madrid-Paris-Saint-Germain-November-26-2019-Champions-League,2019.0,29.0,0.0,0.0,0.0,0.0,0.0,,,19.0,24.0,79.2,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,19.0,24.0,79.2,456.0,294.0,4.0,4.0,100.0,13.0,14.0,92.9,2.0,6.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,GK,2.0,0.0,0.0,0.0
2019-12-07,La Liga,Espanyol,Thibaut Courtois,13.0,be BEL,GK,27-210,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/eec5bb70/Real-Madrid-Espanyol-December-7-2019-La-Liga,2019.0,40.0,0.0,0.0,0.0,0.0,0.0,,,28.0,39.0,71.8,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,39.0,71.8,639.0,424.0,6.0,6.0,100.0,18.0,18.0,100.0,4.0,15.0,26.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,GK,0.0,0.0,0.0,0.0
2019-12-15,La Liga,Valencia,Thibaut Courtois,13.0,be BEL,GK,27-218,90.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,https://fbref.com/en/matches/95bbd017/Valencia-Real-Madrid-December-15-2019-La-Liga,2019.0,36.0,0.0,0.0,0.1,0.1,0.0,,,27.0,33.0,81.8,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,33.0,81.8,573.0,416.0,6.0,6.0,100.0,18.0,18.0,100.0,3.0,9.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,1.0,GK,0.0,0.0,0.3000000000000001,0.10000000000000003
2019-12-18,La Liga,Barcelona,Thibaut Courtois,13.0,be BEL,GK,27-221,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/0e49b179/El-Clasico-Barcelona-Real-Madrid-December-18-2019-La-Liga,2019.0,18.0,0.0,0.0,0.0,0.0,0.0,,,15.0,17.0,88.2,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,17.0,88.2,489.0,441.0,0.0,0.0,,9.0,9.0,100.0,5.0,7.0,71.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,GK,1.0,0.0,0.0,0.10000000000000003
2019-12-22,La Liga,Athletic Club,Thibaut Courtois,13.0,be BEL,GK,27-225,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/8149f9db/Real-Madrid-Athletic-Club-December-22-2019-La-Liga,2019.0,37.0,0.0,0.0,0.0,0.0,0.0,,,32.0,36.0,88.9,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,36.0,88.9,783.0,542.0,4.0,4.0,100.0,24.0,24.0,100.0,4.0,8.0,50.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,GK,0.0,0.0,0.0,0.10000000000000003
2020-01-04,La Liga,Getafe,Thibaut Courtois,13.0,be BEL,GK,27-238,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/8bd8e38b/Getafe-Real-Madrid-January-4-2020-La-Liga,2020.0,38.0,0.0,0.0,0.0,0.0,0.0,,,21.0,33.0,63.6,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,33.0,63.6,649.0,390.0,1.0,1.0,100.0,13.0,13.0,100.0,7.0,18.0,38.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,GK,1.0,0.0,0.0,0.0
2020-01-18,La Liga,Sevilla,Thibaut Courtois,13.0,be BEL,GK,27-252,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/1a4ee6ce/Real-Madrid-Sevilla-January-18-2020-La-Liga,2020.0,34.0,0.0,0.0,0.0,0.0,0.0,,,26.0,32.0,81.3,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,32.0,81.3,636.0,361.0,4.0,4.0,100.0,18.0,18.0,100.0,4.0,10.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,GK,1.0,0.0,0.0,0.0
2020-01-26,La Liga,Valladolid,Thibaut Courtois,13.0,be BEL,GK,27-260,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/fedfad07/Valladolid-Real-Madrid-January-26-2020-La-Liga,2020.0,31.0,0.0,0.0,0.0,0.0,0.0,,,19.0,29.0,65.5,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19.0,29.0,65.5,425.0,180.0,4.0,4.0,100.0,14.0,15.0,93.3,1.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,GK,2.0,0.0,0.0,0.0
2020-02-01,La Liga,Atletico Madrid,Thibaut Courtois,13.0,be BEL,GK,27-266,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/1d038878/El-Derbi-Madrileno-Real-Madrid-Atletico-Madrid-February-1-2020-La-Liga,2020.0,31.0,0.0,0.0,0.0,0.0,0.0,,,25.0,30.0,83.3,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,30.0,83.3,651.0,396.0,2.0,2.0,100.0,17.0,17.0,100.0,6.0,11.0,54.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,GK,0.0,0.0,0.0,0.0
2020-02-09,La Liga,Osasuna,Thibaut Courtois,13.0,be BEL,GK,27-274,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/94c789ed/Osasuna-Real-Madrid-February-9-2020-La-Liga,2020.0,36.0,0.0,0.0,0.0,0.0,0.0,,,21.0,35.0,60.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,35.0,60.0,483.0,260.0,4.0,4.0,100.0,13.0,13.0,100.0,4.0,18.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,GK,0.0,0.0,0.0,0.0
2020-02-16,La Liga,Celta Vigo,Thibaut Courtois,13.0,be BEL,GK,27-281,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/b1ce0614/Real-Madrid-Celta-Vigo-February-16-2020-La-Liga,2020.0,14.0,0.0,0.0,0.0,0.0,0.0,,,9.0,13.0,69.2,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,69.2,245.0,161.0,0.0,0.0,,7.0,7.0,100.0,2.0,6.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,GK,0.0,0.0,0.0,0.0
2020-02-22,La Liga,Levante,Thibaut Courtois,13.0,be BEL,GK,27-287,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/dec67929/Levante-Real-Madrid-February-22-2020-La-Liga,2020.0,23.0,0.0,0.0,0.0,0.0,0.0,,,16.0,21.0,76.2,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,21.0,76.2,380.0,292.0,5.0,5.0,100.0,5.0,5.0,100.0,5.0,10.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,GK,1.0,0.0,0.0,0.0
2020-02-26,Champions League,Manchester City,Thibaut Courtois,13.0,be BEL,GK,27-291,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/de4bd6e8/Real-Madrid-Manchester-City-February-26-2020-Champions-League,2020.0,57.0,0.0,0.0,0.0,0.0,0.0,,,46.0,51.0,90.2,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,46.0,51.0,90.2,992.0,467.0,9.0,9.0,100.0,33.0,33.0,100.0,4.0,9.0,44.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,GK,2.0,0.0,0.0,0.0
2020-03-01,La Liga,Clasico,Thibaut Courtois,13.0,be BEL,GK,27-295,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/2c856f90/El-Clasico-Real-Madrid-Barcelona-March-1-2020-La-Liga,2020.0,25.0,0.0,0.0,0.0,0.0,0.0,,,21.0,22.0,95.5,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,22.0,95.5,554.0,366.0,4.0,4.0,100.0,10.0,10.0,100.0,7.0,8.0,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,GK,0.0,0.0,0.0,0.0
2020-03-08,La Liga,Real Betis,Thibaut Courtois,13.0,be BEL,GK,27-302,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/0cf81643/Real-Betis-Real-Madrid-March-8-2020-La-Liga,2020.0,32.0,0.0,0.0,0.0,0.0,0.0,,,24.0,30.0,80.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,30.0,80.0,621.0,376.0,3.0,3.0,100.0,14.0,14.0,100.0,7.0,13.0,53.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,GK,0.0,0.0,0.0,0.0
2020-06-14,La Liga,Eibar,Thibaut Courtois,13.0,be BEL,GK,28-034,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/dc0ae418/Real-Madrid-Eibar-June-14-2020-La-Liga,2020.0,51.0,0.0,0.0,0.0,0.0,0.0,,,37.0,49.0,75.5,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,37.0,49.0,75.5,810.0,448.0,10.0,10.0,100.0,20.0,21.0,95.2,6.0,17.0,35.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,GK,0.0,0.0,0.0,0.0
2020-06-18,La Liga,Valencia,Thibaut Courtois,13.0,be BEL,GK,28-038,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,https://fbref.com/en/matches/816aff90/Real-Madrid-Valencia-June-18-2020-La-Liga,2020.0,25.0,0.0,0.0,0.0,0.0,0.0,,,16.0,20.0,80.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,3.0,0.0,16.0,20.0,80.0,412.0,287.0,2.0,2.0,100.0,8.0,9.0,88.9,6.0,9.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,GK,4.0,0.0,0.0,0.0
2020-06-21,La Liga,Real Sociedad,Thibaut Courtois,13.0,be BEL,GK,28-041,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/a9391385/Real-Sociedad-Real-Madrid-June-21-2020-La-Liga,2020.0,44.0,0.0,0.0,0.0,0.0,0.0,,,34.0,43.0,79.1,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34.0,43.0,79.1,879.0,446.0,6.0,6.0,100.0,21.0,21.0,100.0,7.0,15.0,46.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,GK,1.0,0.0,0.0,0.0
2020-06-24,La Liga,Mallorca,Thibaut Courtois,13.0,be BEL,GK,28-044,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,https://fbref.com/en/matches/7dbd513e/Real-Madrid-Mallorca-June-24-2020-La-Liga,2020.0,33.0,0.0,0.0,0.0,0.0,0.0,,,27.0,31.0,87.1,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,31.0,87.1,747.0,480.0,3.0,3.0,100.0,18.0,18.0,100.0,6.0,10.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,GK,1.0,0.0,0.0,0.0
2020-06-28,La Liga,Espanyol,Thibaut Courtois,13.0,be BEL,GK,28-048,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/9732cce0/Espanyol-Real-Madrid-June-28-2020-La-Liga,2020.0,39.0,0.0,0.0,0.0,0.0,0.0,,,30.0,36.0,83.3,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,36.0,83.3,704.0,460.0,10.0,10.0,100.0,14.0,14.0,100.0,6.0,12.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,GK,1.0,0.0,0.0,0.0
2020-07-02,La Liga,Getafe,Thibaut Courtois,13.0,be BEL,GK,28-052,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/dba1f923/Real-Madrid-Getafe-July-2-2020-La-Liga,2020.0,45.0,0.0,0.0,0.0,0.0,0.0,,,37.0,44.0,84.1,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,44.0,84.1,743.0,453.0,10.0,10.0,100.0,24.0,25.0,96.0,3.0,9.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,GK,0.0,0.0,0.0,0.0
2020-07-05,La Liga,Athletic Club,Thibaut Courtois,13.0,be BEL,GK,28-055,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/0d1f592a/Athletic-Club-Real-Madrid-July-5-2020-La-Liga,2020.0,30.0,0.0,0.0,0.0,0.0,0.0,,,21.0,29.0,72.4,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,29.0,72.4,518.0,310.0,3.0,3.0,100.0,15.0,15.0,100.0,3.0,11.0,27.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,GK,0.0,0.0,0.0,0.0
2020-07-10,La Liga,Alaves,Thibaut Courtois,13.0,be BEL,GK,28-060,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/6c783b70/Real-Madrid-Alaves-July-10-2020-La-Liga,2020.0,38.0,0.0,0.0,0.0,0.0,0.0,,,35.0,36.0,97.2,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,36.0,97.2,823.0,468.0,4.0,4.0,100.0,26.0,26.0,100.0,5.0,6.0,83.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,GK,0.0,0.0,0.0,0.0
