Date,Competition,Opponent,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Int,Match URL,Season,Touches,Tkl,Blocks,Expected xG,Expected npxG,Expected xAG,SCA,GCA,Passes Cmp,Passes Att,Passes Cmp%,Passes PrgP,Carries Carries,Carries PrgC,Take-Ons Att,Take-Ons Succ,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Tkl+Int,Clr,Err,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,xAG,xA,KP,3-Jan,PPA,CrsPA,PrgP,SCA SCA,SCA GCA,1/3,Gls_per90,Ast_per90,Sh_per90,SoT_per90,PosGroup,Def_Action_Rate,Creativity_Index,Composite_Score,Composite_Score_roll3
2017-02-22,La Liga,Valencia,Cristiano Ronaldo,7.0,pt POR,FW,32-017,90.0,1.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,https://fbref.com/en/matches/193d71ef/Valencia-Real-Madrid-February-22-2017-La-Liga,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,9.0,2.0,FW,,,2.400000000000001,1.3
2017-02-26,La Liga,Villarreal,Cristiano Ronaldo,7.0,pt POR,FW,32-021,90.0,1.0,0.0,1.0,1.0,9.0,1.0,0.0,0.0,0.0,https://fbref.com/en/matches/773ef37b/Villarreal-Real-Madrid-February-26-2017-La-Liga,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,9.0,1.0,FW,,,2.3000000000000007,1.7666666666666668
2017-03-01,La Liga,Las Palmas,Cristiano Ronaldo,7.0,pt POR,FW,32-024,90.0,2.0,0.0,1.0,1.0,8.0,2.0,1.0,0.0,0.0,https://fbref.com/en/matches/66d46244/Real-Madrid-Las-Palmas-March-1-2017-La-Liga,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,8.0,2.0,FW,,,2.600000000000001,2.433333333333334
2017-03-07,Champions League,Napoli,Cristiano Ronaldo,7.0,pt POR,FW,32-030,90.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,https://fbref.com/en/matches/06f261ea/Napoli-Real-Madrid-March-7-2017-Champions-League,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,1.0,FW,,,0.7000000000000002,1.8666666666666671
2017-03-12,La Liga,Real Betis,Cristiano Ronaldo,7.0,pt POR,FW,32-035,90.0,1.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,https://fbref.com/en/matches/5d3675ad/Real-Madrid-Real-Betis-March-12-2017-La-Liga,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,6.0,2.0,FW,,,1.8000000000000003,1.7000000000000002
2017-03-18,La Liga,Athletic Club,Cristiano Ronaldo,7.0,pt POR,FW,32-041,78.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,https://fbref.com/en/matches/02ec2fdd/Athletic-Club-Real-Madrid-March-18-2017-La-Liga,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.3076923076923075,2.3076923076923075,1.1538461538461537,FW,,,1.2692307692307694,1.2564102564102564
2017-04-02,La Liga,Alaves,Cristiano Ronaldo,7.0,pt POR,FW,32-056,90.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,1.0,https://fbref.com/en/matches/ca0e286e/Real-Madrid-Alaves-April-2-2017-La-Liga,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,7.0,1.0,FW,,,1.8000000000000005,1.6230769230769233
2017-04-08,La Liga,Atletico Madrid,Cristiano Ronaldo,7.0,pt POR,FW,32-062,90.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,https://fbref.com/en/matches/1d7dee96/El-Derbi-Madrileno-Real-Madrid-Atletico-Madrid-April-8-2017-La-Liga,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,4.0,2.0,FW,,,1.0000000000000002,1.3564102564102563
2017-04-12,Champions League,Bayern Munich,Cristiano Ronaldo,7.0,pt POR,FW,32-066,90.0,2.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,https://fbref.com/en/matches/f73c664b/Bayern-Munich-Real-Madrid-April-12-2017-Champions-League,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,8.0,4.0,FW,,,2.8000000000000007,1.866666666666667
2017-04-18,Champions League,Bayern Munich,Cristiano Ronaldo,7.0,pt POR,FW,32-072,120.0,3.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,https://fbref.com/en/matches/4d056881/Real-Madrid-Bayern-Munich-April-18-2017-Champions-League,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,0.0,3.0,0.75,FW,,,1.5750000000000002,1.7916666666666667
2017-04-23,La Liga,Barcelona,Cristiano Ronaldo,7.0,pt POR,FW,32-077,90.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,2.0,https://fbref.com/en/matches/853d4c7f/El-Clasico-Real-Madrid-Barcelona-April-23-2017-La-Liga,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,8.0,3.0,FW,,,1.9000000000000004,2.091666666666667
2017-04-29,La Liga,Valencia,Cristiano Ronaldo,7.0,pt POR,FW,32-083,90.0,1.0,0.0,0.0,1.0,8.0,2.0,0.0,0.0,0.0,https://fbref.com/en/matches/a5e3e93d/Real-Madrid-Valencia-April-29-2017-La-Liga,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,8.0,2.0,FW,,,2.2000000000000006,1.8916666666666668
2017-05-02,Champions League,Atletico Madrid,Cristiano Ronaldo,7.0,pt POR,FW,32-086,90.0,3.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,https://fbref.com/en/matches/74b9d3ae/El-Derbi-Madrileno-Real-Madrid-Atletico-Madrid-May-2-2017-Champions-League,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,5.0,3.0,FW,,,2.5000000000000004,2.2
2017-05-10,Champions League,Atletico Madrid,Cristiano Ronaldo,7.0,pt POR,FW,32-094,90.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,https://fbref.com/en/matches/917e138a/El-Derbi-Madrileno-Atletico-Madrid-Real-Madrid-May-10-2017-Champions-League,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,6.0,2.0,FW,,,1.4000000000000004,2.0333333333333337
2017-05-14,La Liga,Sevilla,Cristiano Ronaldo,7.0,pt POR,FW,32-098,90.0,2.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0,https://fbref.com/en/matches/61b34ce5/Real-Madrid-Sevilla-May-14-2017-La-Liga,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,4.0,3.0,FW,,,1.9000000000000004,1.9333333333333336
2017-05-17,La Liga,Celta Vigo,Cristiano Ronaldo,7.0,pt POR,FW,32-101,83.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,https://fbref.com/en/matches/d8fce291/Celta-Vigo-Real-Madrid-May-17-2017-La-Liga,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.168674698795181,0.0,3.253012048192771,2.168674698795181,FW,,,1.734939759036145,1.6783132530120481
2017-05-21,La Liga,Malaga,Cristiano Ronaldo,7.0,pt POR,FW,32-105,90.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,https://fbref.com/en/matches/63c2c8aa/Malaga-Real-Madrid-May-21-2017-La-Liga,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,3.0,2.0,FW,,,1.2000000000000002,1.6116465863453815
2017-06-03,Champions League,Juventus,Cristiano Ronaldo,7.0,pt POR,FW,32-118,90.0,2.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,https://fbref.com/en/matches/d941a6d0/Juventus-Real-Madrid-June-3-2017-Champions-League,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,6.0,2.0,FW,,,2.2000000000000006,1.7116465863453818
2017-09-13,Champions League,Apoel Fc,Cristiano Ronaldo,7.0,pt POR,FW,32-220,90.0,2.0,0.0,1.0,1.0,8.0,2.0,0.0,0.0,0.0,https://fbref.com/en/matches/fd3ebb28/Real-Madrid-APOEL-FC-September-13-2017-Champions-League,2017.0,39.0,0.0,0.0,2.7,1.9,0.4,5.0,0.0,23.0,30.0,76.7,1.0,23.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,30.0,76.7,263.0,41.0,17.0,19.0,89.5,3.0,5.0,60.0,1.0,2.0,50.0,0.4,0.2,2.0,0.0,0.0,0.0,1.0,,,,2.0,0.0,8.0,2.0,FW,0.0,2.4,2.600000000000001,2.0000000000000004
2017-09-20,La Liga,Real Betis,Cristiano Ronaldo,7.0,pt POR,FW,32-227,90.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,https://fbref.com/en/matches/c0e103d7/Real-Madrid-Real-Betis-September-20-2017-La-Liga,2017.0,44.0,0.0,0.0,1.4,1.4,0.4,2.0,0.0,22.0,29.0,75.9,4.0,29.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,29.0,75.9,365.0,80.0,10.0,13.0,76.9,12.0,14.0,85.7,0.0,0.0,,0.4,0.3,1.0,4.0,0.0,0.0,4.0,,,,0.0,0.0,12.0,1.0,FW,1.0,1.4,2.500000000000001,2.433333333333334
2017-09-23,La Liga,Alaves,Cristiano Ronaldo,7.0,pt POR,FW,32-230,90.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,https://fbref.com/en/matches/5cef43be/Alaves-Real-Madrid-September-23-2017-La-Liga,2017.0,37.0,0.0,0.0,0.3,0.3,0.1,4.0,0.0,22.0,27.0,81.5,6.0,24.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,27.0,81.5,294.0,101.0,12.0,14.0,85.7,6.0,7.0,85.7,1.0,2.0,50.0,0.1,0.1,1.0,0.0,0.0,0.0,6.0,,,,0.0,0.0,6.0,1.0,FW,0.0,1.1,1.3000000000000005,2.1333333333333337
2017-09-26,Champions League,Dortmund,Cristiano Ronaldo,7.0,pt POR,FW,32-233,90.0,2.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,https://fbref.com/en/matches/2c58d390/Dortmund-Real-Madrid-September-26-2017-Champions-League,2017.0,42.0,0.0,0.0,0.9,0.9,0.0,1.0,0.0,29.0,37.0,78.4,1.0,29.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,37.0,78.4,359.0,45.0,21.0,23.0,91.3,7.0,12.0,58.3,1.0,2.0,50.0,0.0,0.1,0.0,2.0,0.0,0.0,1.0,,,,2.0,0.0,5.0,2.0,FW,0.0,0.0,2.0000000000000004,1.9333333333333336
2017-10-01,La Liga,Espanyol,Cristiano Ronaldo,7.0,pt POR,FW,32-238,90.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,https://fbref.com/en/matches/b40add9c/Real-Madrid-Espanyol-October-1-2017-La-Liga,2017.0,36.0,0.0,0.0,0.5,0.5,1.0,7.0,2.0,20.0,27.0,74.1,5.0,34.0,6.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,27.0,74.1,282.0,119.0,11.0,13.0,84.6,6.0,8.0,75.0,1.0,1.0,100.0,1.0,1.0,5.0,1.0,4.0,2.0,5.0,,,,0.0,1.0,5.0,1.0,FW,0.0,6.0,1.4000000000000004,1.566666666666667
2017-10-14,La Liga,Getafe,Cristiano Ronaldo,7.0,pt POR,FW,32-251,90.0,1.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,https://fbref.com/en/matches/a7bd3118/Getafe-Real-Madrid-October-14-2017-La-Liga,2017.0,42.0,0.0,0.0,1.3,1.3,0.1,2.0,0.0,24.0,34.0,70.6,4.0,32.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,34.0,70.6,349.0,58.0,16.0,21.0,76.2,4.0,5.0,80.0,3.0,5.0,60.0,0.1,0.0,2.0,3.0,0.0,0.0,4.0,,,,1.0,0.0,5.0,3.0,FW,0.0,2.1,1.7000000000000002,1.7
2017-10-17,Champions League,Tottenham Hotspur,Cristiano Ronaldo,7.0,pt POR,FW,32-254,90.0,1.0,0.0,1.0,1.0,7.0,2.0,1.0,0.0,0.0,https://fbref.com/en/matches/971e1bcb/Real-Madrid-Tottenham-Hotspur-October-17-2017-Champions-League,2017.0,37.0,0.0,0.0,1.3,0.5,0.1,5.0,0.0,18.0,24.0,75.0,4.0,24.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,24.0,75.0,260.0,126.0,11.0,12.0,91.7,6.0,8.0,75.0,1.0,1.0,100.0,0.1,0.0,1.0,0.0,2.0,0.0,4.0,,,,1.0,0.0,7.0,2.0,FW,1.0,1.1,2.000000000000001,1.7000000000000004
2017-10-22,La Liga,Eibar,Cristiano Ronaldo,7.0,pt POR,FW,32-259,90.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,https://fbref.com/en/matches/a37fb252/Real-Madrid-Eibar-October-22-2017-La-Liga,2017.0,37.0,0.0,0.0,0.6,0.6,0.1,3.0,0.0,20.0,27.0,74.1,3.0,27.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,27.0,74.1,279.0,98.0,13.0,15.0,86.7,3.0,6.0,50.0,2.0,2.0,100.0,0.1,0.0,1.0,0.0,1.0,0.0,3.0,,,,0.0,0.0,5.0,2.0,FW,1.0,1.1,1.2000000000000002,1.6333333333333335
2017-10-29,La Liga,Girona,Cristiano Ronaldo,7.0,pt POR,FW,32-266,90.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,https://fbref.com/en/matches/491f1e5f/Girona-Real-Madrid-October-29-2017-La-Liga,2017.0,35.0,0.0,1.0,0.5,0.5,0.1,3.0,1.0,18.0,23.0,78.3,4.0,27.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,18.0,23.0,78.3,283.0,44.0,10.0,14.0,71.4,4.0,4.0,100.0,3.0,4.0,75.0,0.1,0.1,1.0,0.0,1.0,0.0,4.0,,,,0.0,0.0,7.0,3.0,FW,0.0,1.1,1.7000000000000004,1.6333333333333337
2017-11-01,Champions League,Tottenham Hotspur,Cristiano Ronaldo,7.0,pt POR,FW,32-269,90.0,1.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,https://fbref.com/en/matches/21830d60/Tottenham-Hotspur-Real-Madrid-November-1-2017-Champions-League,2017.0,45.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,33.0,36.0,91.7,5.0,33.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,33.0,36.0,91.7,455.0,61.0,20.0,21.0,95.2,11.0,12.0,91.7,1.0,1.0,100.0,0.0,0.0,0.0,1.0,2.0,0.0,5.0,,,,1.0,0.0,7.0,5.0,FW,1.0,0.0,2.3000000000000007,1.7333333333333336
2017-11-05,La Liga,Las Palmas,Cristiano Ronaldo,7.0,pt POR,FW,32-273,90.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,https://fbref.com/en/matches/c2d0af17/Real-Madrid-Las-Palmas-November-5-2017-La-Liga,2017.0,53.0,0.0,0.0,0.4,0.4,0.8,4.0,1.0,33.0,42.0,78.6,5.0,25.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,42.0,78.6,439.0,67.0,20.0,23.0,87.0,8.0,13.0,61.5,2.0,2.0,100.0,0.8,0.4,3.0,2.0,1.0,0.0,5.0,,,,0.0,1.0,8.0,1.0,FW,0.0,3.8000000000000003,2.0000000000000004,2.0000000000000004
2017-11-18,La Liga,Atletico Madrid,Cristiano Ronaldo,7.0,pt POR,FW,32-286,90.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,https://fbref.com/en/matches/f2bd4b0b/El-Derbi-Madrileno-Atletico-Madrid-Real-Madrid-November-18-2017-La-Liga,2017.0,42.0,0.0,1.0,0.6,0.6,0.3,4.0,0.0,23.0,29.0,79.3,5.0,29.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,23.0,29.0,79.3,287.0,64.0,14.0,16.0,87.5,5.0,6.0,83.3,1.0,2.0,50.0,0.3,0.2,2.0,1.0,3.0,0.0,5.0,,,,0.0,0.0,7.0,2.0,FW,0.0,2.3,1.6000000000000003,1.966666666666667
2017-11-21,Champions League,Apoel Fc,Cristiano Ronaldo,7.0,pt POR,FW,32-289,90.0,2.0,1.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,https://fbref.com/en/matches/6da6de2c/APOEL-FC-Real-Madrid-November-21-2017-Champions-League,2017.0,37.0,0.0,2.0,0.9,0.9,0.5,8.0,3.0,18.0,24.0,75.0,1.0,33.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,1.0,0.0,0.0,0.0,18.0,24.0,75.0,198.0,28.0,12.0,15.0,80.0,3.0,5.0,60.0,1.0,1.0,100.0,0.5,0.1,1.0,1.0,0.0,0.0,1.0,,,,2.0,1.0,8.0,3.0,FW,0.0,1.5,3.0000000000000004,2.2000000000000006
2017-11-25,La Liga,Malaga,Cristiano Ronaldo,7.0,pt POR,FW,32-293,90.0,1.0,0.0,0.0,1.0,6.0,3.0,0.0,0.0,1.0,https://fbref.com/en/matches/3ff17d40/Real-Madrid-Malaga-November-25-2017-La-Liga,2017.0,45.0,0.0,0.0,1.4,0.5,0.0,4.0,2.0,26.0,32.0,81.3,7.0,29.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,26.0,32.0,81.3,391.0,69.0,12.0,15.0,80.0,14.0,17.0,82.4,0.0,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,7.0,,,,1.0,0.0,6.0,3.0,FW,2.0,0.0,1.9000000000000004,2.1666666666666674
2017-12-02,La Liga,Athletic Club,Cristiano Ronaldo,7.0,pt POR,FW,32-300,90.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,0.0,https://fbref.com/en/matches/a199d995/Athletic-Club-Real-Madrid-December-2-2017-La-Liga,2017.0,36.0,0.0,1.0,0.5,0.5,0.1,5.0,0.0,17.0,28.0,60.7,3.0,24.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,17.0,28.0,60.7,239.0,48.0,10.0,15.0,66.7,7.0,13.0,53.8,0.0,0.0,,0.1,0.1,2.0,0.0,2.0,0.0,3.0,,,,0.0,0.0,6.0,2.0,FW,0.0,2.1,1.4000000000000004,2.1000000000000005
2017-12-06,Champions League,Dortmund,Cristiano Ronaldo,7.0,pt POR,LW,32-304,90.0,1.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,https://fbref.com/en/matches/d452d633/Real-Madrid-Dortmund-December-6-2017-Champions-League,2017.0,64.0,0.0,0.0,1.7,1.7,0.1,3.0,1.0,37.0,54.0,68.5,5.0,43.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,54.0,68.5,531.0,90.0,21.0,25.0,84.0,15.0,21.0,71.4,1.0,3.0,33.3,0.1,0.2,2.0,0.0,2.0,0.0,5.0,,,,1.0,0.0,8.0,5.0,FW,0.0,2.1,2.5000000000000004,1.9333333333333336
2017-12-09,La Liga,Sevilla,Cristiano Ronaldo,7.0,pt POR,FW,32-307,75.0,2.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,1.0,https://fbref.com/en/matches/cba3fd96/Real-Madrid-Sevilla-December-9-2017-La-Liga,2017.0,36.0,0.0,0.0,1.5,0.7,0.1,5.0,2.0,23.0,27.0,85.2,3.0,25.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,23.0,27.0,85.2,291.0,65.0,15.0,18.0,83.3,6.0,6.0,100.0,1.0,1.0,100.0,0.1,0.1,1.0,4.0,2.0,1.0,3.0,,,,2.4000000000000004,0.0,4.800000000000001,2.4000000000000004,FW,3.6,1.32,2.160000000000001,2.020000000000001
2017-12-23,La Liga,Barcelona,Cristiano Ronaldo,7.0,pt POR,FW,32-321,90.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,https://fbref.com/en/matches/8149570c/El-Clasico-Real-Madrid-Barcelona-December-23-2017-La-Liga,2017.0,45.0,1.0,2.0,0.2,0.2,0.1,2.0,0.0,22.0,31.0,71.0,3.0,29.0,7.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,2.0,1.0,1.0,1.0,4.0,0.0,22.0,31.0,71.0,260.0,44.0,15.0,18.0,83.3,6.0,9.0,66.7,0.0,0.0,,0.1,0.4,1.0,2.0,1.0,0.0,3.0,,,,0.0,0.0,5.0,1.0,FW,5.0,1.1,1.1000000000000003,1.9200000000000006
2018-01-07,La Liga,Celta Vigo,Cristiano Ronaldo,7.0,pt POR,FW,32-336,90.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,1.0,https://fbref.com/en/matches/436885b1/Celta-Vigo-Real-Madrid-January-7-2018-La-Liga,2018.0,41.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,24.0,30.0,80.0,4.0,24.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,24.0,30.0,80.0,369.0,35.0,12.0,14.0,85.7,9.0,9.0,100.0,1.0,1.0,100.0,0.0,0.1,1.0,0.0,0.0,0.0,4.0,,,,0.0,0.0,5.0,3.0,FW,3.0,1.0,1.3000000000000003,1.5200000000000005
2018-01-13,La Liga,Villarreal,Cristiano Ronaldo,7.0,pt POR,FW,32-342,90.0,0.0,0.0,0.0,0.0,11.0,4.0,0.0,0.0,0.0,https://fbref.com/en/matches/aabd31e6/Real-Madrid-Villarreal-January-13-2018-La-Liga,2018.0,44.0,1.0,1.0,1.3,1.3,0.1,5.0,0.0,21.0,28.0,75.0,3.0,30.0,6.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,21.0,28.0,75.0,241.0,36.0,15.0,19.0,78.9,5.0,5.0,100.0,0.0,0.0,,0.1,0.1,2.0,0.0,0.0,0.0,3.0,,,,0.0,0.0,11.0,4.0,FW,1.0,2.1,2.6000000000000005,1.666666666666667
2018-01-21,La Liga,Deportivo La Coruna,Cristiano Ronaldo,7.0,pt POR,LW,32-350,84.0,2.0,1.0,0.0,0.0,7.0,3.0,0.0,0.0,1.0,https://fbref.com/en/matches/1b1a1215/Real-Madrid-Deportivo-La-Coruna-January-21-2018-La-Liga,2018.0,46.0,1.0,0.0,1.0,1.0,0.1,4.0,1.0,32.0,35.0,91.4,4.0,29.0,7.0,4.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,32.0,35.0,91.4,429.0,121.0,20.0,20.0,100.0,11.0,12.0,91.7,1.0,3.0,33.3,0.1,0.1,1.0,2.0,1.0,0.0,4.0,,,,2.142857142857143,1.0714285714285714,7.5,3.214285714285714,FW,2.142857142857143,1.1785714285714286,3.0000000000000004,2.3000000000000003
2018-01-27,La Liga,Valencia,Cristiano Ronaldo,7.0,pt POR,LW,32-356,90.0,2.0,0.0,2.0,2.0,5.0,2.0,0.0,0.0,0.0,https://fbref.com/en/matches/43c6ec4c/Valencia-Real-Madrid-January-27-2018-La-Liga,2018.0,48.0,1.0,0.0,2.1,0.5,0.0,3.0,1.0,29.0,36.0,80.6,2.0,23.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29.0,36.0,80.6,316.0,61.0,26.0,30.0,86.7,2.0,4.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,,,2.0,0.0,5.0,2.0,FW,1.0,0.0,2.0000000000000004,2.5333333333333337
2018-02-03,La Liga,Levante,Cristiano Ronaldo,7.0,pt POR,LW,32-363,81.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,https://fbref.com/en/matches/742e0498/Levante-Real-Madrid-February-3-2018-La-Liga,2018.0,42.0,1.0,0.0,0.6,0.6,0.0,4.0,0.0,26.0,30.0,86.7,2.0,27.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,30.0,86.7,276.0,63.0,18.0,20.0,90.0,5.0,6.0,83.3,0.0,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,2.0,,,,0.0,0.0,7.777777777777778,2.2222222222222223,FW,1.1111111111111112,0.0,1.7777777777777781,2.2592592592592595
