Date,Competition,Opponent,Player,#,Nation,Pos,Age,Min, Gls, Ast, PK, PKatt, Sh, SoT, CrdY, CrdR, Int, Touches, Tkl, Blocks,Expected xG,Expected npxG,Expected xAG,SCA SCA,SCA GCA,Passes Cmp,Passes Att,Passes Cmp%,Passes PrgP,Carries Carries,Carries PrgC,Take-Ons Att,Take-Ons Succ,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match URL
10/20/18,La Liga,Levante,Thibaut Courtois,25,be BEL,GK,26-162,90,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,16,19,84.2,0,7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,16,19,84.2,325,186,4,4,100,11,11,100,1,3,33.3,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/c38c822b/Real-Madrid-Levante-October-20-2018-La-Liga
10/23/18,Champions League,Viktoria Plzen,Karim Benzema,9,fr FRA,FW,30-308,87,1,0,0,0,4,3,0,0,0,58,0,0,1,1,0,7,0,45,51,88.2,7,46,6,5,5,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,45,51,88.2,705,113,28,30,93.3,13,16,81.3,4,4,100,0,0,0.2,1,2,2,0,7,https://fbref.com/en/matches/39afa1dc/Real-Madrid-Viktoria-Plzen-October-23-2018-Champions-League
10/23/18,Champions League,Viktoria Plzen,Mariano,7,do DOM,FW,25-083,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,100,1,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,1,100,25,17,0,0,,1,1,100,0,0,,0,0,0,0,1,0,0,1,https://fbref.com/en/matches/39afa1dc/Real-Madrid-Viktoria-Plzen-October-23-2018-Champions-League
10/23/18,Champions League,Viktoria Plzen,Isco,22,es ESP,LW,26-185,53,0,0,0,0,2,1,1,0,0,74,1,0,0.3,0.3,0.1,2,1,60,68,88.2,6,58,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,60,68,88.2,809,179,45,47,95.7,14,18,77.8,0,2,0,0,0.1,0,2,3,1,0,6,https://fbref.com/en/matches/39afa1dc/Real-Madrid-Viktoria-Plzen-October-23-2018-Champions-League
10/23/18,Champions League,Viktoria Plzen,Federico Valverde,15,uy URU,"LM,LB",20-093,37,0,0,0,0,0,0,0,0,1,36,1,0,0,0,0,1,1,29,34,85.3,4,25,1,1,1,1,1,1,0,0,1,1,100,0,0,0,0,1,2,1,0,29,34,85.3,402,77,20,21,95.2,8,9,88.9,1,4,25,0,0,0.1,0,0,1,0,4,https://fbref.com/en/matches/39afa1dc/Real-Madrid-Viktoria-Plzen-October-23-2018-Champions-League
10/23/18,Champions League,Viktoria Plzen,Gareth Bale,11,wls WAL,"RW,FW",29-099,74,0,1,0,0,5,2,0,0,1,44,0,0,0.3,0.3,0.4,5,1,28,35,80,3,39,5,2,1,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,28,35,80,332,69,24,25,96,4,8,50,0,0,,1,0.4,0.1,1,1,0,0,3,https://fbref.com/en/matches/39afa1dc/Real-Madrid-Viktoria-Plzen-October-23-2018-Champions-League
10/23/18,Champions League,Viktoria Plzen,Marco Asensio,20,es ESP,"FW,LM",22-275,16,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0.3,1,0,9,10,90,0,10,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,9,10,90,146,25,4,4,100,4,4,100,1,2,50,0,0.3,0.1,1,0,1,1,0,https://fbref.com/en/matches/39afa1dc/Real-Madrid-Viktoria-Plzen-October-23-2018-Champions-League
10/23/18,Champions League,Viktoria Plzen,Toni Kroos,8,de GER,"LM,CM",28-292,90,0,0,0,0,1,0,1,0,2,137,1,1,0,0,0.7,9,0,120,129,93,32,99,3,0,0,1,1,0,0,1,1,1,100,0,1,0,1,2,3,0,0,120,129,93,2413,930,52,52,100,46,46,100,22,30,73.3,0,0.7,0.4,6,31,3,0,32,https://fbref.com/en/matches/39afa1dc/Real-Madrid-Viktoria-Plzen-October-23-2018-Champions-League
10/23/18,Champions League,Viktoria Plzen,Casemiro,14,br BRA,CM,26-242,90,0,0,0,0,0,0,0,0,5,96,0,3,0,0,0,2,0,78,84,92.9,5,54,0,0,0,0,0,0,0,0,0,2,0,2,3,1,2,5,5,1,0,78,84,92.9,1396,305,39,42,92.9,33,35,94.3,6,6,100,0,0,0.1,0,6,0,0,5,https://fbref.com/en/matches/39afa1dc/Real-Madrid-Viktoria-Plzen-October-23-2018-Champions-League
10/23/18,Champions League,Viktoria Plzen,Luka Modrić,10,hr CRO,RM,33-044,90,0,0,0,0,1,1,0,0,0,86,1,0,0,0,0,0,0,75,84,89.3,12,66,3,0,0,1,0,0,1,0,1,3,33.3,2,0,0,0,0,1,0,0,75,84,89.3,1265,434,41,43,95.3,27,32,84.4,5,7,71.4,0,0,0.3,0,17,3,0,12,https://fbref.com/en/matches/39afa1dc/Real-Madrid-Viktoria-Plzen-October-23-2018-Champions-League
10/23/18,Champions League,Viktoria Plzen,Marcelo,12,br BRA,LB,30-164,90,1,0,0,0,1,1,0,0,1,84,0,1,0.4,0.4,0.1,2,0,61,77,79.2,11,59,3,1,0,0,0,0,0,0,0,2,0,2,1,0,1,1,1,0,0,61,77,79.2,922,324,41,46,89.1,16,20,80,4,8,50,0,0.1,0.1,1,7,5,1,11,https://fbref.com/en/matches/39afa1dc/Real-Madrid-Viktoria-Plzen-October-23-2018-Champions-League
10/23/18,Champions League,Viktoria Plzen,Sergio Ramos,4,es ESP,CB,32-207,90,0,0,0,0,3,0,1,0,4,91,2,0,0.2,0.2,0,0,0,81,84,96.4,8,57,1,0,0,2,2,2,0,0,2,2,100,0,0,0,0,4,6,1,0,81,84,96.4,1529,748,36,36,100,31,33,93.9,12,12,100,0,0,0,0,9,0,0,8,https://fbref.com/en/matches/39afa1dc/Real-Madrid-Viktoria-Plzen-October-23-2018-Champions-League
10/23/18,Champions League,Viktoria Plzen,Nacho,6,es ESP,CB,28-278,90,0,0,0,0,1,0,0,0,2,64,4,2,0,0,0.1,2,0,52,53,98.1,6,41,1,0,0,4,3,3,1,0,1,2,50,1,2,0,2,2,6,2,0,52,53,98.1,938,289,22,22,100,26,27,96.3,4,4,100,0,0.1,0.1,2,6,0,0,6,https://fbref.com/en/matches/39afa1dc/Real-Madrid-Viktoria-Plzen-October-23-2018-Champions-League
10/23/18,Champions League,Viktoria Plzen,Lucas Vázquez,17,es ESP,RB,27-114,90,0,1,0,0,1,0,0,0,1,71,3,2,0.3,0.3,0.4,3,1,53,61,86.9,3,47,3,2,0,3,2,2,1,0,2,2,100,0,2,0,2,1,4,0,0,53,61,86.9,931,237,25,28,89.3,25,26,96.2,3,4,75,1,0.4,0.3,2,4,2,1,3,https://fbref.com/en/matches/39afa1dc/Real-Madrid-Viktoria-Plzen-October-23-2018-Champions-League
10/23/18,Champions League,Viktoria Plzen,Keylor Navas,1,cr CRC,GK,31-312,90,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,21,22,95.5,0,10,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,21,22,95.5,681,600,1,1,100,7,7,100,13,14,92.9,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/39afa1dc/Real-Madrid-Viktoria-Plzen-October-23-2018-Champions-League
10/28/18,La Liga,Barcelona,Karim Benzema,9,fr FRA,FW,30-313,90,0,0,0,0,5,0,0,0,0,37,0,0,0.9,0.9,0.1,4,0,25,29,86.2,7,27,4,3,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,25,29,86.2,354,69,16,16,100,9,10,90,0,2,0,0,0.1,0.1,2,3,3,0,7,https://fbref.com/en/matches/66e58adb/El-Clasico-Barcelona-Real-Madrid-October-28-2018-La-Liga
10/28/18,La Liga,Barcelona,Isco,22,es ESP,"CM,LW",26-190,90,0,0,0,0,2,0,0,0,1,71,1,0,0.1,0.1,0.1,9,0,49,64,76.6,8,55,3,3,1,1,0,0,1,0,0,2,0,2,0,0,0,1,2,0,0,49,64,76.6,761,186,24,27,88.9,22,26,84.6,1,4,25,0,0.1,0.1,2,1,1,0,8,https://fbref.com/en/matches/66e58adb/El-Clasico-Barcelona-Real-Madrid-October-28-2018-La-Liga
10/28/18,La Liga,Barcelona,Gareth Bale,11,wls WAL,"RW,FW",29-104,76,0,0,0,0,2,1,1,0,2,27,2,0,0.1,0.1,0.1,2,0,15,20,75,1,20,1,0,0,2,1,0,1,1,1,1,100,0,0,0,0,2,4,0,0,15,20,75,181,27,13,17,76.5,2,2,100,0,0,,0,0.1,0,1,1,1,1,1,https://fbref.com/en/matches/66e58adb/El-Clasico-Barcelona-Real-Madrid-October-28-2018-La-Liga
10/28/18,La Liga,Barcelona,Marco Asensio,20,es ESP,"WB,FW",22-280,14,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,7,9,77.8,3,9,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7,9,77.8,109,60,4,4,100,3,5,60,0,0,,0,0,0,0,2,1,0,3,https://fbref.com/en/matches/66e58adb/El-Clasico-Barcelona-Real-Madrid-October-28-2018-La-Liga
10/28/18,La Liga,Barcelona,Toni Kroos,8,de GER,"CM,LM",28-297,90,0,0,0,0,0,0,0,0,2,78,5,2,0,0,0,2,0,57,63,90.5,9,43,0,0,0,5,3,2,2,1,2,2,100,0,2,0,2,2,7,1,0,57,63,90.5,1005,336,29,30,96.7,19,20,95,8,8,100,0,0,0,0,5,0,0,9,https://fbref.com/en/matches/66e58adb/El-Clasico-Barcelona-Real-Madrid-October-28-2018-La-Liga
10/28/18,La Liga,Barcelona,Casemiro,14,br BRA,"CB,CM",26-247,90,0,0,0,0,0,0,0,0,2,54,1,0,0,0,0,0,0,40,47,85.1,6,31,1,0,0,1,1,1,0,0,1,1,100,0,0,0,0,2,3,2,0,40,47,85.1,864,369,17,19,89.5,13,17,76.5,10,11,90.9,0,0,0,0,5,0,0,6,https://fbref.com/en/matches/66e58adb/El-Clasico-Barcelona-Real-Madrid-October-28-2018-La-Liga
10/28/18,La Liga,Barcelona,Luka Modrić,10,hr CRO,"CM,RM",33-049,90,0,0,0,0,1,0,0,0,2,51,1,0,0.2,0.2,0,2,0,39,46,84.8,3,32,1,3,2,1,1,0,1,0,0,1,0,1,0,0,0,2,3,0,0,39,46,84.8,610,160,25,26,96.2,12,14,85.7,2,3,66.7,0,0,0,1,4,0,0,3,https://fbref.com/en/matches/66e58adb/El-Clasico-Barcelona-Real-Madrid-October-28-2018-La-Liga
10/28/18,La Liga,Barcelona,Marcelo,12,br BRA,"LB,WB",30-169,81,1,0,0,0,2,2,0,0,1,60,2,0,0.6,0.6,0.1,3,1,42,53,79.2,8,35,0,3,2,2,0,2,0,0,1,1,100,0,0,0,0,1,3,0,0,42,53,79.2,680,396,25,27,92.6,14,18,77.8,3,6,50,0,0.1,0.1,2,4,5,1,8,https://fbref.com/en/matches/66e58adb/El-Clasico-Barcelona-Real-Madrid-October-28-2018-La-Liga
10/28/18,La Liga,Barcelona,Mariano,7,do DOM,FW,25-088,9,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0.4,1,0,5,6,83.3,1,2,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,5,6,83.3,83,12,3,3,100,2,2,100,0,0,,0,0.4,0.2,1,0,1,0,1,https://fbref.com/en/matches/66e58adb/El-Clasico-Barcelona-Real-Madrid-October-28-2018-La-Liga
10/28/18,La Liga,Barcelona,Sergio Ramos,4,es ESP,CB,32-212,90,0,0,0,0,2,1,0,0,0,60,4,2,0.1,0.1,0,0,0,41,49,83.7,2,30,0,0,0,4,3,2,2,0,1,1,100,0,2,1,1,0,4,2,1,41,49,83.7,832,319,14,16,87.5,19,21,90.5,8,12,66.7,0,0,0,0,2,0,0,2,https://fbref.com/en/matches/66e58adb/El-Clasico-Barcelona-Real-Madrid-October-28-2018-La-Liga
10/28/18,La Liga,Barcelona,Raphaël Varane,5,fr FRA,CB,25-186,45,0,0,0,0,0,0,0,0,1,33,1,0,0,0,0,0,0,23,27,85.2,1,13,0,0,0,1,1,1,0,0,1,1,100,0,0,0,0,1,2,3,0,23,27,85.2,437,101,10,10,100,11,13,84.6,2,4,50,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/66e58adb/El-Clasico-Barcelona-Real-Madrid-October-28-2018-La-Liga
10/28/18,La Liga,Barcelona,Lucas Vázquez,17,es ESP,WB,27-119,45,0,0,0,0,0,0,0,0,0,31,1,3,0,0,0.4,1,0,23,27,85.2,2,23,1,0,0,1,0,1,0,0,0,2,0,2,3,0,3,0,1,0,0,23,27,85.2,374,122,13,14,92.9,9,11,81.8,1,1,100,0,0.4,0.3,1,2,2,1,2,https://fbref.com/en/matches/66e58adb/El-Clasico-Barcelona-Real-Madrid-October-28-2018-La-Liga
10/28/18,La Liga,Barcelona,Nacho,6,es ESP,"CB,RB",28-283,90,0,0,0,0,0,0,1,0,1,50,0,1,0,0,0,1,0,38,46,82.6,2,26,1,0,0,0,0,0,0,0,0,2,0,2,1,1,0,1,1,0,1,38,46,82.6,569,176,21,25,84,15,17,88.2,1,1,100,0,0,0,0,1,0,0,2,https://fbref.com/en/matches/66e58adb/El-Clasico-Barcelona-Real-Madrid-October-28-2018-La-Liga
10/28/18,La Liga,Barcelona,Thibaut Courtois,25,be BEL,GK,26-170,90,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,1,0,23,30,76.7,0,21,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,23,30,76.7,655,484,3,3,100,14,14,100,6,13,46.2,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/66e58adb/El-Clasico-Barcelona-Real-Madrid-October-28-2018-La-Liga
11/3/18,La Liga,Valladolid,Karim Benzema,9,fr FRA,FW,30-319,90,0,0,0,0,3,1,0,0,0,27,1,1,0.4,0.4,0,4,1,17,18,94.4,4,20,2,5,3,1,1,0,0,1,0,0,,0,1,0,1,0,1,1,0,17,18,94.4,224,26,12,13,92.3,4,4,100,1,1,100,0,0,0,0,3,2,0,4,https://fbref.com/en/matches/17463db7/Real-Madrid-Valladolid-November-3-2018-La-Liga
11/3/18,La Liga,Valladolid,Marco Asensio,20,es ESP,LW,22-286,72,0,0,0,0,0,0,1,0,0,33,1,0,0,0,0.2,3,0,23,28,82.1,2,26,6,3,3,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,23,28,82.1,313,64,13,13,100,9,12,75,0,1,0,0,0.2,0.4,2,1,1,1,2,https://fbref.com/en/matches/17463db7/Real-Madrid-Valladolid-November-3-2018-La-Liga
11/3/18,La Liga,Valladolid,Vinicius Júnior,28,br BRA,LW,18-114,18,1,0,0,0,1,1,0,0,1,11,0,0,0,0,0,1,1,8,9,88.9,1,8,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,8,9,88.9,132,35,3,3,100,5,6,83.3,0,0,,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/17463db7/Real-Madrid-Valladolid-November-3-2018-La-Liga
11/3/18,La Liga,Valladolid,Gareth Bale,11,wls WAL,RW,29-110,70,0,0,0,0,3,2,0,0,1,47,1,2,0.2,0.2,0,2,0,23,33,69.7,1,29,1,3,1,1,0,0,0,1,0,0,,0,2,1,1,1,2,2,0,23,33,69.7,346,34,14,18,77.8,7,9,77.8,1,4,25,0,0,0,1,3,0,0,1,https://fbref.com/en/matches/17463db7/Real-Madrid-Valladolid-November-3-2018-La-Liga
11/3/18,La Liga,Valladolid,Lucas Vázquez,17,es ESP,RW,27-125,20,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,11,15,73.3,2,16,1,1,0,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,11,15,73.3,119,41,9,9,100,2,3,66.7,0,1,0,0,0,0,0,0,1,0,2,https://fbref.com/en/matches/17463db7/Real-Madrid-Valladolid-November-3-2018-La-Liga
11/3/18,La Liga,Valladolid,Toni Kroos,8,de GER,LM,28-303,90,0,0,0,0,2,0,0,0,0,110,4,1,0,0,0.6,7,0,93,104,89.4,19,86,5,0,0,4,2,2,1,1,0,2,0,2,1,1,0,0,4,0,0,93,104,89.4,1694,585,45,48,93.8,35,36,97.2,11,17,64.7,0,0.6,0.8,5,24,0,0,19,https://fbref.com/en/matches/17463db7/Real-Madrid-Valladolid-November-3-2018-La-Liga
11/3/18,La Liga,Valladolid,Casemiro,14,br BRA,CM,26-253,55,0,0,0,0,5,2,0,0,0,53,3,1,0.6,0.6,0.1,3,0,36,42,85.7,2,33,0,0,0,3,2,0,1,2,2,3,66.7,1,1,0,1,0,3,0,0,36,42,85.7,482,125,22,23,95.7,12,13,92.3,1,3,33.3,0,0.1,0,2,2,0,0,2,https://fbref.com/en/matches/17463db7/Real-Madrid-Valladolid-November-3-2018-La-Liga
11/3/18,La Liga,Valladolid,Isco,22,es ESP,CM,26-196,35,0,1,0,0,0,0,0,0,0,34,1,0,0,0,0,1,1,21,31,67.7,4,23,5,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,21,31,67.7,292,59,13,14,92.9,5,6,83.3,1,3,33.3,1,0,0.1,1,1,0,0,4,https://fbref.com/en/matches/17463db7/Real-Madrid-Valladolid-November-3-2018-La-Liga
11/3/18,La Liga,Valladolid,Luka Modrić,10,hr CRO,RM,33-055,90,0,0,0,0,2,0,0,0,0,80,5,1,0.1,0.1,0,3,0,57,68,83.8,12,60,4,6,3,5,3,1,3,1,1,1,100,0,1,0,1,0,5,0,0,57,68,83.8,1024,249,22,22,100,26,30,86.7,7,10,70,0,0,0.1,0,12,0,0,12,https://fbref.com/en/matches/17463db7/Real-Madrid-Valladolid-November-3-2018-La-Liga
11/3/18,La Liga,Valladolid,Sergio Reguilón,23,es ESP,LB,21-322,90,0,0,0,0,0,0,0,0,3,87,0,0,0,0,0.4,7,1,67,77,87,8,67,7,0,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,5,0,67,77,87,914,235,43,45,95.6,16,20,80,4,7,57.1,0,0.4,0.6,5,3,3,2,8,https://fbref.com/en/matches/17463db7/Real-Madrid-Valladolid-November-3-2018-La-Liga
11/3/18,La Liga,Valladolid,Sergio Ramos,4,es ESP,CB,32-218,90,1,0,1,1,0,0,0,0,3,91,1,2,0.8,0,0,1,0,70,78,89.7,7,64,1,0,0,1,1,0,0,1,0,1,0,1,2,1,1,3,4,6,0,70,78,89.7,1218,441,26,28,92.9,39,42,92.9,4,6,66.7,0,0,0,0,7,0,0,7,https://fbref.com/en/matches/17463db7/Real-Madrid-Valladolid-November-3-2018-La-Liga
11/3/18,La Liga,Valladolid,Nacho,6,es ESP,CB,28-289,90,0,0,0,0,0,0,0,0,1,59,0,3,0,0,0,0,0,48,52,92.3,5,37,0,1,0,0,0,0,0,0,0,2,0,2,3,1,2,1,1,1,0,48,52,92.3,870,229,14,17,82.4,28,29,96.6,3,3,100,0,0,0,0,6,0,0,5,https://fbref.com/en/matches/17463db7/Real-Madrid-Valladolid-November-3-2018-La-Liga
11/3/18,La Liga,Valladolid,Álvaro Odriozola,19,es ESP,RB,22-324,90,0,0,0,0,0,0,0,0,0,62,1,2,0,0,0,1,0,42,50,84,0,37,5,4,0,1,1,1,0,0,1,1,100,0,2,0,2,0,1,1,0,42,50,84,484,96,31,32,96.9,8,10,80,2,2,100,0,0,0,0,2,0,0,0,https://fbref.com/en/matches/17463db7/Real-Madrid-Valladolid-November-3-2018-La-Liga
11/3/18,La Liga,Valladolid,Thibaut Courtois,25,be BEL,GK,26-176,90,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,14,19,73.7,0,11,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,14,19,73.7,451,376,1,1,100,9,9,100,4,9,44.4,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/17463db7/Real-Madrid-Valladolid-November-3-2018-La-Liga
11/7/18,Champions League,Viktoria Plzen,Karim Benzema,9,fr FRA,FW,30-323,61,2,1,0,0,2,2,0,0,0,37,0,0,0.9,0.9,0.1,2,2,22,27,81.5,2,30,5,4,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,22,27,81.5,361,43,12,15,80,8,9,88.9,2,2,100,1,0.1,0.1,1,1,0,0,2,https://fbref.com/en/matches/4347ad92/Viktoria-Plzen-Real-Madrid-November-7-2018-Champions-League
11/7/18,Champions League,Viktoria Plzen,Vinicius Júnior,28,br BRA,LW,18-118,29,0,1,0,0,0,0,0,0,0,22,0,1,0,0,0.2,3,1,14,19,73.7,0,19,4,1,1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,14,19,73.7,179,34,11,11,100,2,4,50,0,2,0,1,0.2,0.1,2,0,0,0,0,https://fbref.com/en/matches/4347ad92/Viktoria-Plzen-Real-Madrid-November-7-2018-Champions-League
11/7/18,Champions League,Viktoria Plzen,Gareth Bale,11,wls WAL,"LW,FW",29-114,90,1,1,0,0,4,2,0,0,0,43,0,0,0.2,0.2,0.5,1,1,28,37,75.7,8,34,4,3,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,28,37,75.7,567,125,12,13,92.3,9,12,75,6,6,100,1,0.5,0.4,1,6,3,1,8,https://fbref.com/en/matches/4347ad92/Viktoria-Plzen-Real-Madrid-November-7-2018-Champions-League
11/7/18,Champions League,Viktoria Plzen,Lucas Vázquez,17,es ESP,RW,27-129,90,0,0,0,0,2,0,0,0,0,71,4,1,0.1,0.1,0,4,0,46,56,82.1,5,53,4,0,0,4,4,1,1,2,2,2,100,0,1,0,1,0,4,0,0,46,56,82.1,673,173,35,37,94.6,5,9,55.6,6,9,66.7,0,0,0,0,2,0,0,5,https://fbref.com/en/matches/4347ad92/Viktoria-Plzen-Real-Madrid-November-7-2018-Champions-League
11/7/18,Champions League,Viktoria Plzen,Dani Ceballos,24,es ESP,"AM,DM",22-092,90,0,0,0,0,0,0,0,0,0,107,0,4,0,0,0,5,1,92,97,94.8,11,84,1,1,1,0,0,0,0,0,0,0,,0,4,0,4,0,0,0,0,92,97,94.8,1329,383,66,68,97.1,19,19,100,6,7,85.7,0,0,0.1,1,12,2,1,11,https://fbref.com/en/matches/4347ad92/Viktoria-Plzen-Real-Madrid-November-7-2018-Champions-League
11/7/18,Champions League,Viktoria Plzen,Toni Kroos,8,de GER,DM,28-307,72,1,1,0,0,3,1,0,0,0,110,3,0,0.2,0.2,0.6,8,3,88,102,86.3,13,74,4,0,0,3,1,1,1,1,0,0,,0,0,0,0,0,3,0,0,88,102,86.3,1693,560,40,43,93,37,43,86,11,15,73.3,1,0.6,0.2,6,13,0,0,13,https://fbref.com/en/matches/4347ad92/Viktoria-Plzen-Real-Madrid-November-7-2018-Champions-League
11/7/18,Champions League,Viktoria Plzen,Isco,22,es ESP,AM,26-200,18,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,1,0,18,21,85.7,3,20,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,18,21,85.7,226,64,15,15,100,2,3,66.7,1,1,100,0,0,0.1,0,1,1,0,3,https://fbref.com/en/matches/4347ad92/Viktoria-Plzen-Real-Madrid-November-7-2018-Champions-League
11/7/18,Champions League,Viktoria Plzen,Casemiro,14,br BRA,DM,26-257,90,1,0,0,0,1,1,0,0,0,82,3,2,0.1,0.1,0,0,0,66,70,94.3,2,58,0,1,1,3,1,2,1,0,2,3,66.7,1,2,1,1,0,3,5,0,66,70,94.3,1136,318,33,35,94.3,25,26,96.2,7,8,87.5,0,0,0,0,2,0,0,2,https://fbref.com/en/matches/4347ad92/Viktoria-Plzen-Real-Madrid-November-7-2018-Champions-League
11/7/18,Champions League,Viktoria Plzen,Sergio Reguilón,23,es ESP,LB,21-326,90,0,0,0,0,0,0,0,0,2,66,0,1,0,0,0,1,1,47,61,77,6,43,4,4,3,0,0,0,0,0,0,0,,0,1,1,0,2,2,2,0,47,61,77,705,204,32,33,97,12,18,66.7,3,4,75,0,0,0.4,0,4,0,0,6,https://fbref.com/en/matches/4347ad92/Viktoria-Plzen-Real-Madrid-November-7-2018-Champions-League
11/7/18,Champions League,Viktoria Plzen,Sergio Ramos,4,es ESP,CB,32-222,58,0,0,0,0,3,0,0,0,1,54,1,0,0.2,0.2,0,1,0,44,48,91.7,1,32,0,0,0,1,1,1,0,0,1,1,100,0,0,0,0,1,2,1,0,44,48,91.7,771,415,21,21,100,17,18,94.4,5,7,71.4,0,0,0,0,3,0,0,1,https://fbref.com/en/matches/4347ad92/Viktoria-Plzen-Real-Madrid-November-7-2018-Champions-League
11/7/18,Champions League,Viktoria Plzen,Javi Sánchez,31,es ESP,CB,21-238,32,0,0,0,0,0,0,0,0,0,22,1,2,0,0,0,0,0,18,20,90,2,12,0,0,0,1,1,1,0,0,1,1,100,0,2,1,1,0,1,1,0,18,20,90,323,166,8,8,100,9,10,90,1,2,50,0,0,0,0,1,0,0,2,https://fbref.com/en/matches/4347ad92/Viktoria-Plzen-Real-Madrid-November-7-2018-Champions-League
11/7/18,Champions League,Viktoria Plzen,Nacho,6,es ESP,CB,28-293,90,0,0,0,0,0,0,1,0,5,64,2,2,0,0,0,1,1,42,49,85.7,6,35,1,1,1,2,2,2,0,0,2,4,50,2,2,1,1,5,7,5,0,42,49,85.7,823,341,17,18,94.4,17,19,89.5,7,9,77.8,0,0,0,0,3,0,0,6,https://fbref.com/en/matches/4347ad92/Viktoria-Plzen-Real-Madrid-November-7-2018-Champions-League
11/7/18,Champions League,Viktoria Plzen,Álvaro Odriozola,19,es ESP,RB,22-328,90,0,0,0,0,0,0,0,0,0,39,1,1,0,0,0,0,0,30,37,81.1,3,25,3,0,0,1,1,1,0,0,1,1,100,0,1,1,0,0,1,0,0,30,37,81.1,406,151,17,18,94.4,11,13,84.6,0,0,,0,0,0,0,1,0,0,3,https://fbref.com/en/matches/4347ad92/Viktoria-Plzen-Real-Madrid-November-7-2018-Champions-League
11/7/18,Champions League,Viktoria Plzen,Thibaut Courtois,25,be BEL,GK,26-180,90,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,24,29,82.8,0,12,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,24,29,82.8,826,657,2,2,100,13,13,100,9,14,64.3,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/4347ad92/Viktoria-Plzen-Real-Madrid-November-7-2018-Champions-League
11/11/18,La Liga,Celta Vigo,Karim Benzema,9,fr FRA,FW,30-327,90,1,0,0,0,7,3,0,0,2,48,0,1,1.3,1.3,0,2,0,22,30,73.3,3,35,4,4,3,0,0,0,0,0,0,1,0,1,1,0,1,2,2,2,0,22,30,73.3,331,51,12,18,66.7,8,8,100,1,1,100,0,0,0,0,2,2,0,3,https://fbref.com/en/matches/349e2112/Celta-Vigo-Real-Madrid-November-11-2018-La-Liga
