Date,Competition,Opponent,Player,#,Nation,Pos,Age,Min, Gls, Ast, PK, PKatt, Sh, SoT, CrdY, CrdR, Int, Touches, Tkl, Blocks,Expected xG,Expected npxG,Expected xAG,SCA SCA,SCA GCA,Passes Cmp,Passes Att,Passes Cmp%,Passes PrgP,Carries Carries,Carries PrgC,Take-Ons Att,Take-Ons Succ,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match URL
1/3/19,La Liga,Villarreal,Dani Carvajal,2,es ESP,RB,26-357,90,0,0,0,0,0,0,0,0,2,80,1,3,0,0,0.1,3,2,59,71,83.1,3,39,2,1,1,1,0,0,1,0,0,2,0,2,3,0,3,2,3,1,0,59,71,83.1,889,295,33,36,91.7,18,22,81.8,5,7,71.4,0,0.1,0,1,4,0,0,3,https://fbref.com/en/matches/d25c0be5/Villarreal-Real-Madrid-January-3-2019-La-Liga
1/3/19,La Liga,Villarreal,Thibaut Courtois,25,be BEL,GK,26-237,90,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,25,33,75.8,0,18,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,25,33,75.8,753,493,3,3,100,14,14,100,8,16,50,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/d25c0be5/Villarreal-Real-Madrid-January-3-2019-La-Liga
1/6/19,La Liga,Real Sociedad,Karim Benzema,9,fr FRA,FW,31-018,90,0,0,0,0,4,2,0,0,0,44,0,2,0.6,0.6,0.4,4,0,33,34,97.1,6,21,2,1,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,1,0,33,34,97.1,432,87,24,24,100,8,9,88.9,1,1,100,0,0.4,0.1,3,1,3,0,6,https://fbref.com/en/matches/93caa39b/Real-Madrid-Real-Sociedad-January-6-2019-La-Liga
1/6/19,La Liga,Real Sociedad,Vinicius Júnior,28,br BRA,LW,18-178,90,0,0,0,0,6,3,0,0,0,60,0,0,0.6,0.6,0.5,6,0,29,38,76.3,2,53,8,9,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,29,38,76.3,389,111,18,21,85.7,10,12,83.3,0,1,0,0,0.5,0.2,3,0,3,1,2,https://fbref.com/en/matches/93caa39b/Real-Madrid-Real-Sociedad-January-6-2019-La-Liga
1/6/19,La Liga,Real Sociedad,Lucas Vázquez,17,es ESP,RW,27-189,60,0,0,0,0,1,0,2,1,0,57,0,1,0,0,0.1,2,0,37,50,74,4,33,2,3,1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,37,50,74,610,112,20,24,83.3,12,16,75,4,7,57.1,0,0.1,0.2,1,1,3,2,4,https://fbref.com/en/matches/93caa39b/Real-Madrid-Real-Sociedad-January-6-2019-La-Liga
1/6/19,La Liga,Real Sociedad,Toni Kroos,8,de GER,LM,29-002,79,0,0,0,0,0,0,0,0,0,93,1,1,0,0,0.4,10,0,79,89,88.8,9,44,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,79,89,88.8,1505,462,35,38,92.1,25,26,96.2,17,23,73.9,0,0.4,0.2,7,6,1,0,9,https://fbref.com/en/matches/93caa39b/Real-Madrid-Real-Sociedad-January-6-2019-La-Liga
1/6/19,La Liga,Real Sociedad,Dani Ceballos,24,es ESP,RM,22-152,11,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,14,15,93.3,4,12,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,14,15,93.3,243,53,5,6,83.3,7,7,100,2,2,100,0,0,0,0,1,0,0,4,https://fbref.com/en/matches/93caa39b/Real-Madrid-Real-Sociedad-January-6-2019-La-Liga
1/6/19,La Liga,Real Sociedad,Casemiro,14,br BRA,CM,26-317,56,0,0,0,0,2,0,0,0,2,57,3,2,0.1,0.1,0,3,0,40,46,87,1,25,1,1,0,3,2,2,1,0,1,3,33.3,2,2,0,2,2,5,0,0,40,46,87,625,118,18,20,90,15,17,88.2,4,5,80,0,0,0,1,1,0,0,1,https://fbref.com/en/matches/93caa39b/Real-Madrid-Real-Sociedad-January-6-2019-La-Liga
1/6/19,La Liga,Real Sociedad,Isco,22,es ESP,CM,26-260,34,0,0,0,0,2,0,1,0,0,34,2,0,0.1,0.1,0,1,0,22,29,75.9,2,19,1,0,0,2,1,1,0,1,1,2,50,1,0,0,0,0,2,0,0,22,29,75.9,265,55,18,19,94.7,3,7,42.9,1,2,50,0,0,0,0,2,1,0,2,https://fbref.com/en/matches/93caa39b/Real-Madrid-Real-Sociedad-January-6-2019-La-Liga
1/6/19,La Liga,Real Sociedad,Luka Modrić,10,hr CRO,RM,33-119,90,0,0,0,0,5,1,1,0,5,84,1,0,0.1,0.1,0.1,7,0,58,68,85.3,12,60,3,2,2,1,1,0,0,1,0,1,0,1,0,0,0,5,6,0,0,58,68,85.3,1007,266,29,31,93.5,17,18,94.4,8,12,66.7,0,0.1,0.1,1,11,2,0,12,https://fbref.com/en/matches/93caa39b/Real-Madrid-Real-Sociedad-January-6-2019-La-Liga
1/6/19,La Liga,Real Sociedad,Marcelo,12,br BRA,LB,30-239,76,0,0,0,0,0,0,1,0,1,71,3,2,0,0,0,4,0,51,64,79.7,12,39,3,0,0,3,2,1,1,1,1,2,50,1,2,1,1,1,4,0,0,51,64,79.7,891,323,22,25,88,21,23,91.3,5,9,55.6,0,0,0.2,1,6,2,0,12,https://fbref.com/en/matches/93caa39b/Real-Madrid-Real-Sociedad-January-6-2019-La-Liga
1/6/19,La Liga,Real Sociedad,Sergio Reguilón,23,es ESP,LB,22-021,14,0,0,0,0,0,0,0,0,1,17,1,0,0,0,0,2,0,14,15,93.3,1,10,2,0,0,1,0,0,1,0,0,0,,0,0,0,0,1,2,0,0,14,15,93.3,200,50,8,8,100,6,6,100,0,1,0,0,0,0,0,3,0,0,1,https://fbref.com/en/matches/93caa39b/Real-Madrid-Real-Sociedad-January-6-2019-La-Liga
1/6/19,La Liga,Real Sociedad,Sergio Ramos,4,es ESP,CB,32-282,90,0,0,0,0,3,2,0,0,1,96,3,2,0.6,0.6,0,1,0,75,80,93.8,6,51,0,0,0,3,2,3,0,0,2,6,33.3,4,2,0,2,1,4,6,0,75,80,93.8,1544,677,33,34,97.1,23,26,88.5,18,19,94.7,0,0,0,0,6,0,0,6,https://fbref.com/en/matches/93caa39b/Real-Madrid-Real-Sociedad-January-6-2019-La-Liga
1/6/19,La Liga,Real Sociedad,Raphaël Varane,5,fr FRA,CB,25-256,90,0,0,0,0,4,0,0,0,2,56,0,0,0.5,0.5,0,2,0,41,48,85.4,2,27,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,2,0,41,48,85.4,776,251,14,15,93.3,22,28,78.6,3,3,100,0,0,0,0,2,0,0,2,https://fbref.com/en/matches/93caa39b/Real-Madrid-Real-Sociedad-January-6-2019-La-Liga
1/6/19,La Liga,Real Sociedad,Dani Carvajal,2,es ESP,RB,26-360,90,0,0,0,0,1,0,0,0,0,94,4,3,0,0,0.3,9,0,72,84,85.7,8,46,6,3,3,4,2,2,1,1,2,3,66.7,1,3,1,2,0,4,0,0,72,84,85.7,1245,347,34,39,87.2,28,31,90.3,7,8,87.5,0,0.3,0.5,5,3,2,1,8,https://fbref.com/en/matches/93caa39b/Real-Madrid-Real-Sociedad-January-6-2019-La-Liga
1/6/19,La Liga,Real Sociedad,Thibaut Courtois,25,be BEL,GK,26-240,90,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,22,29,75.9,0,19,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,22,29,75.9,548,352,3,3,100,15,15,100,4,11,36.4,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/93caa39b/Real-Madrid-Real-Sociedad-January-6-2019-La-Liga
1/13/19,La Liga,Real Betis,Karim Benzema,9,fr FRA,FW,31-025,45,0,0,0,0,1,0,0,0,0,17,0,0,0,0,0.2,5,0,14,15,93.3,2,10,2,2,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,14,15,93.3,200,48,7,8,87.5,4,4,100,1,1,100,0,0.2,0.1,3,1,1,0,2,https://fbref.com/en/matches/988a09ba/Real-Betis-Real-Madrid-January-13-2019-La-Liga
1/13/19,La Liga,Real Betis,Cristo González,27,es ESP,FW,21-081,45,0,0,0,0,1,0,0,0,1,19,1,0,0,0,0,2,0,10,11,90.9,1,10,1,2,0,1,0,0,1,0,0,0,,0,0,0,0,1,2,0,0,10,11,90.9,175,63,2,2,100,6,6,100,1,1,100,0,0,0,1,0,1,0,1,https://fbref.com/en/matches/988a09ba/Real-Betis-Real-Madrid-January-13-2019-La-Liga
1/13/19,La Liga,Real Betis,Vinicius Júnior,28,br BRA,"AM,LW",18-185,90,0,0,0,0,3,3,0,0,0,30,6,0,0.2,0.2,0.1,5,0,10,15,66.7,3,21,6,3,0,6,4,2,4,0,2,2,100,0,0,0,0,0,6,0,0,10,15,66.7,212,87,4,7,57.1,4,5,80,2,2,100,0,0.1,0,2,2,1,1,3,https://fbref.com/en/matches/988a09ba/Real-Betis-Real-Madrid-January-13-2019-La-Liga
1/13/19,La Liga,Real Betis,Luka Modrić,10,hr CRO,"AM,RM,LM",33-126,90,1,0,0,0,2,1,1,0,0,51,3,1,0.1,0.1,0.1,3,0,30,37,81.1,1,34,1,2,2,3,2,2,0,1,1,6,16.7,5,1,0,1,0,3,2,0,30,37,81.1,455,198,17,17,100,8,11,72.7,3,5,60,0,0.1,0.1,2,2,0,0,1,https://fbref.com/en/matches/988a09ba/Real-Betis-Real-Madrid-January-13-2019-La-Liga
1/13/19,La Liga,Real Betis,Federico Valverde,15,uy URU,"CM,RM",20-175,81,0,0,0,0,1,0,1,0,4,41,2,2,0.1,0.1,0,2,0,18,27,66.7,4,20,2,2,2,2,0,1,1,0,0,2,0,2,2,1,1,4,6,3,0,18,27,66.7,297,132,10,11,90.9,6,10,60,2,3,66.7,0,0,0,1,4,0,0,4,https://fbref.com/en/matches/988a09ba/Real-Betis-Real-Madrid-January-13-2019-La-Liga
1/13/19,La Liga,Real Betis,Brahim Díaz,21,ma MAR,RW,19-163,9,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,5,5,100,1,4,0,0,0,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,5,5,100,52,8,4,4,100,1,1,100,0,0,,0,0,0,0,0,1,0,1,https://fbref.com/en/matches/988a09ba/Real-Betis-Real-Madrid-January-13-2019-La-Liga
1/13/19,La Liga,Real Betis,Casemiro,14,br BRA,CM,26-324,90,0,0,0,0,0,0,0,0,1,32,3,3,0,0,0,2,1,19,22,86.4,4,12,1,0,0,3,0,2,1,0,0,7,0,7,3,1,2,1,4,2,0,19,22,86.4,308,125,8,9,88.9,10,10,100,1,3,33.3,0,0,0,0,2,0,0,4,https://fbref.com/en/matches/988a09ba/Real-Betis-Real-Madrid-January-13-2019-La-Liga
1/13/19,La Liga,Real Betis,Sergio Reguilón,23,es ESP,WB,22-028,73,0,0,0,0,2,0,0,0,1,35,1,0,0.1,0.1,0.1,3,0,18,27,66.7,3,22,2,0,0,1,0,1,0,0,0,0,,0,0,0,0,1,2,1,0,18,27,66.7,299,154,8,9,88.9,10,11,90.9,0,4,0,0,0.1,0,2,2,0,0,3,https://fbref.com/en/matches/988a09ba/Real-Betis-Real-Madrid-January-13-2019-La-Liga
1/13/19,La Liga,Real Betis,Dani Ceballos,24,es ESP,"LM,RW",22-159,17,1,0,0,0,1,1,0,0,0,13,0,0,0.1,0.1,0,0,0,10,10,100,1,7,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,10,10,100,116,28,8,8,100,0,0,,1,1,100,0,0,0,0,2,0,0,1,https://fbref.com/en/matches/988a09ba/Real-Betis-Real-Madrid-January-13-2019-La-Liga
1/13/19,La Liga,Real Betis,Dani Carvajal,2,es ESP,"WB,RB",27-002,90,0,0,0,0,1,0,0,0,2,51,2,1,0,0,0,3,1,27,33,81.8,2,25,1,4,3,2,1,0,2,0,1,2,50,1,1,0,1,2,4,4,0,27,33,81.8,479,145,15,18,83.3,6,8,75,5,6,83.3,0,0,0,0,2,1,0,2,https://fbref.com/en/matches/988a09ba/Real-Betis-Real-Madrid-January-13-2019-La-Liga
1/13/19,La Liga,Real Betis,Nacho,6,es ESP,"CB,LB",28-360,90,0,0,0,0,0,0,0,0,1,36,4,0,0,0,0,0,0,21,23,91.3,0,12,0,0,0,4,2,1,2,1,1,2,50,1,0,0,0,1,5,8,0,21,23,91.3,385,124,11,11,100,6,7,85.7,4,5,80,0,0,0,0,1,0,0,0,https://fbref.com/en/matches/988a09ba/Real-Betis-Real-Madrid-January-13-2019-La-Liga
1/13/19,La Liga,Real Betis,Sergio Ramos,4,es ESP,CB,32-289,90,0,0,0,0,1,0,1,0,0,42,2,0,0.1,0.1,0,1,0,25,28,89.3,2,22,2,0,0,2,1,2,0,0,1,1,100,0,0,0,0,0,2,10,0,25,28,89.3,552,226,7,8,87.5,14,14,100,4,4,100,0,0,0,0,4,0,0,2,https://fbref.com/en/matches/988a09ba/Real-Betis-Real-Madrid-January-13-2019-La-Liga
1/13/19,La Liga,Real Betis,Raphaël Varane,5,fr FRA,CB,25-263,90,0,0,0,0,1,0,0,0,2,24,0,0,0.1,0.1,0,0,0,13,16,81.3,0,13,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,4,0,13,16,81.3,206,79,7,8,87.5,4,4,100,2,4,50,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/988a09ba/Real-Betis-Real-Madrid-January-13-2019-La-Liga
1/13/19,La Liga,Real Betis,Keylor Navas,1,cr CRC,GK,32-029,90,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,10,21,47.6,0,10,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10,21,47.6,425,333,0,0,,5,5,100,5,16,31.3,0,0,0,0,2,0,0,0,https://fbref.com/en/matches/988a09ba/Real-Betis-Real-Madrid-January-13-2019-La-Liga
1/19/19,La Liga,Sevilla,Karim Benzema,9,fr FRA,FW,31-031,90,0,0,0,0,2,2,0,0,1,55,1,1,0.1,0.1,0.4,6,0,31,45,68.9,5,42,1,1,1,1,0,0,0,1,0,0,,0,1,0,1,1,2,1,0,31,45,68.9,422,86,20,25,80,11,16,68.8,0,2,0,0,0.4,0.2,3,2,3,0,5,https://fbref.com/en/matches/92b4d472/Real-Madrid-Sevilla-January-19-2019-La-Liga
1/19/19,La Liga,Sevilla,Vinicius Júnior,28,br BRA,LW,18-191,90,0,0,0,0,5,2,0,0,1,65,0,1,0.4,0.4,0.1,7,1,39,50,78,2,56,7,6,5,0,0,0,0,0,0,2,0,2,1,0,1,1,1,0,0,39,50,78,552,61,28,32,87.5,10,13,76.9,1,3,33.3,0,0.1,0.1,2,0,1,0,2,https://fbref.com/en/matches/92b4d472/Real-Madrid-Sevilla-January-19-2019-La-Liga
1/19/19,La Liga,Sevilla,Lucas Vázquez,17,es ESP,RW,27-202,76,0,0,0,0,0,0,0,0,0,55,2,0,0,0,0.1,3,0,36,49,73.5,7,35,5,0,0,2,1,0,1,1,0,2,0,2,0,0,0,0,2,0,0,36,49,73.5,478,183,27,33,81.8,9,11,81.8,0,3,0,0,0.1,0.2,2,3,4,0,7,https://fbref.com/en/matches/92b4d472/Real-Madrid-Sevilla-January-19-2019-La-Liga
1/19/19,La Liga,Sevilla,Isco,22,es ESP,RW,26-273,14,0,0,0,0,1,0,0,0,0,18,1,0,0.1,0.1,0,0,0,12,13,92.3,1,15,1,1,0,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,12,13,92.3,149,49,8,9,88.9,4,4,100,0,0,,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/92b4d472/Real-Madrid-Sevilla-January-19-2019-La-Liga
1/19/19,La Liga,Sevilla,Dani Ceballos,24,es ESP,LM,22-165,87,0,0,0,0,4,0,1,0,3,120,5,3,0.1,0.1,0.1,5,0,91,101,90.1,13,93,4,3,3,5,3,1,2,2,3,5,60,2,3,0,3,3,8,1,0,91,101,90.1,1678,367,39,45,86.7,41,42,97.6,11,12,91.7,0,0.1,0.1,3,13,0,0,13,https://fbref.com/en/matches/92b4d472/Real-Madrid-Sevilla-January-19-2019-La-Liga
1/19/19,La Liga,Sevilla,Federico Valverde,15,uy URU,LM,20-181,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,3,33.3,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,3,33.3,10,10,1,2,50,0,1,0,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/92b4d472/Real-Madrid-Sevilla-January-19-2019-La-Liga
1/19/19,La Liga,Sevilla,Casemiro,14,br BRA,CM,26-330,90,1,0,0,0,6,1,1,0,1,82,2,4,0.2,0.2,0,0,0,58,67,86.6,4,44,0,0,0,2,1,0,1,1,1,1,100,0,4,1,3,1,3,1,0,58,67,86.6,1051,219,28,32,87.5,21,23,91.3,8,9,88.9,0,0,0,0,3,1,0,4,https://fbref.com/en/matches/92b4d472/Real-Madrid-Sevilla-January-19-2019-La-Liga
1/19/19,La Liga,Sevilla,Luka Modrić,10,hr CRO,RM,33-132,90,1,0,0,0,4,1,0,0,2,103,4,0,0.5,0.5,0.2,10,1,73,92,79.3,15,73,6,2,2,4,3,0,2,2,0,0,,0,0,0,0,2,6,0,0,73,92,79.3,1340,270,36,38,94.7,27,35,77.1,10,18,55.6,0,0.2,0.2,4,18,0,0,15,https://fbref.com/en/matches/92b4d472/Real-Madrid-Sevilla-January-19-2019-La-Liga
1/19/19,La Liga,Sevilla,Sergio Reguilón,23,es ESP,LB,22-034,90,0,1,0,0,1,0,0,0,1,89,0,0,0.1,0.1,0.1,4,1,72,82,87.8,13,55,8,1,1,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,72,82,87.8,1239,402,47,50,94,16,22,72.7,8,9,88.9,1,0.1,0.1,2,10,1,0,13,https://fbref.com/en/matches/92b4d472/Real-Madrid-Sevilla-January-19-2019-La-Liga
1/19/19,La Liga,Sevilla,Sergio Ramos,4,es ESP,CB,32-295,90,0,0,0,0,0,0,0,0,4,66,0,0,0,0,0,0,0,54,60,90,6,43,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,3,0,54,60,90,1029,387,21,22,95.5,29,32,90.6,4,5,80,0,0,0,0,6,0,0,6,https://fbref.com/en/matches/92b4d472/Real-Madrid-Sevilla-January-19-2019-La-Liga
1/19/19,La Liga,Sevilla,Raphaël Varane,5,fr FRA,CB,25-269,90,0,0,0,0,0,0,0,0,1,51,0,1,0,0,0,1,0,40,45,88.9,3,27,1,0,0,0,0,0,0,0,0,0,,0,1,1,0,1,1,3,0,40,45,88.9,832,259,13,15,86.7,21,24,87.5,6,6,100,0,0,0,0,5,0,0,3,https://fbref.com/en/matches/92b4d472/Real-Madrid-Sevilla-January-19-2019-La-Liga
1/19/19,La Liga,Sevilla,Dani Carvajal,2,es ESP,RB,27-008,90,0,0,0,0,0,0,0,0,0,98,0,1,0,0,0.1,4,0,78,93,83.9,16,58,6,3,2,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,78,93,83.9,1291,485,40,48,83.3,33,37,89.2,5,6,83.3,0,0.1,0.1,2,6,5,0,16,https://fbref.com/en/matches/92b4d472/Real-Madrid-Sevilla-January-19-2019-La-Liga
1/19/19,La Liga,Sevilla,Thibaut Courtois,25,be BEL,GK,26-253,90,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,21,31,67.7,0,17,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,21,31,67.7,574,321,0,0,,17,17,100,4,14,28.6,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/92b4d472/Real-Madrid-Sevilla-January-19-2019-La-Liga
1/27/19,La Liga,Espanyol,Karim Benzema,9,fr FRA,FW,31-039,90,2,0,0,0,4,2,0,0,0,68,0,0,0.9,0.9,0.5,9,0,52,59,88.1,7,46,10,5,4,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,52,59,88.1,760,172,29,31,93.5,7,9,77.8,8,9,88.9,0,0.5,0.3,5,3,4,0,7,https://fbref.com/en/matches/9eaada3d/Espanyol-Real-Madrid-January-27-2019-La-Liga
1/27/19,La Liga,Espanyol,Vinicius Júnior,28,br BRA,LW,18-199,63,0,0,0,0,1,1,0,0,2,35,0,1,0,0,0,2,0,20,22,90.9,0,22,2,6,3,0,0,0,0,0,0,0,,0,1,1,0,2,2,0,0,20,22,90.9,224,3,16,16,100,2,2,100,1,1,100,0,0,0,1,0,0,0,0,https://fbref.com/en/matches/9eaada3d/Espanyol-Real-Madrid-January-27-2019-La-Liga
1/27/19,La Liga,Espanyol,Gareth Bale,11,wls WAL,"LM,LW",29-195,27,1,0,0,0,1,1,0,0,1,14,0,1,0.5,0.5,0,1,1,7,11,63.6,1,7,0,1,1,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,7,11,63.6,127,29,4,6,66.7,0,1,0,2,2,100,0,0,0,0,1,0,0,1,https://fbref.com/en/matches/9eaada3d/Espanyol-Real-Madrid-January-27-2019-La-Liga
1/27/19,La Liga,Espanyol,Lucas Vázquez,17,es ESP,"RW,RM",27-210,90,0,1,0,0,2,1,0,0,0,63,3,1,0.1,0.1,0.6,3,1,43,54,79.6,5,38,7,6,5,3,3,0,2,1,1,2,50,1,1,1,0,0,3,0,0,43,54,79.6,624,155,26,28,92.9,11,13,84.6,3,7,42.9,1,0.6,0.3,2,1,2,0,5,https://fbref.com/en/matches/9eaada3d/Espanyol-Real-Madrid-January-27-2019-La-Liga
1/27/19,La Liga,Espanyol,Toni Kroos,8,de GER,"LM,CM",29-023,90,0,0,0,0,3,0,0,0,1,106,4,2,0.1,0.1,0.2,6,1,86,94,91.5,12,55,2,2,1,4,4,3,1,0,2,4,50,2,2,0,2,1,5,1,0,86,94,91.5,1448,323,42,43,97.7,31,31,100,10,17,58.8,0,0.2,0.1,3,8,1,0,12,https://fbref.com/en/matches/9eaada3d/Espanyol-Real-Madrid-January-27-2019-La-Liga
1/27/19,La Liga,Espanyol,Casemiro,14,br BRA,"CM,CB",26-338,90,0,0,0,0,0,0,0,0,2,80,3,3,0,0,0.1,1,0,62,69,89.9,2,36,1,2,1,3,2,2,1,0,2,5,40,3,3,1,2,2,5,0,1,62,69,89.9,1081,212,31,32,96.9,20,20,100,9,12,75,0,0.1,0,1,5,0,0,2,https://fbref.com/en/matches/9eaada3d/Espanyol-Real-Madrid-January-27-2019-La-Liga
1/27/19,La Liga,Espanyol,Luka Modrić,10,hr CRO,RM,33-140,75,0,1,0,0,2,2,0,0,0,68,0,1,0.4,0.4,0.3,3,2,58,61,95.1,4,37,2,2,1,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,0,58,61,95.1,888,232,29,30,96.7,19,19,100,5,5,100,1,0.3,0.3,2,3,3,2,4,https://fbref.com/en/matches/9eaada3d/Espanyol-Real-Madrid-January-27-2019-La-Liga
1/27/19,La Liga,Espanyol,Marcelo,12,br BRA,LB,30-260,15,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,11,14,78.6,1,6,0,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,11,14,78.6,157,56,6,6,100,2,4,50,1,2,50,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/9eaada3d/Espanyol-Real-Madrid-January-27-2019-La-Liga
1/27/19,La Liga,Espanyol,Sergio Reguilón,23,es ESP,"LB,CB",22-042,90,0,0,0,0,0,0,0,0,1,66,3,0,0,0,0,1,0,50,60,83.3,4,39,4,3,3,3,3,2,1,0,1,1,100,0,0,0,0,1,4,0,0,50,60,83.3,592,210,32,33,97,14,17,82.4,0,5,0,0,0,0,0,2,1,0,4,https://fbref.com/en/matches/9eaada3d/Espanyol-Real-Madrid-January-27-2019-La-Liga
1/27/19,La Liga,Espanyol,Sergio Ramos,4,es ESP,CB,32-303,45,1,0,0,0,1,1,1,0,1,38,0,0,0.1,0.1,0,0,0,32,35,91.4,1,24,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,32,35,91.4,567,154,13,13,100,12,14,85.7,4,5,80,0,0,0,0,5,0,0,1,https://fbref.com/en/matches/9eaada3d/Espanyol-Real-Madrid-January-27-2019-La-Liga
1/27/19,La Liga,Espanyol,Nacho,6,es ESP,CB,29-009,45,0,0,0,0,1,0,1,0,2,23,0,0,0.1,0.1,0,0,0,13,19,68.4,0,9,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,1,0,13,19,68.4,172,80,10,11,90.9,3,5,60,0,2,0,0,0,0,0,1,0,0,0,https://fbref.com/en/matches/9eaada3d/Espanyol-Real-Madrid-January-27-2019-La-Liga
1/27/19,La Liga,Espanyol,Raphaël Varane,5,fr FRA,CB,25-277,71,0,0,0,0,0,0,0,1,0,55,1,0,0,0,0,0,0,45,55,81.8,1,34,1,0,0,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,45,55,81.8,917,234,13,15,86.7,26,30,86.7,5,8,62.5,0,0,0,0,1,0,0,1,https://fbref.com/en/matches/9eaada3d/Espanyol-Real-Madrid-January-27-2019-La-Liga
1/27/19,La Liga,Espanyol,Dani Carvajal,2,es ESP,RB,27-016,90,0,0,0,0,1,1,1,0,1,81,1,1,0.1,0.1,0,2,0,63,73,86.3,1,36,4,3,1,1,1,1,0,0,1,1,100,0,1,1,0,1,2,0,0,63,73,86.3,811,214,43,47,91.5,16,19,84.2,2,3,66.7,0,0,0,0,2,1,0,1,https://fbref.com/en/matches/9eaada3d/Espanyol-Real-Madrid-January-27-2019-La-Liga
1/27/19,La Liga,Espanyol,Thibaut Courtois,25,be BEL,GK,26-261,90,0,0,0,0,0,0,1,0,0,36,0,0,0,0,0,0,0,21,35,60,0,20,0,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,21,35,60,514,347,4,4,100,11,11,100,6,20,30,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/9eaada3d/Espanyol-Real-Madrid-January-27-2019-La-Liga
2/3/19,La Liga,Alaves,Karim Benzema,9,fr FRA,FW,31-046,74,1,0,0,0,3,2,0,0,0,53,1,0,0.6,0.6,0,2,0,39,48,81.3,7,45,5,1,1,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,39,48,81.3,509,77,28,35,80,11,12,91.7,0,0,,0,0,0.1,0,1,2,0,7,https://fbref.com/en/matches/9f9ae3eb/Real-Madrid-Alaves-February-3-2019-La-Liga
2/3/19,La Liga,Alaves,Mariano,7,do DOM,FW,25-186,16,1,0,0,0,2,2,0,0,0,5,0,0,0.3,0.3,0,0,0,1,1,100,0,6,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,1,100,15,0,1,1,100,0,0,,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/9f9ae3eb/Real-Madrid-Alaves-February-3-2019-La-Liga
