Date,Competition,Opponent,Player,#,Nation,Pos,Age,Min, Gls, Ast, PK, PKatt, Sh, SoT, CrdY, CrdR, Touches, Tkl, Int, Blocks,Expected xG,Expected npxG,Expected xAG,SCA SCA,SCA GCA,Passes Cmp,Passes Att,Passes Cmp%,Passes PrgP,Carries Carries,Carries PrgC,Take-Ons Att,Take-Ons Succ,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match URL
8/14/21,La Liga,Alaves,Nacho,6,es ESP,CB,31-208,90,1,0,0,0,1,1,0,0,71,0,6,2,0.4,0.4,0,0,0,56,59,94.9,3,53,1,0,0,0,0,0,0,0,0,0,,0,2,1,1,6,6,2,0,56,59,94.9,1030,446,18,18,100,36,37,97.3,2,4,50,0,0,0,0,2,0,0,3,https://fbref.com/en/matches/9613fb68/Alaves-Real-Madrid-August-14-2021-La-Liga
8/14/21,La Liga,Alaves,Éder Militão,3,br BRA,CB,23-208,90,0,0,0,0,0,0,0,0,67,0,1,1,0,0,0,1,0,54,62,87.1,4,50,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,1,1,2,1,54,62,87.1,1108,347,15,16,93.8,28,31,90.3,11,14,78.6,0,0,0,1,2,0,0,4,https://fbref.com/en/matches/9613fb68/Alaves-Real-Madrid-August-14-2021-La-Liga
8/14/21,La Liga,Alaves,Lucas Vázquez,17,es ESP,RB,30-044,90,0,0,0,0,0,0,0,0,77,1,2,1,0,0,0.1,3,1,60,68,88.2,6,63,1,1,1,1,0,1,0,0,1,2,50,1,1,1,0,2,3,0,0,60,68,88.2,994,274,33,34,97.1,22,25,88,4,8,50,0,0.1,0.3,2,2,2,1,6,https://fbref.com/en/matches/9613fb68/Alaves-Real-Madrid-August-14-2021-La-Liga
8/14/21,La Liga,Alaves,Thibaut Courtois,1,be BEL,GK,29-095,90,0,0,0,0,0,0,1,0,32,0,0,0,0,0,0,0,0,24,31,77.4,0,25,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,24,31,77.4,594,361,6,6,100,13,14,92.9,5,11,45.5,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/9613fb68/Alaves-Real-Madrid-August-14-2021-La-Liga
8/22/21,La Liga,Levante,Karim Benzema,9,fr FRA,FW,33-246,90,0,2,0,0,1,0,0,0,38,0,0,0,0.1,0.1,0.2,5,2,25,33,75.8,5,23,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,25,33,75.8,268,38,19,21,90.5,5,6,83.3,0,0,,2,0.2,0.1,2,0,3,0,5,https://fbref.com/en/matches/5873d86e/Levante-Real-Madrid-August-22-2021-La-Liga
8/22/21,La Liga,Levante,Eden Hazard,7,be BEL,LW,30-227,58,0,0,0,0,1,1,0,0,30,1,0,0,0,0,0.1,4,0,24,25,96,2,20,0,2,2,1,0,1,0,0,1,2,50,1,0,0,0,0,1,0,0,24,25,96,285,52,14,15,93.3,5,5,100,1,1,100,0,0.1,0,2,0,1,0,2,https://fbref.com/en/matches/5873d86e/Levante-Real-Madrid-August-22-2021-La-Liga
8/22/21,La Liga,Levante,Vinicius Júnior,20,br BRA,LW,21-041,32,2,0,0,0,2,2,0,0,20,0,0,1,0.4,0.4,0,1,0,7,11,63.6,0,16,2,3,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,7,11,63.6,77,8,5,7,71.4,1,1,100,0,1,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/5873d86e/Levante-Real-Madrid-August-22-2021-La-Liga
8/22/21,La Liga,Levante,Gareth Bale,18,wls WAL,RW,32-037,58,1,0,0,0,3,1,0,0,20,1,1,0,0.3,0.3,0,1,0,9,11,81.8,1,11,0,0,0,1,0,1,0,0,1,4,25,3,0,0,0,1,2,1,0,9,11,81.8,101,25,6,6,100,2,3,66.7,0,1,0,0,0,0,1,0,0,0,1,https://fbref.com/en/matches/5873d86e/Levante-Real-Madrid-August-22-2021-La-Liga
8/22/21,La Liga,Levante,Rodrygo,21,br BRA,RW,20-225,32,0,0,0,0,0,0,1,0,23,0,1,0,0,0,0.3,2,0,17,20,85,2,17,2,1,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,17,20,85,246,114,6,6,100,4,4,100,3,5,60,0,0.3,0.4,2,0,2,1,2,https://fbref.com/en/matches/5873d86e/Levante-Real-Madrid-August-22-2021-La-Liga
8/22/21,La Liga,Levante,Isco,22,es ESP,LM,29-123,58,0,0,0,0,2,0,0,0,53,3,1,1,0.1,0.1,0,7,0,39,43,90.7,5,35,2,5,4,3,1,1,2,0,2,3,66.7,1,1,0,1,1,4,0,0,39,43,90.7,568,141,23,24,95.8,14,14,100,1,4,25,0,0,0.1,1,3,1,0,5,https://fbref.com/en/matches/5873d86e/Levante-Real-Madrid-August-22-2021-La-Liga
8/22/21,La Liga,Levante,Marco Asensio,11,es ESP,LM,25-213,32,0,0,0,0,1,0,0,0,28,1,1,0,0,0,0,2,0,20,26,76.9,2,20,1,0,0,1,1,1,0,0,0,0,,0,0,0,0,1,2,0,0,20,26,76.9,299,19,12,12,100,5,7,71.4,3,4,75,0,0,0,0,2,1,0,2,https://fbref.com/en/matches/5873d86e/Levante-Real-Madrid-August-22-2021-La-Liga
8/22/21,La Liga,Levante,Casemiro,14,br BRA,CM,29-180,90,0,1,0,0,2,0,0,0,86,3,0,2,0.1,0.1,0.4,3,1,65,78,83.3,8,56,0,0,0,3,1,0,2,1,3,3,100,0,2,1,1,0,3,0,0,65,78,83.3,1166,427,30,32,93.8,25,28,89.3,7,13,53.8,1,0.4,0.2,2,8,3,0,8,https://fbref.com/en/matches/5873d86e/Levante-Real-Madrid-August-22-2021-La-Liga
8/22/21,La Liga,Levante,Federico Valverde,15,uy URU,RM,23-031,81,0,0,0,0,3,0,0,0,56,0,2,0,0.1,0.1,0,1,0,41,49,83.7,6,41,4,3,2,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,41,49,83.7,650,159,25,29,86.2,10,10,100,5,7,71.4,0,0,0,0,4,2,0,6,https://fbref.com/en/matches/5873d86e/Levante-Real-Madrid-August-22-2021-La-Liga
8/22/21,La Liga,Levante,Luka Jović,16,rs SRB,RM,23-242,9,0,0,0,0,2,1,0,0,3,0,0,1,0.4,0.4,0,1,0,1,1,100,0,1,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,1,1,100,40,0,0,0,,0,0,,1,1,100,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/5873d86e/Levante-Real-Madrid-August-22-2021-La-Liga
8/22/21,La Liga,Levante,David Alaba,4,at AUT,LB,29-059,90,0,0,0,0,1,0,0,0,88,2,1,1,0,0,0,4,2,66,80,82.5,5,58,2,1,1,2,1,2,0,0,2,3,66.7,1,1,0,1,1,3,2,0,66,80,82.5,726,192,53,56,94.6,7,8,87.5,1,7,14.3,0,0,0.2,2,4,1,0,5,https://fbref.com/en/matches/5873d86e/Levante-Real-Madrid-August-22-2021-La-Liga
8/22/21,La Liga,Levante,Nacho,6,es ESP,CB,31-216,90,0,0,0,0,1,0,0,0,81,1,0,0,0,0,0,3,0,75,75,100,5,48,0,0,0,1,1,1,0,0,1,1,100,0,0,0,0,0,1,3,0,75,75,100,1187,360,37,37,100,30,30,100,5,5,100,0,0,0,0,6,0,0,5,https://fbref.com/en/matches/5873d86e/Levante-Real-Madrid-August-22-2021-La-Liga
8/22/21,La Liga,Levante,Éder Militão,3,br BRA,CB,23-216,90,0,0,0,0,0,0,1,0,76,3,2,2,0,0,0,0,0,62,67,92.5,3,48,0,0,0,3,3,2,1,0,2,2,100,0,2,0,2,2,5,4,0,62,67,92.5,1073,362,24,26,92.3,32,33,97,3,5,60,0,0,0,0,1,0,0,3,https://fbref.com/en/matches/5873d86e/Levante-Real-Madrid-August-22-2021-La-Liga
8/22/21,La Liga,Levante,Lucas Vázquez,17,es ESP,RB,30-052,64,0,0,0,0,0,0,0,0,56,1,0,2,0,0,0,0,0,31,44,70.5,0,37,1,1,1,1,0,0,0,1,1,1,100,0,2,0,2,0,1,2,0,31,44,70.5,432,72,21,23,91.3,8,10,80,2,8,25,0,0,0,0,1,0,0,0,https://fbref.com/en/matches/5873d86e/Levante-Real-Madrid-August-22-2021-La-Liga
8/22/21,La Liga,Levante,Dani Carvajal,2,es ESP,RB,29-223,26,0,0,0,0,1,0,0,0,26,1,0,0,0.1,0.1,0,2,1,20,24,83.3,1,14,1,1,1,1,1,0,0,1,0,0,,0,0,0,0,0,1,0,0,20,24,83.3,338,54,10,12,83.3,9,9,100,1,3,33.3,0,0,0,1,0,1,0,1,https://fbref.com/en/matches/5873d86e/Levante-Real-Madrid-August-22-2021-La-Liga
8/22/21,La Liga,Levante,Thibaut Courtois,1,be BEL,GK,29-103,90,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,19,21,90.5,0,12,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19,21,90.5,430,199,2,2,100,14,14,100,3,5,60,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/5873d86e/Levante-Real-Madrid-August-22-2021-La-Liga
8/28/21,La Liga,Real Betis,Karim Benzema,9,fr FRA,FW,33-252,90,0,1,0,0,2,0,0,0,46,0,1,0,0.1,0.1,0.2,4,1,32,38,84.2,4,33,5,1,1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,32,38,84.2,424,78,21,24,87.5,9,10,90,1,2,50,1,0.2,0.1,3,2,2,0,4,https://fbref.com/en/matches/54008ddc/Real-Betis-Real-Madrid-August-28-2021-La-Liga
8/28/21,La Liga,Real Betis,Vinicius Júnior,20,br BRA,LW,21-047,77,0,0,0,0,2,0,0,0,42,0,0,2,0.3,0.3,0,5,1,17,24,70.8,0,34,5,13,7,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,0,17,24,70.8,215,20,14,19,73.7,3,3,100,0,0,,0,0,0,1,1,0,0,0,https://fbref.com/en/matches/54008ddc/Real-Betis-Real-Madrid-August-28-2021-La-Liga
8/28/21,La Liga,Real Betis,Eden Hazard,7,be BEL,LW,30-233,13,0,0,0,0,1,1,1,0,14,0,0,0,0.1,0.1,0,2,0,10,12,83.3,0,8,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10,12,83.3,130,9,6,6,100,4,5,80,0,0,,0,0,0,1,0,0,0,0,https://fbref.com/en/matches/54008ddc/Real-Betis-Real-Madrid-August-28-2021-La-Liga
8/28/21,La Liga,Real Betis,Gareth Bale,18,wls WAL,RW,32-043,65,0,0,0,0,0,0,0,0,34,0,0,1,0,0,0.1,0,0,18,26,69.2,4,23,1,3,1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,18,26,69.2,292,72,10,13,76.9,6,6,100,2,3,66.7,0,0.1,0.1,1,3,1,1,4,https://fbref.com/en/matches/54008ddc/Real-Betis-Real-Madrid-August-28-2021-La-Liga
8/28/21,La Liga,Real Betis,Marco Asensio,11,es ESP,"LM,RW",25-219,25,0,0,0,0,2,0,0,0,21,0,3,0,0.2,0.2,0,2,0,11,16,68.8,2,10,1,2,2,0,0,0,0,0,0,0,,0,0,0,0,3,3,0,0,11,16,68.8,154,38,6,6,100,5,7,71.4,0,2,0,0,0,0,0,1,0,0,2,https://fbref.com/en/matches/54008ddc/Real-Betis-Real-Madrid-August-28-2021-La-Liga
8/28/21,La Liga,Real Betis,Isco,22,es ESP,LM,29-129,65,0,0,0,0,2,0,0,0,56,2,0,0,0.1,0.1,0.1,2,0,36,43,83.7,8,37,4,5,1,2,2,0,1,1,0,4,0,4,0,0,0,0,2,0,0,36,43,83.7,690,175,12,14,85.7,19,20,95,5,6,83.3,0,0.1,0.1,1,5,1,0,8,https://fbref.com/en/matches/54008ddc/Real-Betis-Real-Madrid-August-28-2021-La-Liga
8/28/21,La Liga,Real Betis,Lucas Vázquez,17,es ESP,"RB,LM,RW",30-058,25,0,0,0,0,0,0,0,0,18,0,1,0,0,0,0,0,0,11,15,73.3,0,10,0,2,1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,11,15,73.3,126,73,9,11,81.8,2,4,50,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/54008ddc/Real-Betis-Real-Madrid-August-28-2021-La-Liga
8/28/21,La Liga,Real Betis,Casemiro,14,br BRA,CM,29-186,90,0,0,0,0,0,0,1,0,77,4,1,1,0,0,0,2,0,51,68,75,7,52,1,3,3,4,3,2,2,0,1,3,33.3,2,1,0,1,1,5,3,0,51,68,75,1050,377,21,25,84,20,25,80,9,15,60,0,0,0,0,9,0,0,7,https://fbref.com/en/matches/54008ddc/Real-Betis-Real-Madrid-August-28-2021-La-Liga
8/28/21,La Liga,Real Betis,Federico Valverde,15,uy URU,RM,23-037,90,0,0,0,0,1,0,0,0,62,3,1,0,0,0,0,4,0,43,52,82.7,4,45,6,3,1,3,0,0,1,2,2,6,33.3,4,0,0,0,1,4,0,0,43,52,82.7,695,200,22,24,91.7,18,21,85.7,3,5,60,0,0,0,0,7,1,0,4,https://fbref.com/en/matches/54008ddc/Real-Betis-Real-Madrid-August-28-2021-La-Liga
8/28/21,La Liga,Real Betis,Miguel Gutiérrez,35,es ESP,LB,20-032,82,0,0,0,0,0,0,1,0,58,5,0,0,0,0,0.2,2,0,47,48,97.9,6,33,2,2,2,5,3,4,0,1,3,4,75,1,0,0,0,0,5,2,0,47,48,97.9,754,176,27,27,100,16,16,100,3,4,75,0,0.2,0.1,2,5,1,1,6,https://fbref.com/en/matches/54008ddc/Real-Betis-Real-Madrid-August-28-2021-La-Liga
8/28/21,La Liga,Real Betis,Rodrygo,21,br BRA,RW,20-231,8,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,1,0,9,11,81.8,0,9,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,9,11,81.8,112,25,7,9,77.8,2,2,100,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/54008ddc/Real-Betis-Real-Madrid-August-28-2021-La-Liga
8/28/21,La Liga,Real Betis,David Alaba,4,at AUT,CB,29-065,90,0,0,0,0,0,0,0,0,58,1,3,0,0,0,0,0,0,40,50,80,3,37,1,0,0,1,1,1,0,0,1,2,50,1,0,0,0,3,4,2,0,40,50,80,628,289,20,21,95.2,17,21,81,3,8,37.5,0,0,0,0,2,0,0,3,https://fbref.com/en/matches/54008ddc/Real-Betis-Real-Madrid-August-28-2021-La-Liga
8/28/21,La Liga,Real Betis,Éder Militão,3,br BRA,CB,23-222,90,0,0,0,0,2,1,0,0,52,3,2,0,0.1,0.1,0,0,0,37,44,84.1,2,35,0,1,1,3,1,0,2,1,2,3,66.7,1,0,0,0,2,5,0,0,37,44,84.1,589,217,17,17,100,18,19,94.7,1,4,25,0,0,0,0,0,0,0,2,https://fbref.com/en/matches/54008ddc/Real-Betis-Real-Madrid-August-28-2021-La-Liga
8/28/21,La Liga,Real Betis,Dani Carvajal,2,es ESP,"RB,LB",29-229,90,1,0,0,0,1,1,0,0,75,2,2,2,0.1,0.1,0,1,0,51,63,81,2,40,0,1,0,2,2,0,2,0,0,2,0,2,2,1,1,2,4,2,0,51,63,81,995,261,21,25,84,24,29,82.8,6,6,100,0,0,0,0,0,1,0,2,https://fbref.com/en/matches/54008ddc/Real-Betis-Real-Madrid-August-28-2021-La-Liga
8/28/21,La Liga,Real Betis,Thibaut Courtois,1,be BEL,GK,29-109,90,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,29,37,78.4,0,28,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,29,37,78.4,749,525,8,8,100,16,16,100,5,13,38.5,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/54008ddc/Real-Betis-Real-Madrid-August-28-2021-La-Liga
9/12/21,La Liga,Celta Vigo,Karim Benzema,9,fr FRA,FW,33-267,90,3,1,1,1,4,2,0,0,56,1,0,1,1.2,0.4,0.8,6,2,37,43,86,3,36,1,1,1,1,1,1,0,0,0,0,,0,1,0,1,0,1,0,0,37,43,86,532,109,23,26,88.5,8,9,88.9,4,4,100,1,0.8,0.8,4,2,0,0,3,https://fbref.com/en/matches/2bd87057/Real-Madrid-Celta-Vigo-September-12-2021-La-Liga
9/12/21,La Liga,Celta Vigo,Eden Hazard,7,be BEL,FW,30-248,65,0,0,0,0,2,2,0,0,34,1,0,0,0.1,0.1,0,2,0,25,28,89.3,3,19,5,1,1,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,25,28,89.3,337,70,15,15,100,9,10,90,0,0,,0,0,0.1,0,1,2,0,3,https://fbref.com/en/matches/2bd87057/Real-Madrid-Celta-Vigo-September-12-2021-La-Liga
9/12/21,La Liga,Celta Vigo,Eduardo Camavinga,25,fr FRA,CM,18-306,25,1,0,0,0,1,1,0,0,32,0,0,1,0.8,0.8,0,1,0,25,28,89.3,3,21,0,2,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,25,28,89.3,417,120,14,16,87.5,7,7,100,3,3,100,0,0,0,0,3,0,0,3,https://fbref.com/en/matches/2bd87057/Real-Madrid-Celta-Vigo-September-12-2021-La-Liga
9/12/21,La Liga,Celta Vigo,Vinicius Júnior,20,br BRA,LM,21-062,88,1,0,0,0,4,3,1,0,50,2,0,0,0.8,0.8,0.1,6,1,28,36,77.8,3,42,10,10,5,2,2,1,1,0,0,0,,0,0,0,0,0,2,0,0,28,36,77.8,401,71,13,17,76.5,12,14,85.7,1,1,100,0,0.1,0.1,2,1,3,0,3,https://fbref.com/en/matches/2bd87057/Real-Madrid-Celta-Vigo-September-12-2021-La-Liga
9/12/21,La Liga,Celta Vigo,Rodrygo,21,br BRA,LM,20-246,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,100,1,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,2,100,25,13,2,2,100,0,0,,0,0,,0,0,0,0,1,0,0,1,https://fbref.com/en/matches/2bd87057/Real-Madrid-Celta-Vigo-September-12-2021-La-Liga
9/12/21,La Liga,Celta Vigo,Casemiro,14,br BRA,"CM,DM",29-201,90,0,0,0,0,1,0,0,0,76,1,1,1,0.1,0.1,0,1,1,58,66,87.9,5,42,0,0,0,1,0,1,0,0,0,5,0,5,1,0,1,1,2,2,0,58,66,87.9,1092,389,26,29,89.7,23,24,95.8,7,9,77.8,0,0,0,0,4,1,1,5,https://fbref.com/en/matches/2bd87057/Real-Madrid-Celta-Vigo-September-12-2021-La-Liga
9/12/21,La Liga,Celta Vigo,Luka Modrić,10,hr CRO,CM,36-003,78,0,0,0,0,1,1,0,0,86,0,0,1,0.3,0.3,0.1,4,1,63,79,79.7,10,61,6,5,4,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,63,79,79.7,1183,482,27,29,93.1,25,30,83.3,10,14,71.4,0,0.1,0.2,2,13,1,0,10,https://fbref.com/en/matches/2bd87057/Real-Madrid-Celta-Vigo-September-12-2021-La-Liga
9/12/21,La Liga,Celta Vigo,Marco Asensio,11,es ESP,RM,25-234,12,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,7,10,70,0,8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7,10,70,73,16,5,5,100,2,3,66.7,0,2,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/2bd87057/Real-Madrid-Celta-Vigo-September-12-2021-La-Liga
9/12/21,La Liga,Celta Vigo,Federico Valverde,15,uy URU,"RM,CM",23-052,90,0,1,0,0,0,0,0,0,66,2,1,0,0,0,0.1,4,2,52,57,91.2,6,49,4,3,0,2,1,1,0,1,1,2,50,1,0,0,0,1,3,0,0,52,57,91.2,819,168,29,29,100,18,23,78.3,4,4,100,1,0.1,0.2,1,6,1,0,6,https://fbref.com/en/matches/2bd87057/Real-Madrid-Celta-Vigo-September-12-2021-La-Liga
9/12/21,La Liga,Celta Vigo,Miguel Gutiérrez,35,es ESP,LB,20-047,88,0,1,0,0,0,0,0,0,79,0,0,0,0,0,0.2,2,2,61,73,83.6,9,56,5,5,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,61,73,83.6,1150,338,35,38,92.1,16,18,88.9,10,14,71.4,1,0.2,0.2,1,4,3,1,9,https://fbref.com/en/matches/2bd87057/Real-Madrid-Celta-Vigo-September-12-2021-La-Liga
9/12/21,La Liga,Celta Vigo,Marcelo,12,br BRA,LB,33-123,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,75,0,3,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,4,75,69,7,1,1,100,1,1,100,1,1,100,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/2bd87057/Real-Madrid-Celta-Vigo-September-12-2021-La-Liga
9/12/21,La Liga,Celta Vigo,Nacho,6,es ESP,CB,31-237,90,0,0,0,0,0,0,1,0,71,0,1,2,0,0,0,0,0,61,62,98.4,1,37,0,0,0,0,0,0,0,0,0,0,,0,2,1,1,1,1,4,0,61,62,98.4,1180,415,19,19,100,36,36,100,6,7,85.7,0,0,0,0,1,0,0,1,https://fbref.com/en/matches/2bd87057/Real-Madrid-Celta-Vigo-September-12-2021-La-Liga
