Date,Competition,Opponent,Player,#,Nation,Pos,Age,Min, Gls, Ast, PK, PKatt, Sh, SoT, CrdY, CrdR, Touches, Tkl, Int, Blocks,Expected xG,Expected npxG,Expected xAG,SCA SCA,SCA GCA,Passes Cmp,Passes Att,Passes Cmp%,Passes PrgP,Carries Carries,Carries PrgC,Take-Ons Att,Take-Ons Succ,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match URL
10/30/21,La Liga,Elche,Marco Asensio,11,es ESP,RW,25-282,73,0,0,0,0,3,0,0,0,44,0,1,0,0.2,0.2,0,5,0,28,35,80,2,31,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,28,35,80,345,62,19,21,90.5,2,3,66.7,3,4,75,0,0,0.1,1,1,1,0,2,https://fbref.com/en/matches/f940a8b1/Elche-Real-Madrid-October-30-2021-La-Liga
10/30/21,La Liga,Elche,Toni Kroos,8,de GER,LM,31-299,90,0,0,0,0,3,1,0,0,103,0,0,1,0.1,0.1,0.1,6,0,90,95,94.7,11,75,2,1,1,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,90,95,94.7,1593,434,42,42,100,25,25,100,14,19,73.7,0,0.1,0.1,3,11,3,0,11,https://fbref.com/en/matches/f940a8b1/Elche-Real-Madrid-October-30-2021-La-Liga
10/30/21,La Liga,Elche,Casemiro,14,br BRA,CM,29-249,90,0,0,0,0,0,0,0,0,78,5,2,6,0,0,0,1,1,49,59,83.1,8,47,0,0,0,5,2,5,0,0,2,4,50,2,6,0,6,2,7,3,1,49,59,83.1,987,249,21,25,84,15,18,83.3,11,11,100,0,0,0,0,7,0,0,8,https://fbref.com/en/matches/f940a8b1/Elche-Real-Madrid-October-30-2021-La-Liga
10/30/21,La Liga,Elche,Luka Modrić,10,hr CRO,RM,36-051,83,0,1,0,0,0,0,0,0,70,1,2,1,0,0,0.4,3,1,56,61,91.8,7,57,0,2,1,1,0,0,1,0,1,2,50,1,1,1,0,2,3,1,0,56,61,91.8,763,211,31,34,91.2,19,20,95,1,1,100,1,0.4,0.1,3,4,2,0,7,https://fbref.com/en/matches/f940a8b1/Elche-Real-Madrid-October-30-2021-La-Liga
10/30/21,La Liga,Elche,Eduardo Camavinga,25,fr FRA,RM,18-354,7,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,2,0,5,5,100,2,4,1,1,1,1,1,0,0,1,0,0,,0,0,0,0,0,1,0,0,5,5,100,102,54,0,0,,4,4,100,0,0,,0,0,0,1,0,0,0,2,https://fbref.com/en/matches/f940a8b1/Elche-Real-Madrid-October-30-2021-La-Liga
10/30/21,La Liga,Elche,Marcelo,12,br BRA,LB,33-171,65,0,0,0,0,1,0,0,0,53,2,1,0,0,0,0,1,0,35,47,74.5,4,41,1,1,0,2,1,0,0,2,0,0,,0,0,0,0,1,3,3,0,35,47,74.5,413,125,23,25,92,8,12,66.7,1,3,33.3,0,0,0.1,0,0,1,1,4,https://fbref.com/en/matches/f940a8b1/Elche-Real-Madrid-October-30-2021-La-Liga
10/30/21,La Liga,Elche,Ferland Mendy,23,fr FRA,LB,26-144,25,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,1,0,25,28,89.3,0,25,1,2,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,25,28,89.3,349,60,14,16,87.5,7,7,100,2,3,66.7,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/f940a8b1/Elche-Real-Madrid-October-30-2021-La-Liga
10/30/21,La Liga,Elche,David Alaba,4,at AUT,CB,29-128,90,0,0,0,0,1,0,0,0,85,0,0,2,0,0,0,1,0,67,71,94.4,4,59,0,1,1,0,0,0,0,0,0,2,0,2,2,2,0,0,0,9,0,67,71,94.4,1048,417,31,33,93.9,22,22,100,7,7,100,0,0,0,0,3,1,0,4,https://fbref.com/en/matches/f940a8b1/Elche-Real-Madrid-October-30-2021-La-Liga
10/30/21,La Liga,Elche,Éder Militão,3,br BRA,CB,23-285,90,0,0,0,0,0,0,0,0,66,4,3,1,0,0,0,1,0,53,56,94.6,5,46,1,0,0,4,2,2,1,1,2,2,100,0,1,1,0,3,7,2,0,53,56,94.6,1107,396,14,14,100,25,25,100,11,13,84.6,0,0,0,1,9,1,0,5,https://fbref.com/en/matches/f940a8b1/Elche-Real-Madrid-October-30-2021-La-Liga
10/30/21,La Liga,Elche,Lucas Vázquez,17,es ESP,RB,30-121,64,0,0,0,0,0,0,0,0,61,2,1,1,0,0,0.2,1,0,45,50,90,2,42,1,2,1,2,0,1,0,1,1,3,33.3,2,1,0,1,1,3,4,0,45,50,90,615,151,25,25,100,16,20,80,1,2,50,0,0.2,0,1,3,1,1,2,https://fbref.com/en/matches/f940a8b1/Elche-Real-Madrid-October-30-2021-La-Liga
10/30/21,La Liga,Elche,Dani Carvajal,2,es ESP,RB,29-292,26,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,1,0,22,30,73.3,4,19,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,22,30,73.3,335,124,12,16,75,7,10,70,2,2,100,0,0,0.2,1,1,3,0,4,https://fbref.com/en/matches/f940a8b1/Elche-Real-Madrid-October-30-2021-La-Liga
10/30/21,La Liga,Elche,Thibaut Courtois,1,be BEL,GK,29-172,90,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,19,20,95,0,10,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,19,20,95,423,271,4,4,100,12,12,100,3,4,75,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/f940a8b1/Elche-Real-Madrid-October-30-2021-La-Liga
11/3/21,Champions League,Shakhtar Donetsk,Karim Benzema,9,fr FRA,FW,33-319,78,2,0,0,0,5,2,0,0,46,0,0,1,1.1,1.1,0.1,2,0,31,34,91.2,8,22,3,4,2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,31,34,91.2,513,103,14,15,93.3,14,16,87.5,2,2,100,0,0.1,0.2,1,4,3,0,8,https://fbref.com/en/matches/d8d8cd07/Real-Madrid-Shakhtar-Donetsk-November-3-2021-Champions-League
11/3/21,Champions League,Shakhtar Donetsk,Luka Jović,16,rs SRB,FW,23-315,12,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,6,83.3,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5,6,83.3,50,18,4,4,100,1,1,100,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/d8d8cd07/Real-Madrid-Shakhtar-Donetsk-November-3-2021-Champions-League
11/3/21,Champions League,Shakhtar Donetsk,Vinicius Júnior,20,br BRA,LW,21-114,90,0,2,0,0,1,0,0,0,64,4,0,2,0.1,0.1,1.1,9,2,39,46,84.8,6,44,12,8,5,4,4,2,0,2,0,1,0,1,2,0,2,0,4,0,0,39,46,84.8,550,75,23,25,92,14,15,93.3,0,0,,2,1.1,0.7,5,2,1,0,6,https://fbref.com/en/matches/d8d8cd07/Real-Madrid-Shakhtar-Donetsk-November-3-2021-Champions-League
11/3/21,Champions League,Shakhtar Donetsk,Lucas Vázquez,17,es ESP,RW,30-125,90,0,0,0,0,0,0,0,0,59,1,0,0,0,0,0.6,4,0,46,53,86.8,3,32,3,2,2,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,46,53,86.8,691,125,24,27,88.9,17,19,89.5,3,3,100,0,0.6,0.2,3,2,3,0,3,https://fbref.com/en/matches/d8d8cd07/Real-Madrid-Shakhtar-Donetsk-November-3-2021-Champions-League
11/3/21,Champions League,Shakhtar Donetsk,Toni Kroos,8,de GER,"LM,RM",31-303,90,0,0,0,0,1,1,0,0,86,3,2,1,0,0,0.1,2,0,74,79,93.7,10,47,2,0,0,3,2,0,2,1,1,2,50,1,1,0,1,2,5,0,0,74,79,93.7,1440,400,26,26,100,35,35,100,11,15,73.3,0,0.1,0.1,1,4,0,0,10,https://fbref.com/en/matches/d8d8cd07/Real-Madrid-Shakhtar-Donetsk-November-3-2021-Champions-League
11/3/21,Champions League,Shakhtar Donetsk,Casemiro,14,br BRA,CM,29-253,90,0,0,0,0,0,0,1,0,61,2,1,1,0,0,0,4,1,47,53,88.7,7,27,1,1,1,2,1,1,1,0,1,4,25,3,1,0,1,1,3,3,0,47,53,88.7,898,344,22,24,91.7,18,19,94.7,7,9,77.8,0,0,0.1,0,8,0,0,7,https://fbref.com/en/matches/d8d8cd07/Real-Madrid-Shakhtar-Donetsk-November-3-2021-Champions-League
11/3/21,Champions League,Shakhtar Donetsk,Luka Modrić,10,hr CRO,"RM,LM",36-055,90,0,0,0,0,4,2,0,0,80,1,0,1,0.6,0.6,0,2,0,67,70,95.7,5,38,2,0,0,1,0,1,0,0,0,0,,0,1,0,1,0,1,0,0,67,70,95.7,1083,378,34,35,97.1,26,27,96.3,5,6,83.3,0,0,0.1,1,3,1,0,5,https://fbref.com/en/matches/d8d8cd07/Real-Madrid-Shakhtar-Donetsk-November-3-2021-Champions-League
11/3/21,Champions League,Shakhtar Donetsk,Ferland Mendy,23,fr FRA,LB,26-148,90,0,0,0,0,1,0,1,0,71,1,0,3,0,0,0,0,0,58,63,92.1,3,42,2,2,1,1,1,1,0,0,1,1,100,0,3,1,2,0,1,2,0,58,63,92.1,990,148,27,28,96.4,26,29,89.7,5,5,100,0,0,0,0,7,0,0,3,https://fbref.com/en/matches/d8d8cd07/Real-Madrid-Shakhtar-Donetsk-November-3-2021-Champions-League
11/3/21,Champions League,Shakhtar Donetsk,David Alaba,4,at AUT,CB,29-132,90,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,84,92,91.3,1,59,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,84,92,91.3,1423,400,30,30,100,48,51,94.1,3,7,42.9,0,0,0,0,2,0,0,1,https://fbref.com/en/matches/d8d8cd07/Real-Madrid-Shakhtar-Donetsk-November-3-2021-Champions-League
11/3/21,Champions League,Shakhtar Donetsk,Éder Militão,3,br BRA,CB,23-289,90,0,0,0,0,1,1,0,0,61,2,3,1,0,0,0,0,0,47,52,90.4,1,35,0,1,1,2,1,1,1,0,2,3,66.7,1,1,1,0,3,5,1,0,47,52,90.4,1025,423,10,10,100,29,29,100,7,12,58.3,0,0,0,0,2,0,0,1,https://fbref.com/en/matches/d8d8cd07/Real-Madrid-Shakhtar-Donetsk-November-3-2021-Champions-League
11/3/21,Champions League,Shakhtar Donetsk,Dani Carvajal,2,es ESP,RB,29-296,65,0,0,0,0,0,0,0,0,65,1,1,1,0,0,0,0,0,55,60,91.7,7,30,2,1,0,1,1,1,0,0,0,1,0,1,1,0,1,1,2,1,0,55,60,91.7,1077,264,19,19,100,27,29,93.1,9,11,81.8,0,0,0,0,6,1,0,7,https://fbref.com/en/matches/d8d8cd07/Real-Madrid-Shakhtar-Donetsk-November-3-2021-Champions-League
11/3/21,Champions League,Shakhtar Donetsk,Nacho,6,es ESP,RB,31-289,25,0,0,0,0,0,0,0,0,20,1,0,2,0,0,0,0,0,14,17,82.4,0,6,0,0,0,1,1,1,0,0,1,1,100,0,2,2,0,0,1,0,0,14,17,82.4,201,83,7,7,100,4,4,100,1,3,33.3,0,0,0,0,1,0,0,0,https://fbref.com/en/matches/d8d8cd07/Real-Madrid-Shakhtar-Donetsk-November-3-2021-Champions-League
11/3/21,Champions League,Shakhtar Donetsk,Thibaut Courtois,1,be BEL,GK,29-176,90,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,40,44,90.9,0,33,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,40,44,90.9,1065,597,4,4,100,22,22,100,14,18,77.8,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/d8d8cd07/Real-Madrid-Shakhtar-Donetsk-November-3-2021-Champions-League
11/6/21,La Liga,Rayo Vallecano,Karim Benzema,9,fr FRA,FW,33-322,82,1,0,0,0,6,1,0,0,51,0,0,0,1.2,1.2,0,1,0,32,42,76.2,7,24,2,2,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,32,42,76.2,414,72,19,23,82.6,11,14,78.6,0,0,,0,0,0.1,1,1,3,0,7,https://fbref.com/en/matches/1c713f2a/Real-Madrid-Rayo-Vallecano-November-6-2021-La-Liga
11/6/21,La Liga,Rayo Vallecano,Eden Hazard,7,be BEL,FW,30-303,8,0,0,0,0,1,0,0,0,7,0,0,0,0.1,0.1,0,0,0,6,6,100,0,5,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6,6,100,68,9,4,4,100,1,1,100,0,0,,0,0,0,0,1,0,0,0,https://fbref.com/en/matches/1c713f2a/Real-Madrid-Rayo-Vallecano-November-6-2021-La-Liga
11/6/21,La Liga,Rayo Vallecano,Vinicius Júnior,20,br BRA,LW,21-117,90,0,0,0,0,3,1,0,0,47,0,0,0,0.4,0.4,0.1,7,1,32,36,88.9,7,31,5,4,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,2,0,32,36,88.9,474,146,17,17,100,11,12,91.7,2,3,66.7,0,0.1,0.1,1,3,4,0,7,https://fbref.com/en/matches/1c713f2a/Real-Madrid-Rayo-Vallecano-November-6-2021-La-Liga
11/6/21,La Liga,Rayo Vallecano,Marco Asensio,11,es ESP,RW,25-289,82,0,0,0,0,3,2,0,0,37,0,2,0,0.2,0.2,0.4,5,1,24,30,80,2,26,7,1,1,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,24,30,80,403,71,13,16,81.3,9,9,100,2,4,50,0,0.4,0.6,3,4,0,0,2,https://fbref.com/en/matches/1c713f2a/Real-Madrid-Rayo-Vallecano-November-6-2021-La-Liga
11/6/21,La Liga,Rayo Vallecano,Lucas Vázquez,17,es ESP,RW,30-128,8,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0.1,1,0,3,6,50,1,6,0,1,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,3,6,50,40,13,2,5,40,1,1,100,0,0,,0,0.1,0.1,1,0,1,0,1,https://fbref.com/en/matches/1c713f2a/Real-Madrid-Rayo-Vallecano-November-6-2021-La-Liga
11/6/21,La Liga,Rayo Vallecano,Toni Kroos,8,de GER,LM,31-306,90,1,0,0,0,1,1,1,0,88,1,1,1,0.1,0.1,0.4,2,0,71,80,88.8,12,57,4,3,2,1,0,0,1,0,1,3,33.3,2,1,1,0,1,2,0,0,71,80,88.8,1298,357,33,35,94.3,28,31,90.3,9,12,75,0,0.4,0.2,2,14,0,0,12,https://fbref.com/en/matches/1c713f2a/Real-Madrid-Rayo-Vallecano-November-6-2021-La-Liga
11/6/21,La Liga,Rayo Vallecano,Casemiro,14,br BRA,CM,29-256,90,0,0,0,0,0,0,0,0,58,4,2,2,0,0,0.1,2,1,43,47,91.5,5,30,0,1,0,4,4,2,2,0,3,5,60,2,2,1,1,2,6,1,1,43,47,91.5,775,306,18,19,94.7,16,16,100,7,9,77.8,0,0.1,0.2,1,6,1,1,5,https://fbref.com/en/matches/1c713f2a/Real-Madrid-Rayo-Vallecano-November-6-2021-La-Liga
11/6/21,La Liga,Rayo Vallecano,Eduardo Camavinga,25,fr FRA,RM,18-361,90,0,0,0,0,1,1,0,0,52,6,0,2,0.1,0.1,0,0,0,37,39,94.9,3,32,1,3,1,6,4,2,3,1,3,6,50,3,2,1,1,0,6,1,0,37,39,94.9,563,145,17,17,100,17,18,94.4,1,1,100,0,0,0,0,1,0,0,3,https://fbref.com/en/matches/1c713f2a/Real-Madrid-Rayo-Vallecano-November-6-2021-La-Liga
11/6/21,La Liga,Rayo Vallecano,Ferland Mendy,23,fr FRA,LB,26-151,90,0,0,0,0,0,0,0,0,84,2,0,0,0,0,0.1,1,0,63,73,86.3,3,45,2,5,3,2,1,2,0,0,2,2,100,0,0,0,0,0,2,3,1,63,73,86.3,871,236,37,39,94.9,17,19,89.5,4,6,66.7,0,0.1,0,1,2,1,0,3,https://fbref.com/en/matches/1c713f2a/Real-Madrid-Rayo-Vallecano-November-6-2021-La-Liga
11/6/21,La Liga,Rayo Vallecano,David Alaba,4,at AUT,CB,29-135,90,0,1,0,0,0,0,0,0,63,1,0,0,0,0,0.3,1,1,54,57,94.7,3,38,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,3,0,54,57,94.7,956,296,23,23,100,27,28,96.4,4,6,66.7,1,0.3,0.1,1,5,1,1,3,https://fbref.com/en/matches/1c713f2a/Real-Madrid-Rayo-Vallecano-November-6-2021-La-Liga
11/6/21,La Liga,Rayo Vallecano,Éder Militão,3,br BRA,CB,23-292,90,0,0,0,0,0,0,0,0,87,1,3,2,0,0,0,2,0,65,77,84.4,1,60,2,1,1,1,0,1,0,0,0,0,,0,2,1,1,3,4,1,0,65,77,84.4,1484,701,14,15,93.3,39,43,90.7,12,18,66.7,0,0,0,0,7,0,0,1,https://fbref.com/en/matches/1c713f2a/Real-Madrid-Rayo-Vallecano-November-6-2021-La-Liga
11/6/21,La Liga,Rayo Vallecano,Dani Carvajal,2,es ESP,RB,29-299,89,0,0,0,0,0,0,0,0,74,5,2,3,0,0,0.1,5,0,51,62,82.3,4,37,4,1,0,5,4,3,1,1,2,2,100,0,3,2,1,2,7,0,0,51,62,82.3,913,235,27,31,87.1,18,20,90,6,8,75,0,0.1,0.1,2,3,3,2,4,https://fbref.com/en/matches/1c713f2a/Real-Madrid-Rayo-Vallecano-November-6-2021-La-Liga
11/6/21,La Liga,Rayo Vallecano,Nacho,6,es ESP,RB,31-292,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/1c713f2a/Real-Madrid-Rayo-Vallecano-November-6-2021-La-Liga
11/6/21,La Liga,Rayo Vallecano,Thibaut Courtois,1,be BEL,GK,29-179,90,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,1,0,38,42,90.5,0,25,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,38,42,90.5,840,564,5,5,100,28,28,100,4,8,50,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/1c713f2a/Real-Madrid-Rayo-Vallecano-November-6-2021-La-Liga
11/21/21,La Liga,Granada,Karim Benzema,9,fr FRA,FW,33-337,79,0,0,0,0,4,1,0,0,38,0,0,0,0.5,0.5,0.6,7,1,25,30,83.3,8,22,2,3,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,25,30,83.3,316,113,16,19,84.2,6,6,100,1,1,100,0,0.6,0.7,3,1,4,0,8,https://fbref.com/en/matches/14d38d9d/Granada-Real-Madrid-November-21-2021-La-Liga
11/21/21,La Liga,Granada,Luka Jović,16,rs SRB,FW,23-333,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,100,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,1,100,6,0,1,1,100,0,0,,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/14d38d9d/Granada-Real-Madrid-November-21-2021-La-Liga
11/21/21,La Liga,Granada,Vinicius Júnior,20,br BRA,LW,21-132,70,1,0,0,0,3,3,0,0,50,2,0,1,1.1,1.1,0.1,6,1,31,38,81.6,5,33,5,7,5,2,1,0,1,1,0,0,,0,1,0,1,0,2,0,0,31,38,81.6,347,87,20,24,83.3,7,8,87.5,0,0,,0,0.1,0.1,1,2,2,0,5,https://fbref.com/en/matches/14d38d9d/Granada-Real-Madrid-November-21-2021-La-Liga
11/21/21,La Liga,Granada,Rodrygo,21,br BRA,LW,20-316,20,0,0,0,0,2,2,0,0,16,0,0,0,0.4,0.4,0.1,3,0,12,13,92.3,1,11,2,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,12,13,92.3,119,29,11,12,91.7,1,1,100,0,0,,0,0.1,0.1,1,2,0,0,1,https://fbref.com/en/matches/14d38d9d/Granada-Real-Madrid-November-21-2021-La-Liga
11/21/21,La Liga,Granada,Marco Asensio,11,es ESP,RW,25-304,90,1,0,0,0,3,1,0,0,61,0,0,0,0.5,0.5,0.2,3,0,36,51,70.6,5,28,1,5,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,36,51,70.6,513,108,19,23,82.6,12,15,80,2,6,33.3,0,0.2,0.2,2,3,0,0,5,https://fbref.com/en/matches/14d38d9d/Granada-Real-Madrid-November-21-2021-La-Liga
11/21/21,La Liga,Granada,Toni Kroos,8,de GER,LM,31-321,79,0,2,0,0,2,0,0,0,83,0,0,0,0.2,0.2,0.7,6,2,76,80,95,14,44,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,76,80,95,1364,455,34,35,97.1,31,31,100,10,11,90.9,2,0.7,0.5,4,11,2,0,14,https://fbref.com/en/matches/14d38d9d/Granada-Real-Madrid-November-21-2021-La-Liga
11/21/21,La Liga,Granada,Eduardo Camavinga,25,fr FRA,RM,19-011,11,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,12,13,92.3,1,9,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,12,13,92.3,146,30,8,8,100,3,3,100,0,0,,0,0,0,0,3,0,0,1,https://fbref.com/en/matches/14d38d9d/Granada-Real-Madrid-November-21-2021-La-Liga
11/21/21,La Liga,Granada,Casemiro,14,br BRA,CM,29-271,90,0,1,0,0,1,0,0,0,104,3,0,2,0,0,0.5,1,1,81,89,91,7,43,0,1,1,3,3,1,1,1,1,2,50,1,2,1,1,0,3,3,0,81,89,91,1373,427,48,50,96,23,27,85.2,9,9,100,1,0.5,0.2,1,7,2,0,7,https://fbref.com/en/matches/14d38d9d/Granada-Real-Madrid-November-21-2021-La-Liga
11/21/21,La Liga,Granada,Luka Modrić,10,hr CRO,RM,36-073,79,0,1,0,0,1,0,0,0,71,0,0,0,0.1,0.1,0.9,5,2,55,68,80.9,10,41,1,2,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,55,68,80.9,821,222,31,36,86.1,16,19,84.2,4,6,66.7,1,0.9,0.8,2,8,2,0,10,https://fbref.com/en/matches/14d38d9d/Granada-Real-Madrid-November-21-2021-La-Liga
11/21/21,La Liga,Granada,Isco,22,es ESP,LM,29-214,11,0,0,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,15,15,100,2,9,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,15,15,100,240,45,9,9,100,4,4,100,2,2,100,0,0,0,0,2,0,0,2,https://fbref.com/en/matches/14d38d9d/Granada-Real-Madrid-November-21-2021-La-Liga
11/21/21,La Liga,Granada,Ferland Mendy,23,fr FRA,LB,26-166,90,1,0,0,0,2,1,0,0,84,1,1,1,0.6,0.6,0.2,5,0,70,78,89.7,9,45,6,1,1,1,0,1,0,0,0,0,,0,1,0,1,1,2,1,0,70,78,89.7,969,298,40,43,93,25,29,86.2,2,2,100,0,0.2,0.3,3,5,2,0,9,https://fbref.com/en/matches/14d38d9d/Granada-Real-Madrid-November-21-2021-La-Liga
11/21/21,La Liga,Granada,David Alaba,4,at AUT,CB,29-150,82,0,0,0,0,0,0,0,0,68,0,2,0,0,0,0,0,0,57,59,96.6,3,34,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,4,0,57,59,96.6,1055,387,22,23,95.7,28,28,100,5,6,83.3,0,0,0,0,3,0,0,3,https://fbref.com/en/matches/14d38d9d/Granada-Real-Madrid-November-21-2021-La-Liga
11/21/21,La Liga,Granada,Jesús Vallejo,5,es ESP,CB,24-320,8,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,11,11,100,0,9,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,11,11,100,222,65,3,3,100,7,7,100,1,1,100,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/14d38d9d/Granada-Real-Madrid-November-21-2021-La-Liga
11/21/21,La Liga,Granada,Nacho,6,es ESP,CB,31-307,90,1,0,0,0,2,1,0,0,88,1,1,2,0.3,0.3,0,2,1,75,76,98.7,2,45,0,0,0,1,0,0,1,0,1,1,100,0,2,2,0,1,2,5,0,75,76,98.7,1281,454,39,40,97.5,27,27,100,8,8,100,0,0,0,0,2,0,0,2,https://fbref.com/en/matches/14d38d9d/Granada-Real-Madrid-November-21-2021-La-Liga
11/21/21,La Liga,Granada,Dani Carvajal,2,es ESP,RB,29-314,90,0,0,0,0,1,0,0,0,93,4,2,0,0,0,0.1,1,0,70,78,89.7,3,35,1,1,1,4,1,4,0,0,2,3,66.7,1,0,0,0,2,6,6,0,70,78,89.7,1223,225,31,34,91.2,31,33,93.9,7,8,87.5,0,0.1,0.1,1,4,1,1,3,https://fbref.com/en/matches/14d38d9d/Granada-Real-Madrid-November-21-2021-La-Liga
11/21/21,La Liga,Granada,Thibaut Courtois,1,be BEL,GK,29-194,90,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,24,30,80,0,22,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,24,30,80,570,327,4,4,100,14,14,100,6,12,50,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/14d38d9d/Granada-Real-Madrid-November-21-2021-La-Liga
11/24/21,Champions League,Sheriff Tiraspol,Karim Benzema,9,fr FRA,FW,33-340,90,1,0,0,0,4,1,0,0,80,0,0,0,0.2,0.2,0.6,5,0,59,71,83.1,4,44,5,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,59,71,83.1,655,110,45,49,91.8,8,8,100,2,2,100,0,0.6,0.4,2,2,1,0,4,https://fbref.com/en/matches/fee91c56/Sheriff-Tiraspol-Real-Madrid-November-24-2021-Champions-League
11/24/21,Champions League,Sheriff Tiraspol,Vinicius Júnior,20,br BRA,LW,21-135,90,0,0,0,0,0,0,0,0,69,1,1,1,0,0,0.1,5,1,54,61,88.5,10,51,6,5,3,1,1,0,0,1,0,0,,0,1,0,1,1,2,0,0,54,61,88.5,645,163,32,35,91.4,11,11,100,2,2,100,0,0.1,0.8,2,3,8,2,10,https://fbref.com/en/matches/fee91c56/Sheriff-Tiraspol-Real-Madrid-November-24-2021-Champions-League
11/24/21,Champions League,Sheriff Tiraspol,Rodrygo,21,br BRA,RW,20-319,83,0,1,0,0,4,2,0,0,59,1,3,0,0.3,0.3,0.1,3,1,37,43,86,3,37,2,3,1,1,1,0,1,0,0,0,,0,0,0,0,3,4,1,0,37,43,86,341,60,28,34,82.4,3,3,100,0,0,,1,0.1,0.3,2,2,1,0,3,https://fbref.com/en/matches/fee91c56/Sheriff-Tiraspol-Real-Madrid-November-24-2021-Champions-League
11/24/21,Champions League,Sheriff Tiraspol,Marco Asensio,11,es ESP,RW,25-307,7,0,0,0,0,2,2,0,0,12,0,0,0,0.6,0.6,0,1,0,9,10,90,1,10,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,9,10,90,150,15,4,4,100,2,2,100,2,3,66.7,0,0,0,0,1,0,0,1,https://fbref.com/en/matches/fee91c56/Sheriff-Tiraspol-Real-Madrid-November-24-2021-Champions-League
