Date,Competition,Opponent,Player,#,Nation,Pos,Age,Min, Gls, Ast, PK, PKatt, Sh, SoT, CrdY, CrdR, Int, Touches, Tkl, Blocks,Expected xG,Expected npxG,Expected xAG,SCA,GCA,Passes Cmp,Passes Att,Passes Cmp%,Passes PrgP,Carries Carries,Carries PrgC,Take-Ons Att,Take-Ons Succ,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match URL
11/21/17,Champions League,Apoel Fc,Toni Kroos,8,de GER,CM,27-321,57,0,1,0,0,0,0,0,0,0,57,0,0,0,0,0.5,3,1,52,56,92.9,6,49,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,52,56,92.9,1131,467,19,19,100,20,22,90.9,13,14,92.9,1,0.5,0.4,2,10,0,0,6,https://fbref.com/en/matches/6da6de2c/APOEL-FC-Real-Madrid-November-21-2017-Champions-League
11/21/17,Champions League,Apoel Fc,Dani Ceballos,24,es ESP,CM,21-106,33,0,0,0,0,1,0,0,0,0,48,0,0,0.1,0.1,0,1,0,40,46,87,4,42,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,40,46,87,581,165,21,23,91.3,14,15,93.3,2,3,66.7,0,0,0,0,5,0,0,4,https://fbref.com/en/matches/6da6de2c/APOEL-FC-Real-Madrid-November-21-2017-Champions-League
11/21/17,Champions League,Apoel Fc,Luka Modrić,10,hr CRO,CM,32-073,90,1,0,0,0,1,1,0,0,5,99,1,1,0,0,0,2,1,79,89,88.8,9,83,2,4,3,1,0,1,0,0,0,1,0,1,1,0,1,5,6,0,0,79,89,88.8,1455,488,27,30,90,42,44,95.5,8,12,66.7,0,0,0,0,8,0,0,9,https://fbref.com/en/matches/6da6de2c/APOEL-FC-Real-Madrid-November-21-2017-Champions-League
11/21/17,Champions League,Apoel Fc,Lucas Vázquez,17,es ESP,RM,26-143,90,0,0,0,0,0,0,0,0,1,69,3,1,0,0,0,2,1,53,60,88.3,9,51,6,4,3,3,0,1,2,0,0,0,,0,1,0,1,1,4,1,0,53,60,88.3,717,175,31,36,86.1,13,13,100,4,5,80,0,0,0.4,1,6,3,1,9,https://fbref.com/en/matches/6da6de2c/APOEL-FC-Real-Madrid-November-21-2017-Champions-League
11/21/17,Champions League,Apoel Fc,Marcelo,12,br BRA,LB,29-193,57,0,1,0,0,0,0,0,0,0,57,0,0,0,0,0.5,2,1,46,54,85.2,2,48,1,2,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,46,54,85.2,686,202,22,24,91.7,18,21,85.7,3,6,50,1,0.5,0.4,2,3,2,2,2,https://fbref.com/en/matches/6da6de2c/APOEL-FC-Real-Madrid-November-21-2017-Champions-League
11/21/17,Champions League,Apoel Fc,Theo Hernández,15,fr FRA,LB,20-046,33,0,0,0,0,0,0,0,0,0,27,1,0,0,0,0.9,1,0,24,26,92.3,3,20,2,0,0,1,0,0,0,1,1,1,100,0,0,0,0,0,1,0,0,24,26,92.3,318,78,16,16,100,6,8,75,1,1,100,0,0.9,0.7,1,2,0,0,3,https://fbref.com/en/matches/6da6de2c/APOEL-FC-Real-Madrid-November-21-2017-Champions-League
11/21/17,Champions League,Apoel Fc,Nacho,6,es ESP,CB,27-307,90,1,0,0,0,1,1,0,0,1,77,2,0,0.7,0.7,0,0,0,63,68,92.6,0,57,0,1,0,2,2,0,2,0,1,1,100,0,0,0,0,1,3,3,0,63,68,92.6,1292,498,25,25,100,29,30,96.7,9,10,90,0,0,0,0,3,0,0,0,https://fbref.com/en/matches/6da6de2c/APOEL-FC-Real-Madrid-November-21-2017-Champions-League
11/21/17,Champions League,Apoel Fc,Raphaël Varane,5,fr FRA,CB,24-210,90,0,1,0,0,1,0,0,0,0,87,0,0,0.1,0.1,0.1,4,1,73,78,93.6,6,67,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,73,78,93.6,1437,514,28,31,90.3,35,36,97.2,10,10,100,1,0.1,0,1,2,1,0,6,https://fbref.com/en/matches/6da6de2c/APOEL-FC-Real-Madrid-November-21-2017-Champions-League
11/21/17,Champions League,Apoel Fc,Dani Carvajal,2,es ESP,RB,25-314,90,0,0,0,0,2,1,1,0,3,95,4,5,0.1,0.1,0,0,0,66,80,82.5,5,62,3,3,2,4,3,1,1,2,2,3,66.7,1,5,3,2,3,7,1,0,66,80,82.5,1085,272,35,40,87.5,26,32,81.3,5,8,62.5,0,0,0.1,0,5,1,0,5,https://fbref.com/en/matches/6da6de2c/APOEL-FC-Real-Madrid-November-21-2017-Champions-League
11/21/17,Champions League,Apoel Fc,Kiko Casilla,13,es ESP,GK,31-050,90,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,26,30,86.7,0,18,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,26,30,86.7,675,457,4,4,100,17,17,100,5,9,55.6,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/6da6de2c/APOEL-FC-Real-Madrid-November-21-2017-Champions-League
11/25/17,La Liga,Malaga,Cristiano Ronaldo,7,pt POR,FW,32-293,90,1,0,0,1,6,3,0,0,1,45,0,0,1.4,0.5,0,4,2,26,32,81.3,7,29,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,26,32,81.3,391,69,12,15,80,14,17,82.4,0,0,,0,0,0,0,3,0,0,7,https://fbref.com/en/matches/3ff17d40/Real-Madrid-Malaga-November-25-2017-La-Liga
11/25/17,La Liga,Malaga,Karim Benzema,9,fr FRA,FW,29-341,88,1,0,0,0,2,1,0,0,0,33,1,0,1.1,1.1,0.1,1,0,22,29,75.9,1,21,2,2,2,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,22,29,75.9,310,40,13,16,81.3,6,7,85.7,1,2,50,0,0.1,0,1,0,0,0,1,https://fbref.com/en/matches/3ff17d40/Real-Madrid-Malaga-November-25-2017-La-Liga
11/25/17,La Liga,Malaga,Borja Mayoral,21,es ESP,FW,20-234,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,100,0,3,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,2,100,22,2,2,2,100,0,0,,0,0,,0,0,0,0,1,0,0,0,https://fbref.com/en/matches/3ff17d40/Real-Madrid-Malaga-November-25-2017-La-Liga
11/25/17,La Liga,Malaga,Isco,22,es ESP,AM,25-218,61,0,0,0,0,1,1,0,0,1,54,0,0,0,0,0,1,0,44,46,95.7,5,44,1,2,1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,44,46,95.7,793,169,21,22,95.5,13,14,92.9,8,8,100,0,0,0,0,6,2,0,5,https://fbref.com/en/matches/3ff17d40/Real-Madrid-Malaga-November-25-2017-La-Liga
11/25/17,La Liga,Malaga,Luka Modrić,10,hr CRO,AM,32-077,29,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,1,0,20,22,90.9,5,19,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,20,22,90.9,360,120,10,10,100,8,9,88.9,2,3,66.7,0,0,0,0,4,1,0,5,https://fbref.com/en/matches/3ff17d40/Real-Madrid-Malaga-November-25-2017-La-Liga
11/25/17,La Liga,Malaga,Toni Kroos,8,de GER,LM,27-325,80,0,1,0,0,1,1,0,0,0,83,6,1,0.1,0.1,0.5,9,1,60,69,87,10,58,2,3,0,6,2,3,3,0,1,1,100,0,1,0,1,0,6,1,1,60,69,87,1302,514,20,21,95.2,27,29,93.1,13,18,72.2,1,0.5,0.3,5,12,3,1,10,https://fbref.com/en/matches/3ff17d40/Real-Madrid-Malaga-November-25-2017-La-Liga
11/25/17,La Liga,Malaga,Theo Hernández,15,fr FRA,LM,20-050,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,7,57.1,0,4,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4,7,57.1,44,7,3,5,60,1,2,50,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/3ff17d40/Real-Madrid-Malaga-November-25-2017-La-Liga
11/25/17,La Liga,Malaga,Lucas Vázquez,17,es ESP,RM,26-147,90,0,0,0,0,1,0,0,0,0,58,3,1,0.1,0.1,0.1,4,0,34,43,79.1,5,42,3,2,1,3,0,1,0,2,1,2,50,1,1,0,1,0,3,1,0,34,43,79.1,482,148,20,21,95.2,11,15,73.3,2,3,66.7,0,0.1,0.4,1,2,3,1,5,https://fbref.com/en/matches/3ff17d40/Real-Madrid-Malaga-November-25-2017-La-Liga
11/25/17,La Liga,Malaga,Casemiro,14,br BRA,DM,25-275,90,1,0,0,0,2,1,0,0,2,62,6,0,0.1,0.1,0,3,1,41,47,87.2,6,42,0,1,0,6,5,4,2,0,1,1,100,0,0,0,0,2,8,1,0,41,47,87.2,813,282,15,18,83.3,18,20,90,6,6,100,0,0,0,0,5,1,0,6,https://fbref.com/en/matches/3ff17d40/Real-Madrid-Malaga-November-25-2017-La-Liga
11/25/17,La Liga,Malaga,Marcelo,12,br BRA,LB,29-197,90,0,0,0,0,0,0,1,0,2,85,1,2,0,0,0.2,5,0,65,78,83.3,13,62,5,1,1,1,0,0,1,0,0,1,0,1,2,0,2,2,3,0,0,65,78,83.3,1116,472,29,30,96.7,24,29,82.8,7,12,58.3,0,0.2,0.5,2,12,2,2,13,https://fbref.com/en/matches/3ff17d40/Real-Madrid-Malaga-November-25-2017-La-Liga
11/25/17,La Liga,Malaga,Raphaël Varane,5,fr FRA,CB,24-214,90,0,0,0,0,1,0,0,0,1,71,2,1,0.1,0.1,0,0,0,52,58,89.7,0,46,0,1,0,2,1,2,0,0,1,1,100,0,1,1,0,1,3,6,0,52,58,89.7,1056,388,20,22,90.9,22,25,88,9,10,90,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/3ff17d40/Real-Madrid-Malaga-November-25-2017-La-Liga
11/25/17,La Liga,Malaga,Jesús Vallejo,3,es ESP,CB,20-324,90,0,0,0,0,0,0,0,0,3,56,1,1,0,0,0,0,0,39,45,86.7,3,36,0,0,0,1,1,1,0,0,0,0,,0,1,1,0,3,4,5,0,39,45,86.7,931,289,7,9,77.8,21,21,100,11,15,73.3,0,0,0,0,1,0,0,3,https://fbref.com/en/matches/3ff17d40/Real-Madrid-Malaga-November-25-2017-La-Liga
11/25/17,La Liga,Malaga,Dani Carvajal,2,es ESP,RB,25-318,90,0,0,0,0,1,1,0,0,2,89,3,1,0.2,0.2,0.5,2,0,60,76,78.9,6,53,0,3,1,3,2,1,2,0,2,2,100,0,1,0,1,2,5,1,0,60,76,78.9,1104,272,27,28,96.4,23,27,85.2,8,11,72.7,0,0.5,0.1,2,2,3,1,6,https://fbref.com/en/matches/3ff17d40/Real-Madrid-Malaga-November-25-2017-La-Liga
11/25/17,La Liga,Malaga,Kiko Casilla,13,es ESP,GK,31-054,90,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,19,25,76,0,15,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,19,25,76,689,567,4,4,100,6,7,85.7,9,13,69.2,0,0,0,0,1,0,0,0,https://fbref.com/en/matches/3ff17d40/Real-Madrid-Malaga-November-25-2017-La-Liga
12/2/17,La Liga,Athletic Club,Cristiano Ronaldo,7,pt POR,FW,32-300,90,0,0,0,0,6,2,1,0,0,36,0,1,0.5,0.5,0.1,5,0,17,28,60.7,3,24,6,3,3,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,17,28,60.7,239,48,10,15,66.7,7,13,53.8,0,0,,0,0.1,0.1,2,0,2,0,3,https://fbref.com/en/matches/a199d995/Athletic-Club-Real-Madrid-December-2-2017-La-Liga
12/2/17,La Liga,Athletic Club,Karim Benzema,9,fr FRA,FW,29-348,81,0,0,0,0,1,0,0,0,0,35,1,0,0.4,0.4,0.2,3,0,19,29,65.5,3,23,2,2,1,1,1,0,0,1,0,2,0,2,0,0,0,0,1,1,0,19,29,65.5,196,51,12,15,80,3,7,42.9,1,1,100,0,0.2,0.3,2,1,1,0,3,https://fbref.com/en/matches/a199d995/Athletic-Club-Real-Madrid-December-2-2017-La-Liga
12/2/17,La Liga,Athletic Club,Borja Mayoral,21,es ESP,FW,20-241,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,100,2,2,1,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,3,100,37,9,3,3,100,0,0,,0,0,,0,0,0,0,2,0,0,2,https://fbref.com/en/matches/a199d995/Athletic-Club-Real-Madrid-December-2-2017-La-Liga
12/2/17,La Liga,Athletic Club,Isco,22,es ESP,AM,25-225,81,0,0,0,0,1,0,0,0,0,82,0,1,0.1,0.1,0.7,4,0,61,74,82.4,9,65,6,5,4,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,61,74,82.4,804,217,41,44,93.2,13,14,92.9,3,7,42.9,0,0.7,0.3,3,5,4,1,9,https://fbref.com/en/matches/a199d995/Athletic-Club-Real-Madrid-December-2-2017-La-Liga
12/2/17,La Liga,Athletic Club,Mateo Kovačić,23,hr CRO,AM,23-210,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,6,9,66.7,0,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,9,66.7,64,28,4,4,100,1,1,100,0,1,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/a199d995/Athletic-Club-Real-Madrid-December-2-2017-La-Liga
12/2/17,La Liga,Athletic Club,Toni Kroos,8,de GER,LM,27-332,90,0,0,0,0,4,1,0,0,1,100,0,1,0.2,0.2,0.1,4,0,83,94,88.3,6,51,0,1,1,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,83,94,88.3,1301,343,52,54,96.3,19,23,82.6,9,14,64.3,0,0.1,0.1,1,7,0,0,6,https://fbref.com/en/matches/a199d995/Athletic-Club-Real-Madrid-December-2-2017-La-Liga
12/2/17,La Liga,Athletic Club,Casemiro,14,br BRA,CM,25-282,90,0,0,0,0,2,0,1,0,0,74,2,3,0.1,0.1,0,2,0,58,64,90.6,7,42,0,1,1,2,2,1,1,0,2,2,100,0,3,2,1,0,2,1,0,58,64,90.6,1201,342,21,23,91.3,26,27,96.3,11,12,91.7,0,0,0,1,8,1,0,7,https://fbref.com/en/matches/a199d995/Athletic-Club-Real-Madrid-December-2-2017-La-Liga
12/2/17,La Liga,Athletic Club,Luka Modrić,10,hr CRO,RM,32-084,90,0,0,0,0,0,0,0,0,3,84,0,1,0,0,0,4,0,69,78,88.5,12,62,7,5,5,0,0,0,0,0,0,1,0,1,1,0,1,3,3,2,0,69,78,88.5,1150,374,40,41,97.6,21,25,84,7,8,87.5,0,0,0.1,1,7,2,0,12,https://fbref.com/en/matches/a199d995/Athletic-Club-Real-Madrid-December-2-2017-La-Liga
12/2/17,La Liga,Athletic Club,Marcelo,12,br BRA,LB,29-204,90,0,0,0,0,3,1,0,0,2,87,3,2,0.1,0.1,0.2,4,0,61,74,82.4,8,54,5,3,3,3,3,1,0,2,1,3,33.3,2,2,0,2,2,5,1,0,61,74,82.4,840,378,40,41,97.6,13,17,76.5,5,10,50,0,0.2,0.4,3,11,3,2,8,https://fbref.com/en/matches/a199d995/Athletic-Club-Real-Madrid-December-2-2017-La-Liga
12/2/17,La Liga,Athletic Club,Sergio Ramos,4,es ESP,CB,31-247,85,0,0,0,0,1,0,2,1,6,81,4,0,0.2,0.2,0,2,0,63,68,92.6,3,42,0,1,1,4,3,2,2,0,0,0,,0,0,0,0,6,10,3,0,63,68,92.6,1251,550,26,27,96.3,29,29,100,8,10,80,0,0,0,0,2,0,0,3,https://fbref.com/en/matches/a199d995/Athletic-Club-Real-Madrid-December-2-2017-La-Liga
12/2/17,La Liga,Athletic Club,Raphaël Varane,5,fr FRA,CB,24-221,90,0,0,0,0,1,0,0,0,1,77,1,1,0.2,0.2,0,1,0,61,64,95.3,5,51,0,0,0,1,1,0,1,0,0,0,,0,1,1,0,1,2,7,0,61,64,95.3,1244,341,27,27,100,23,24,95.8,11,13,84.6,0,0,0,0,4,0,0,5,https://fbref.com/en/matches/a199d995/Athletic-Club-Real-Madrid-December-2-2017-La-Liga
12/2/17,La Liga,Athletic Club,Dani Carvajal,2,es ESP,RB,25-325,90,0,0,0,0,0,0,1,0,1,67,0,0,0,0,0,2,0,46,63,73,5,34,3,1,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,46,63,73,660,121,26,33,78.8,15,21,71.4,3,6,50,0,0,0,0,2,2,0,5,https://fbref.com/en/matches/a199d995/Athletic-Club-Real-Madrid-December-2-2017-La-Liga
12/2/17,La Liga,Athletic Club,Keylor Navas,1,cr CRC,GK,30-352,90,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,25,30,83.3,0,17,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,25,30,83.3,683,387,2,2,100,12,12,100,11,16,68.8,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/a199d995/Athletic-Club-Real-Madrid-December-2-2017-La-Liga
12/6/17,Champions League,Dortmund,Borja Mayoral,21,es ESP,FW,20-245,90,1,0,0,0,3,1,0,0,0,22,1,0,0.5,0.5,0.6,2,0,13,16,81.3,2,10,0,0,0,1,1,0,1,0,1,1,100,0,0,0,0,0,1,0,0,13,16,81.3,168,7,8,11,72.7,5,5,100,0,0,,0,0.6,0.3,1,0,0,0,2,https://fbref.com/en/matches/d452d633/Real-Madrid-Dortmund-December-6-2017-Champions-League
12/6/17,Champions League,Dortmund,Cristiano Ronaldo,7,pt POR,LW,32-304,90,1,0,0,0,8,5,0,0,0,64,0,0,1.7,1.7,0.1,3,1,37,54,68.5,5,43,4,5,5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,37,54,68.5,531,90,21,25,84,15,21,71.4,1,3,33.3,0,0.1,0.2,2,0,2,0,5,https://fbref.com/en/matches/d452d633/Real-Madrid-Dortmund-December-6-2017-Champions-League
12/6/17,Champions League,Dortmund,Lucas Vázquez,17,es ESP,"RB,RW",26-158,90,1,0,0,0,2,2,0,0,1,67,2,1,0.1,0.1,0.1,5,0,49,60,81.7,4,41,2,5,4,2,1,1,1,0,1,1,100,0,1,0,1,1,3,1,0,49,60,81.7,893,150,21,25,84,19,24,79.2,7,9,77.8,0,0.1,0.2,2,2,0,0,4,https://fbref.com/en/matches/d452d633/Real-Madrid-Dortmund-December-6-2017-Champions-League
12/6/17,Champions League,Dortmund,Isco,22,es ESP,LM,25-229,68,0,1,0,0,0,0,0,0,2,97,1,0,0,0,0.8,5,0,76,90,84.4,9,73,3,3,2,1,1,0,1,0,0,1,0,1,0,0,0,2,3,0,0,76,90,84.4,1202,315,40,43,93,32,36,88.9,3,10,30,1,0.8,0.3,5,10,4,1,9,https://fbref.com/en/matches/d452d633/Real-Madrid-Dortmund-December-6-2017-Champions-League
12/6/17,Champions League,Dortmund,Marcos Llorente,18,es ESP,LM,22-310,22,0,0,0,0,1,0,0,0,1,31,0,0,0,0,0,2,0,29,29,100,2,20,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,29,29,100,575,118,9,9,100,13,13,100,6,6,100,0,0,0,1,5,1,0,2,https://fbref.com/en/matches/d452d633/Real-Madrid-Dortmund-December-6-2017-Champions-League
12/6/17,Champions League,Dortmund,Casemiro,14,br BRA,CM,25-286,90,0,0,0,0,2,1,0,0,0,90,3,4,0.1,0.1,0,1,0,71,79,89.9,4,56,0,2,1,3,3,3,0,0,2,5,40,3,4,1,3,0,3,0,0,71,79,89.9,1419,315,31,34,91.2,28,28,100,12,14,85.7,0,0,0.1,0,7,0,0,4,https://fbref.com/en/matches/d452d633/Real-Madrid-Dortmund-December-6-2017-Champions-League
12/6/17,Champions League,Dortmund,Mateo Kovačić,23,hr CRO,RM,23-214,57,0,1,0,0,0,0,0,0,0,83,1,0,0,0,0,4,2,73,78,93.6,9,62,4,5,3,1,1,0,1,0,1,3,33.3,2,0,0,0,0,1,0,0,73,78,93.6,1497,360,27,29,93.1,33,34,97.1,13,14,92.9,1,0,0.1,1,9,1,0,9,https://fbref.com/en/matches/d452d633/Real-Madrid-Dortmund-December-6-2017-Champions-League
12/6/17,Champions League,Dortmund,Dani Ceballos,24,es ESP,RM,21-121,33,0,0,0,0,2,0,0,0,2,60,2,2,0.1,0.1,0,4,0,51,52,98.1,4,41,2,4,3,2,1,1,1,0,1,4,25,3,2,0,2,2,4,0,0,51,52,98.1,844,142,30,31,96.8,15,15,100,5,5,100,0,0,0.1,1,4,0,0,4,https://fbref.com/en/matches/d452d633/Real-Madrid-Dortmund-December-6-2017-Champions-League
12/6/17,Champions League,Dortmund,Theo Hernández,15,fr FRA,LB,20-061,90,0,1,0,0,1,0,0,0,1,113,2,0,0,0,0.1,7,2,95,106,89.6,7,72,6,4,4,2,2,1,1,0,2,5,40,3,0,0,0,1,3,1,0,95,106,89.6,1490,441,57,62,91.9,29,32,90.6,7,8,87.5,1,0.1,0.3,2,10,4,3,7,https://fbref.com/en/matches/d452d633/Real-Madrid-Dortmund-December-6-2017-Champions-League
12/6/17,Champions League,Dortmund,Sergio Ramos,4,es ESP,CB,31-251,90,0,0,0,0,1,0,0,0,0,129,2,0,0,0,0,1,0,121,124,97.6,16,80,2,0,0,2,2,2,0,0,1,4,25,3,0,0,0,0,2,2,0,121,124,97.6,2404,1076,41,42,97.6,60,61,98.4,18,19,94.7,0,0,0.1,0,18,1,0,16,https://fbref.com/en/matches/d452d633/Real-Madrid-Dortmund-December-6-2017-Champions-League
12/6/17,Champions League,Dortmund,Raphaël Varane,5,fr FRA,CB,24-225,37,0,0,0,0,0,0,0,0,2,45,0,1,0,0,0,0,0,39,40,97.5,3,29,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,2,2,2,0,39,40,97.5,871,248,5,5,100,29,30,96.7,5,5,100,0,0,0,0,5,0,0,3,https://fbref.com/en/matches/d452d633/Real-Madrid-Dortmund-December-6-2017-Champions-League
12/6/17,Champions League,Dortmund,Marco Asensio,20,es ESP,RW,21-319,53,0,0,0,0,2,1,0,0,0,46,1,0,0.1,0.1,0.7,6,0,36,40,90,3,34,4,2,1,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,36,40,90,628,123,14,16,87.5,15,16,93.8,5,6,83.3,0,0.7,0.4,4,4,2,2,3,https://fbref.com/en/matches/d452d633/Real-Madrid-Dortmund-December-6-2017-Champions-League
12/6/17,Champions League,Dortmund,Nacho,6,es ESP,"CB,RB",27-322,90,0,0,0,0,0,0,0,0,0,81,3,2,0,0,0,3,1,68,72,94.4,3,46,1,1,1,3,0,3,0,0,2,6,33.3,4,2,1,1,0,3,2,0,68,72,94.4,1216,338,27,28,96.4,35,38,92.1,6,6,100,0,0,0,1,4,0,0,3,https://fbref.com/en/matches/d452d633/Real-Madrid-Dortmund-December-6-2017-Champions-League
12/6/17,Champions League,Dortmund,Keylor Navas,1,cr CRC,GK,30-356,90,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,23,24,95.8,0,16,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,23,24,95.8,616,463,2,2,100,15,15,100,6,7,85.7,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/d452d633/Real-Madrid-Dortmund-December-6-2017-Champions-League
12/9/17,La Liga,Sevilla,Cristiano Ronaldo,7,pt POR,FW,32-307,75,2,0,1,1,4,2,0,0,1,36,0,0,1.5,0.7,0.1,5,2,23,27,85.2,3,25,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,2,0,23,27,85.2,291,65,15,18,83.3,6,6,100,1,1,100,0,0.1,0.1,1,4,2,1,3,https://fbref.com/en/matches/cba3fd96/Real-Madrid-Sevilla-December-9-2017-La-Liga
12/9/17,La Liga,Sevilla,Isco,22,es ESP,FW,25-232,15,0,0,0,0,1,0,0,0,0,40,0,0,0,0,0,2,0,34,36,94.4,6,29,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,34,36,94.4,494,129,19,19,100,11,13,84.6,2,2,100,0,0,0.1,1,4,2,0,6,https://fbref.com/en/matches/cba3fd96/Real-Madrid-Sevilla-December-9-2017-La-Liga
12/9/17,La Liga,Sevilla,Karim Benzema,9,fr FRA,FW,29-355,90,0,1,0,0,3,0,0,0,0,34,1,0,0.4,0.4,0.3,6,1,26,30,86.7,4,24,1,2,2,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,26,30,86.7,312,68,19,20,95,3,5,60,1,1,100,1,0.3,0.1,2,1,2,0,4,https://fbref.com/en/matches/cba3fd96/Real-Madrid-Sevilla-December-9-2017-La-Liga
12/9/17,La Liga,Sevilla,Marco Asensio,20,es ESP,LM,21-322,90,0,1,0,0,2,0,0,0,0,88,2,2,0,0,0.6,9,1,75,82,91.5,11,70,6,1,1,2,1,0,1,1,0,1,0,1,2,0,2,0,2,1,0,75,82,91.5,1033,225,48,48,100,21,23,91.3,3,6,50,1,0.6,0.3,6,14,2,1,11,https://fbref.com/en/matches/cba3fd96/Real-Madrid-Sevilla-December-9-2017-La-Liga
12/9/17,La Liga,Sevilla,Luka Modrić,10,hr CRO,CM,32-091,70,0,0,0,0,1,1,0,0,2,68,1,0,0,0,0,2,1,60,66,90.9,7,59,3,3,3,1,1,1,0,0,0,0,,0,0,0,0,2,3,0,0,60,66,90.9,1070,419,26,27,96.3,26,27,96.3,7,8,87.5,0,0,0,0,9,0,0,7,https://fbref.com/en/matches/cba3fd96/Real-Madrid-Sevilla-December-9-2017-La-Liga
12/9/17,La Liga,Sevilla,Dani Ceballos,24,es ESP,CM,21-124,20,0,0,0,0,1,0,0,0,0,37,1,0,0,0,0,1,0,35,35,100,4,30,0,1,1,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,35,35,100,456,117,20,20,100,11,11,100,1,1,100,0,0,0.2,0,3,0,0,4,https://fbref.com/en/matches/cba3fd96/Real-Madrid-Sevilla-December-9-2017-La-Liga
12/9/17,La Liga,Sevilla,Toni Kroos,8,de GER,CM,27-339,62,1,0,0,0,2,1,0,0,0,67,2,0,0.4,0.4,0.1,4,1,57,63,90.5,8,41,3,1,1,2,1,0,1,1,0,1,0,1,0,0,0,0,2,0,0,57,63,90.5,821,284,33,34,97.1,21,22,95.5,1,4,25,0,0.1,0.1,2,2,3,0,8,https://fbref.com/en/matches/cba3fd96/Real-Madrid-Sevilla-December-9-2017-La-Liga
12/9/17,La Liga,Sevilla,Marcos Llorente,18,es ESP,CM,22-313,28,0,0,0,0,1,0,0,0,0,39,0,0,0.1,0.1,0,1,0,33,36,91.7,4,27,2,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,33,36,91.7,479,97,12,12,100,19,20,95,0,0,,0,0,0,0,4,1,0,4,https://fbref.com/en/matches/cba3fd96/Real-Madrid-Sevilla-December-9-2017-La-Liga
12/9/17,La Liga,Sevilla,Lucas Vázquez,17,es ESP,RM,26-161,90,0,1,0,0,2,1,0,0,0,68,3,2,0.1,0.1,0.7,5,2,54,60,90,4,48,3,1,0,3,2,1,0,2,0,2,0,2,2,1,1,0,3,0,0,54,60,90,736,136,34,34,100,16,16,100,2,5,40,1,0.7,0.5,3,0,3,1,4,https://fbref.com/en/matches/cba3fd96/Real-Madrid-Sevilla-December-9-2017-La-Liga
