Date,Competition,Opponent,Player,#,Nation,Pos,Age,Min, Gls, Ast, PK, PKatt, Sh, SoT, CrdY, CrdR, Touches, Tkl, Int, Blocks,Expected xG,Expected npxG,Expected xAG,SCA SCA,SCA GCA,Passes Cmp,Passes Att,Passes Cmp%,Passes PrgP,Carries Carries,Carries PrgC,Take-Ons Att,Take-Ons Succ,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match URL
8/17/19,La Liga,Celta Vigo,Sergio Ramos,4,es ESP,CB,33-140,90,0,0,0,0,1,1,0,0,46,2,1,0,0.1,0.1,0,1,0,26,33,78.8,2,20,0,0,0,2,1,1,1,0,2,2,100,0,0,0,0,1,3,5,0,26,33,78.8,580,291,8,8,100,11,13,84.6,5,8,62.5,0,0,0,0,1,1,0,2,https://fbref.com/en/matches/b4affa1c/Celta-Vigo-Real-Madrid-August-17-2019-La-Liga
8/17/19,La Liga,Celta Vigo,Raphaël Varane,5,fr FRA,CB,26-114,90,0,0,0,0,0,0,0,0,34,1,1,1,0,0,0,0,0,20,23,87,1,15,0,0,0,1,1,0,1,0,1,1,100,0,1,1,0,1,2,5,0,20,23,87,448,157,4,4,100,10,10,100,5,8,62.5,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/b4affa1c/Celta-Vigo-Real-Madrid-August-17-2019-La-Liga
8/17/19,La Liga,Celta Vigo,Álvaro Odriozola,19,es ESP,RB,23-246,90,0,0,0,0,1,0,1,0,54,1,1,0,0.4,0.4,0,1,0,39,44,88.6,2,28,3,3,2,1,0,1,0,0,1,2,50,1,0,0,0,1,2,0,0,39,44,88.6,613,224,20,21,95.2,12,13,92.3,5,5,100,0,0,0.1,1,0,1,1,2,https://fbref.com/en/matches/b4affa1c/Celta-Vigo-Real-Madrid-August-17-2019-La-Liga
8/17/19,La Liga,Celta Vigo,Thibaut Courtois,13,be BEL,GK,27-098,90,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,15,25,60,0,9,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,15,25,60,448,272,2,2,100,7,7,100,6,16,37.5,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/b4affa1c/Celta-Vigo-Real-Madrid-August-17-2019-La-Liga
8/24/19,La Liga,Valladolid,Karim Benzema,9,fr FRA,FW,31-248,88,1,0,0,0,5,2,0,0,49,0,0,1,0.3,0.3,0.1,3,0,36,38,94.7,2,34,3,1,1,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,36,38,94.7,527,47,19,21,90.5,9,9,100,4,4,100,0,0.1,0.1,1,1,0,0,2,https://fbref.com/en/matches/0228ea4a/Real-Madrid-Valladolid-August-24-2019-La-Liga
8/24/19,La Liga,Valladolid,Lucas Vázquez,17,es ESP,FW,28-054,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,3,3,100,0,3,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,3,100,38,2,2,2,100,1,1,100,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/0228ea4a/Real-Madrid-Valladolid-August-24-2019-La-Liga
8/24/19,La Liga,Valladolid,Isco,22,es ESP,"LM,RM",27-125,67,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0.4,6,0,43,51,84.3,7,41,2,4,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,43,51,84.3,556,129,26,27,96.3,12,15,80,1,5,20,0,0.4,0.3,4,7,3,2,7,https://fbref.com/en/matches/0228ea4a/Real-Madrid-Valladolid-August-24-2019-La-Liga
8/24/19,La Liga,Valladolid,Luka Jović,18,rs SRB,RM,21-244,23,0,0,0,0,1,0,0,0,10,0,0,0,0.1,0.1,0,0,0,8,8,100,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8,8,100,99,29,7,7,100,1,1,100,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/0228ea4a/Real-Madrid-Valladolid-August-24-2019-La-Liga
8/24/19,La Liga,Valladolid,Toni Kroos,8,de GER,"CM,LM",29-232,90,0,0,0,0,1,0,1,0,99,1,1,1,0,0,0.6,7,0,91,94,96.8,20,64,6,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,2,0,0,91,94,96.8,1745,496,36,36,100,37,37,100,15,18,83.3,0,0.6,0.4,5,10,3,1,20,https://fbref.com/en/matches/0228ea4a/Real-Madrid-Valladolid-August-24-2019-La-Liga
8/24/19,La Liga,Valladolid,James Rodríguez,16,co COL,CM,28-043,56,0,0,0,0,4,0,0,0,49,1,1,0,0.4,0.4,0.1,4,0,36,41,87.8,7,38,0,0,0,1,1,0,0,1,0,0,,0,0,0,0,1,2,0,0,36,41,87.8,585,125,20,20,100,10,11,90.9,5,8,62.5,0,0.1,0.1,2,5,2,1,7,https://fbref.com/en/matches/0228ea4a/Real-Madrid-Valladolid-August-24-2019-La-Liga
8/24/19,La Liga,Valladolid,Vinicius Júnior,28,br BRA,"LW,CM",19-043,34,0,0,0,0,0,0,0,0,18,0,0,1,0,0,0,1,0,8,11,72.7,0,16,2,2,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,8,11,72.7,73,13,7,7,100,0,2,0,0,0,,0,0,0,0,1,0,0,0,https://fbref.com/en/matches/0228ea4a/Real-Madrid-Valladolid-August-24-2019-La-Liga
8/24/19,La Liga,Valladolid,Gareth Bale,11,wls WAL,"RM,RW",30-039,90,0,0,0,0,6,2,0,0,62,0,0,1,0.5,0.5,0.1,4,1,42,51,82.4,6,46,12,6,5,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,42,51,82.4,606,138,24,24,100,15,21,71.4,2,4,50,0,0.1,0.3,1,4,3,2,6,https://fbref.com/en/matches/0228ea4a/Real-Madrid-Valladolid-August-24-2019-La-Liga
8/24/19,La Liga,Valladolid,Casemiro,14,br BRA,"DM,CM",27-182,90,0,0,0,0,2,0,1,0,86,5,2,2,0.2,0.2,0,3,0,59,69,85.5,6,51,0,1,1,5,2,2,2,1,1,3,33.3,2,2,0,2,2,7,1,0,59,69,85.5,1240,342,24,26,92.3,21,27,77.8,13,14,92.9,0,0,0.1,0,8,1,0,6,https://fbref.com/en/matches/0228ea4a/Real-Madrid-Valladolid-August-24-2019-La-Liga
8/24/19,La Liga,Valladolid,Marcelo,12,br BRA,LB,31-104,90,0,0,0,0,1,0,0,0,91,1,0,0,0,0,0.1,5,0,70,87,80.5,12,74,9,1,1,1,1,0,0,1,0,0,,0,0,0,0,0,1,0,0,70,87,80.5,1070,367,42,47,89.4,21,27,77.8,6,10,60,0,0.1,0.2,2,3,3,0,12,https://fbref.com/en/matches/0228ea4a/Real-Madrid-Valladolid-August-24-2019-La-Liga
8/24/19,La Liga,Valladolid,Sergio Ramos,4,es ESP,CB,33-147,90,0,0,0,0,1,0,0,0,73,1,3,1,0.1,0.1,0,1,0,61,65,93.8,13,37,0,0,0,1,1,0,1,0,0,2,0,2,1,1,0,3,4,2,0,61,65,93.8,1147,594,21,21,100,32,33,97,6,8,75,0,0,0,0,7,0,0,13,https://fbref.com/en/matches/0228ea4a/Real-Madrid-Valladolid-August-24-2019-La-Liga
8/24/19,La Liga,Valladolid,Raphaël Varane,5,fr FRA,CB,26-121,90,0,1,0,0,0,0,0,0,61,1,2,1,0,0,0.1,2,1,50,54,92.6,2,37,0,0,0,1,1,1,0,0,0,0,,0,1,0,1,2,3,3,0,50,54,92.6,1030,325,15,15,100,27,29,93.1,8,10,80,1,0.1,0.1,1,8,1,0,2,https://fbref.com/en/matches/0228ea4a/Real-Madrid-Valladolid-August-24-2019-La-Liga
8/24/19,La Liga,Valladolid,Dani Carvajal,2,es ESP,RB,27-225,90,0,0,0,0,1,0,0,0,93,0,1,4,0,0,0.2,6,0,73,84,86.9,11,68,4,2,2,0,0,0,0,0,0,0,,0,4,2,2,1,1,1,0,73,84,86.9,1072,348,44,47,93.6,27,31,87.1,2,3,66.7,0,0.2,0.4,4,7,4,2,11,https://fbref.com/en/matches/0228ea4a/Real-Madrid-Valladolid-August-24-2019-La-Liga
8/24/19,La Liga,Valladolid,Thibaut Courtois,13,be BEL,GK,27-105,90,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,30,31,96.8,0,15,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,30,31,96.8,767,505,7,7,100,15,15,100,8,9,88.9,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/0228ea4a/Real-Madrid-Valladolid-August-24-2019-La-Liga
9/1/19,La Liga,Villarreal,Karim Benzema,9,fr FRA,FW,31-256,90,0,0,0,0,2,0,0,0,38,1,2,0,0.1,0.1,0.1,4,0,22,26,84.6,4,27,1,2,0,1,0,0,0,1,0,0,,0,0,0,0,2,3,1,0,22,26,84.6,380,30,12,16,75,7,7,100,2,2,100,0,0.1,0.1,1,3,0,0,4,https://fbref.com/en/matches/36e7920a/Villarreal-Real-Madrid-September-1-2019-La-Liga
9/1/19,La Liga,Villarreal,Luka Jović,18,rs SRB,FW,21-252,67,0,0,0,0,2,0,0,0,29,0,0,0,0.1,0.1,0,2,1,18,23,78.3,3,21,1,4,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,18,23,78.3,241,30,12,14,85.7,5,8,62.5,1,1,100,0,0,0.1,0,1,0,0,3,https://fbref.com/en/matches/36e7920a/Villarreal-Real-Madrid-September-1-2019-La-Liga
9/1/19,La Liga,Villarreal,Luka Modrić,10,hr CRO,AM,33-357,23,0,1,0,0,1,1,0,0,19,0,1,0,0,0,0,1,1,15,16,93.8,5,16,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,1,0,0,15,16,93.8,234,88,9,9,100,4,4,100,1,1,100,1,0,0,1,2,2,0,5,https://fbref.com/en/matches/36e7920a/Villarreal-Real-Madrid-September-1-2019-La-Liga
9/1/19,La Liga,Villarreal,Gareth Bale,11,wls WAL,"LM,RW,LW",30-047,89,2,0,0,0,3,2,2,1,55,0,0,2,0.8,0.8,0.1,3,0,34,46,73.9,1,39,3,1,0,0,0,0,0,0,0,1,0,1,2,1,1,0,0,0,0,34,46,73.9,500,115,18,18,100,13,17,76.5,2,7,28.6,0,0.1,0.1,3,2,1,1,1,https://fbref.com/en/matches/36e7920a/Villarreal-Real-Madrid-September-1-2019-La-Liga
9/1/19,La Liga,Villarreal,Toni Kroos,8,de GER,"CM,DM",29-240,81,0,0,0,0,4,2,0,0,77,2,0,0,0.2,0.2,0.3,8,0,59,71,83.1,11,50,3,2,2,2,1,0,1,1,0,1,0,1,0,0,0,0,2,0,0,59,71,83.1,1201,383,19,22,86.4,30,31,96.8,9,16,56.3,0,0.3,0.2,4,10,0,0,11,https://fbref.com/en/matches/36e7920a/Villarreal-Real-Madrid-September-1-2019-La-Liga
9/1/19,La Liga,Villarreal,Federico Valverde,15,uy URU,DM,21-041,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,100,0,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,4,100,36,9,4,4,100,0,0,,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/36e7920a/Villarreal-Real-Madrid-September-1-2019-La-Liga
9/1/19,La Liga,Villarreal,Casemiro,14,br BRA,"CM,DM",27-190,90,0,0,0,0,2,0,1,0,86,3,2,1,0.3,0.3,0,5,0,66,77,85.7,13,62,3,4,4,3,2,2,1,0,3,4,75,1,1,0,1,2,5,0,0,66,77,85.7,1148,395,37,38,97.4,18,22,81.8,9,13,69.2,0,0,0.1,1,9,2,0,13,https://fbref.com/en/matches/36e7920a/Villarreal-Real-Madrid-September-1-2019-La-Liga
9/1/19,La Liga,Villarreal,Lucas Vázquez,17,es ESP,"RM,RW",28-062,73,0,0,0,0,1,0,0,0,57,1,2,3,0.3,0.3,0.3,2,0,30,40,75,2,44,1,7,4,1,1,0,1,0,0,3,0,3,3,0,3,2,3,0,0,30,40,75,410,82,21,26,80.8,6,8,75,2,4,50,0,0.3,0.1,2,1,1,1,2,https://fbref.com/en/matches/36e7920a/Villarreal-Real-Madrid-September-1-2019-La-Liga
9/1/19,La Liga,Villarreal,Vinicius Júnior,28,br BRA,LW,19-051,17,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,4,50,0,5,0,2,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,4,50,26,7,1,2,50,1,2,50,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/36e7920a/Villarreal-Real-Madrid-September-1-2019-La-Liga
9/1/19,La Liga,Villarreal,Ferland Mendy,23,fr FRA,LB,24-085,90,0,0,0,0,0,0,1,0,80,4,4,2,0,0,0,1,0,56,63,88.9,4,50,2,4,2,4,3,3,1,0,0,0,,0,2,0,2,4,8,0,0,56,63,88.9,859,210,33,36,91.7,17,20,85,5,5,100,0,0,0.1,0,1,2,1,4,https://fbref.com/en/matches/36e7920a/Villarreal-Real-Madrid-September-1-2019-La-Liga
9/1/19,La Liga,Villarreal,Sergio Ramos,4,es ESP,CB,33-155,90,0,0,0,0,2,0,0,0,94,1,0,0,0.2,0.2,0,0,0,80,88,90.9,11,64,2,0,0,1,1,0,0,1,1,1,100,0,0,0,0,0,1,2,1,80,88,90.9,1758,678,19,22,86.4,51,52,98.1,10,12,83.3,0,0,0,0,9,0,0,11,https://fbref.com/en/matches/36e7920a/Villarreal-Real-Madrid-September-1-2019-La-Liga
9/1/19,La Liga,Villarreal,Raphaël Varane,5,fr FRA,CB,26-129,90,0,0,0,0,0,0,0,0,73,2,0,3,0,0,0,0,0,59,65,90.8,8,48,0,0,0,2,1,1,1,0,0,2,0,2,3,1,2,0,2,2,0,59,65,90.8,1265,519,13,13,100,36,39,92.3,10,13,76.9,0,0,0,0,6,0,0,8,https://fbref.com/en/matches/36e7920a/Villarreal-Real-Madrid-September-1-2019-La-Liga
9/1/19,La Liga,Villarreal,Dani Carvajal,2,es ESP,RB,27-233,90,0,1,0,0,0,0,0,0,67,2,0,0,0,0,0.7,5,1,54,62,87.1,3,28,0,1,1,2,2,1,1,0,1,3,33.3,2,0,0,0,0,2,1,0,54,62,87.1,826,350,33,37,89.2,19,22,86.4,2,3,66.7,1,0.7,0.7,2,7,0,0,3,https://fbref.com/en/matches/36e7920a/Villarreal-Real-Madrid-September-1-2019-La-Liga
9/1/19,La Liga,Villarreal,Thibaut Courtois,13,be BEL,GK,27-113,90,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,19,20,95,0,10,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,19,20,95,435,290,5,5,100,11,11,100,3,4,75,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/36e7920a/Villarreal-Real-Madrid-September-1-2019-La-Liga
9/14/19,La Liga,Levante,Karim Benzema,9,fr FRA,FW,31-269,82,2,0,0,0,7,4,0,0,53,1,0,0,0.9,0.9,0,4,0,34,41,82.9,5,35,2,2,1,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,34,41,82.9,475,92,24,26,92.3,7,9,77.8,2,2,100,0,0,0.1,1,2,0,0,5,https://fbref.com/en/matches/4b682efd/Real-Madrid-Levante-September-14-2019-La-Liga
9/14/19,La Liga,Levante,Luka Jović,18,rs SRB,FW,21-265,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,100,2,4,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,3,100,50,24,1,1,100,2,2,100,0,0,,0,0,0,0,0,0,0,2,https://fbref.com/en/matches/4b682efd/Real-Madrid-Levante-September-14-2019-La-Liga
9/14/19,La Liga,Levante,Vinicius Júnior,25,br BRA,"LM,RW,RM",19-064,90,0,1,0,0,5,2,0,0,44,0,0,0,1,1,0.5,3,1,24,31,77.4,1,33,4,4,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,24,31,77.4,285,75,19,21,90.5,5,7,71.4,0,1,0,1,0.5,0.4,1,2,0,0,1,https://fbref.com/en/matches/4b682efd/Real-Madrid-Levante-September-14-2019-La-Liga
9/14/19,La Liga,Levante,Toni Kroos,8,de GER,"CM,DM",29-253,90,0,0,0,0,3,1,0,0,92,3,0,1,0.2,0.2,0.2,8,0,81,83,97.6,18,54,2,1,0,3,1,2,0,1,1,2,50,1,1,0,1,0,3,0,0,81,83,97.6,1653,527,31,31,100,38,40,95,12,12,100,0,0.2,0.2,4,13,4,0,18,https://fbref.com/en/matches/4b682efd/Real-Madrid-Levante-September-14-2019-La-Liga
9/14/19,La Liga,Levante,James Rodríguez,16,co COL,"CM,LM",28-064,90,0,1,0,0,3,0,0,0,86,3,0,1,0.2,0.2,1,7,1,58,75,77.3,10,51,2,0,0,3,3,0,3,0,1,1,100,0,1,0,1,0,3,0,0,58,75,77.3,1105,278,27,31,87.1,18,25,72,12,15,80,1,1,0.6,5,5,4,1,10,https://fbref.com/en/matches/4b682efd/Real-Madrid-Levante-September-14-2019-La-Liga
9/14/19,La Liga,Levante,Lucas Vázquez,17,es ESP,"RM,CM",28-075,90,0,0,0,0,2,1,1,0,59,0,0,1,0.1,0.1,0.1,5,2,37,47,78.7,4,37,3,3,2,0,0,0,0,0,0,2,0,2,1,0,1,0,0,1,0,37,47,78.7,709,211,20,25,80,10,13,76.9,7,8,87.5,0,0.1,0.3,2,2,2,0,4,https://fbref.com/en/matches/4b682efd/Real-Madrid-Levante-September-14-2019-La-Liga
9/14/19,La Liga,Levante,Casemiro,14,br BRA,DM,27-203,59,1,0,0,0,2,1,1,0,55,2,1,1,0.5,0.5,0,3,0,39,42,92.9,6,24,0,0,0,2,2,0,2,0,1,2,50,1,1,0,1,1,3,3,0,39,42,92.9,847,201,17,17,100,14,14,100,8,9,88.9,0,0,0,0,3,0,0,6,https://fbref.com/en/matches/4b682efd/Real-Madrid-Levante-September-14-2019-La-Liga
9/14/19,La Liga,Levante,Eden Hazard,7,be BEL,"LW,LM",28-250,31,0,0,0,0,2,2,0,0,25,0,0,0,0.1,0.1,0.1,3,0,18,21,85.7,7,23,5,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,18,21,85.7,287,90,8,10,80,7,7,100,2,3,66.7,0,0.1,0.4,1,6,2,0,7,https://fbref.com/en/matches/4b682efd/Real-Madrid-Levante-September-14-2019-La-Liga
9/14/19,La Liga,Levante,Marcelo,12,br BRA,LB,31-125,90,0,0,0,0,1,0,0,0,90,2,1,3,0,0,0.2,6,0,70,80,87.5,13,56,4,3,2,2,0,0,1,1,2,4,50,2,3,0,3,1,3,2,0,70,80,87.5,1052,424,43,43,100,24,28,85.7,2,6,33.3,0,0.2,0.4,3,9,2,1,13,https://fbref.com/en/matches/4b682efd/Real-Madrid-Levante-September-14-2019-La-Liga
9/14/19,La Liga,Levante,Sergio Ramos,4,es ESP,CB,33-168,59,0,0,0,0,0,0,0,0,58,1,1,0,0,0,0,1,0,51,52,98.1,1,36,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,2,2,0,51,52,98.1,1173,373,13,14,92.9,25,25,100,13,13,100,0,0,0,1,2,0,0,1,https://fbref.com/en/matches/4b682efd/Real-Madrid-Levante-September-14-2019-La-Liga
9/14/19,La Liga,Levante,Éder Militão,3,br BRA,CB,21-239,31,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,1,0,14,15,93.3,1,8,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,14,15,93.3,284,67,4,5,80,9,9,100,1,1,100,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/4b682efd/Real-Madrid-Levante-September-14-2019-La-Liga
9/14/19,La Liga,Levante,Raphaël Varane,5,fr FRA,CB,26-142,90,0,0,0,0,0,0,0,0,81,2,1,0,0,0,0,0,0,69,73,94.5,3,42,0,0,0,2,1,2,0,0,2,3,66.7,1,0,0,0,1,3,4,0,69,73,94.5,1454,453,20,20,100,36,37,97.3,12,15,80,0,0,0,0,1,0,0,3,https://fbref.com/en/matches/4b682efd/Real-Madrid-Levante-September-14-2019-La-Liga
9/14/19,La Liga,Levante,Dani Carvajal,2,es ESP,RB,27-246,90,0,1,0,0,0,0,0,0,97,3,3,3,0,0,0.3,1,1,73,82,89,7,45,0,1,1,3,3,2,1,0,1,2,50,1,3,0,3,3,6,2,0,73,82,89,1134,400,31,33,93.9,39,42,92.9,2,5,40,1,0.3,0.2,1,3,1,1,7,https://fbref.com/en/matches/4b682efd/Real-Madrid-Levante-September-14-2019-La-Liga
9/14/19,La Liga,Levante,Thibaut Courtois,13,be BEL,GK,27-126,90,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,30,37,81.1,0,23,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,30,37,81.1,793,437,2,2,100,20,20,100,8,14,57.1,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/4b682efd/Real-Madrid-Levante-September-14-2019-La-Liga
9/18/19,Champions League,Paris Saint Germain,Karim Benzema,9,fr FRA,FW,31-273,90,0,0,0,0,2,0,0,0,35,2,1,1,0.2,0.2,0.1,2,0,17,21,81,3,16,0,2,2,2,1,0,2,0,0,0,,0,1,0,1,1,3,0,0,17,21,81,272,26,11,14,78.6,4,4,100,2,2,100,0,0.1,0.1,2,1,1,0,3,https://fbref.com/en/matches/29e6ad42/Paris-Saint-Germain-Real-Madrid-September-18-2019-Champions-League
9/18/19,Champions League,Paris Saint Germain,Eden Hazard,7,be BEL,LW,28-254,69,0,0,0,0,1,0,0,0,47,2,0,0,0.1,0.1,0,1,0,31,39,79.5,2,30,2,5,4,2,2,1,0,1,1,2,50,1,0,0,0,0,2,0,0,31,39,79.5,403,65,23,27,85.2,3,5,60,2,2,100,0,0,0,1,2,1,0,2,https://fbref.com/en/matches/29e6ad42/Paris-Saint-Germain-Real-Madrid-September-18-2019-Champions-League
